CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr9	35360851	35372538	4_Pbx1mb_peak_18049_lociStitched, 1_TAP_Pax7_MB_peak_35345_lociStitched			Cdon	183, 456
chr1	156995493	157003742	3_TAP_Pax7_MB_peak_2354_lociStitched			Ralgps2	184
chr6	42375627	42397407	5_Pbx1mb_peak_14817_lociStitched	2010310C07Rik	Zyx,Epha1,Tas2r126,Tas2r135,Tas2r143	Epha1	185
chr6	71989585	71992361	3_Pbx1mb_peak_15038_lociStitched			9130221F21Rik	186
chr16	8852042	8862598	3_TAP_Pax7_MB_peak_14366_lociStitched	1810013L24Rik		1810013L24Rik	189
chr14	22622260	22651450	5_TAP_Pax7_MB_peak_10831_lociStitched	1700112E06Rik		4930405A10Rik	193
chr3	95663975	95675698	4_Pbx1mb_peak_11736_lociStitched		Mcl1,Adamtsl4,Ensa	Mcl1	194
chr19	55747422	55749859	2_TAP_Pax7_MB_peak_19503_lociStitched	Tcf7l2	4930552P12Rik,Tcf7l2	Tcf7l2	195
chr15	25449112	25462498	4_TAP_Pax7_MB_peak_13068_lociStitched	Gm5468	Basp1	Gm5468	196
chr12	67059122	67059821	1_TAP_Pax7_MB_peak_7726_lociStitched, 1_TAP_Pax3_MB_peak_258_lociStitched	Mdga2		Mdga2	198, 7
chr15	83567837	83575488	3_Pbx1mb_peak_6508_lociStitched	Ttll12,Tspo	Bik,Mcat	Tspo	198
chr16	95814667	95827748	3_Pbx1mb_peak_7493_lociStitched			1600002D24Rik	200
chr10	68242067	68261731	3_TAP_Pax7_MB_peak_4281_lociStitched	Arid5b		Arid5b	201
chr10	84392199	84409738	4_Pbx1mb_peak_2271_lociStitched	Nuak1		Nuak1	204
chr7	90231375	90234245	2_TAP_Pax7_MB_peak_32329_lociStitched	Ccdc83	Ccdc83	Ccdc83	204
chr16	45330513	45344097	3_TAP_Pax7_MB_peak_14940_lociStitched			Cd200	205
chr8	122139916	122157738	3_Pbx1mb_peak_17749_lociStitched			Zfpm1	205
chr15	59066148	59076125	3_Pbx1mb_peak_6053_lociStitched	Mtss1	Mtss1	Mtss1	206
chr6	34598044	34624925	6_Pbx1mb_peak_14728_lociStitched			Cald1	208
chr6	34598044	34624925	6_Pbx1mb_peak_14728_lociStitched			Cald1	208
chr10	44079284	44082674	2_TAP_Pax7_MB_peak_3920_lociStitched			Aim1	210
chr17	75269934	75273615	2_TAP_Pax7_MB_peak_16943_lociStitched	Ltbp1		Ltbp1	213
chr15	25637845	25653183	3_Pbx1mb_peak_5658_lociStitched	Myo10		Myo10	216
chr4	12006826	12017422	2_TAP_Pax7_MB_peak_25126_lociStitched		1700123M08Rik,Pdp1	1700123M08Rik	216
chr6	146950222	146959985	3_TAP_Pax7_MB_peak_31329_lociStitched	1700034J05Rik,Ppfibp1		1700034J05Rik	218
chr10	68143933	68158294	3_TAP_Pax7_MB_peak_4278_lociStitched	Arid5b		Arid5b	220
chr6	91638484	91647826	2_Pbx1mb_peak_15218_lociStitched		Slc6a6	Slc6a6	220
chr19	23357382	23374426	3_TAP_Pax7_MB_peak_18917_lociStitched	Mamdc2		Mamdc2	222
chr2	132206398	132212683	2_Pbx1mb_peak_10724_lociStitched		Tmem230,Pcna	Tmem230	222
chr1	182520357	182520670	4_Pbx1mb_peak_1408_lociStitched, 1_Snai1_GM.nodup_peak_147_lociStitched		Capn8,Capn2	Capn2	224, 16
chr14	70095978	70107267	2_Pbx1mb_peak_5219_lociStitched	Bin3	Egr3,2610301G19Rik	Bin3	226
chr19	7083416	7090723	2_TAP_Pax7_MB_peak_18664_lociStitched	Macrod1	Flrt1,Stip1	Flrt1	226
chr1	78526612	78532672	2_TAP_Pax7_MB_peak_1240_lociStitched	Mogat1	Farsb	Mogat1	229
chr11	103300937	103306857	2_TAP_Pax7_MB_peak_6602_lociStitched		Gm11648,Map3k14,Arhgap27	Map3k14	231
chr12	16866385	16879758	4_Pbx1mb_peak_2819_lociStitched		Rock2	Rock2	231
chr17	7650338	7656283	3_TAP_Pax7_MB_peak_16094_lociStitched			Fndc1	232
chr2	33306702	33319493	3_Pbx1mb_peak_9915_lociStitched	Ralgps1		Ralgps1	232
chr13	102894245	102901029	3_Pbx1mb_peak_4487_lociStitched	Mast4		Cd180	233
chr3	52070100	52070237	1_TAP_Pax7_MB_peak_23103_lociStitched	Maml3		Maml3	234
chr4	137890700	137908470	4_Pbx1mb_peak_13320_lociStitched	Ece1		Ece1	234
chr10	45299556	45315141	4_Pbx1mb_peak_1904_lociStitched	Popdc3	Bves	Popdc3	235
chr17	27071987	27083970	2_Pbx1mb_peak_7784_lociStitched	Itpr3	Ggnbp1,Bak1,Mnf1	Itpr3	240
chr18	54906708	54911544	2_TAP_Pax7_MB_peak_18066_lociStitched	Zfp608		Zfp608	242
chr14	75855284	75876620	5_Pbx1mb_peak_5282_lociStitched		Gm4285,Snora31,Tpt1	Snora31	245
chr1	179041960	179060364	7_Pbx1mb_peak_1360_lociStitched	Smyd3		Smyd3	246
chr1	133771968	133793569	4_Pbx1mb_peak_858_lociStitched		Atp2b4	Atp2b4	250
chr10	91157105	91158804	2_TAP_Pax7_MB_peak_4580_lociStitched	Tmpo	Tmpo,Slc25a3	Tmpo	250
chr10	62192708	62195687	2_Pbx1mb_peak_1985_lociStitched	Tspan15		Tspan15	251
chr9	116368950	116383723	4_Pbx1mb_peak_18846_lociStitched, 2_MyoD_MB_peak_2545_lociStitched			Tgfbr2	252, 99
chr7	112298118	112305613	3_Pbx1mb_peak_16286_lociStitched	Mical2		Micalcl	254
chr17	44700438	44718878	5_Pbx1mb_peak_7959_lociStitched	Runx2		Runx2	257
chr6	127970324	127976914	2_Pbx1mb_peak_15522_lociStitched	Tspan9		Tspan11	258
chr15	77149654	77161756	2_Pbx1mb_peak_6341_lociStitched	Rbfox2	Rbfox2	Rbfox2	265
chr4	140634975	140636980	2_Pbx1mb_peak_13360_lociStitched	Arhgef10l		Arhgef10l	266
chr2	167263534	167273600	2_Pbx1mb_peak_10987_lociStitched		Ptgis	Ptgis	269
chr11	6481021	6481233	1_TAP_Pax7_MB_peak_5334_lociStitched		Purb,Gm11974,Myo1g,H2afv	Purb	271
chr15	101312187	101327516	3_Pbx1mb_peak_6747_lociStitched		9430023L20Rik,Nr4a1,6030408B16Rik,Mir1941,Krt80	6030408B16Rik	272
chr13	28731576	28759307	2_TAP_Pax7_MB_peak_9000_lociStitched, 3_Pbx1mb_peak_3765_lociStitched	2610307P16Rik		2610307P16Rik	273, 264
chr13	28731576	28759307	2_TAP_Pax7_MB_peak_9000_lociStitched, 3_Pbx1mb_peak_3765_lociStitched	2610307P16Rik		2610307P16Rik	273, 264
chr3	51217911	51221090	2_TAP_Pax7_MB_peak_23093_lociStitched		Ccrn4l	Ccrn4l	275
chr19	9074164	9082786	4_Pbx1mb_peak_9174_lociStitched	Ahnak	Scgb1a1	Scgb1a1	280
chr1	73956444	73963382	2_Pbx1mb_peak_427_lociStitched	Tns1		6030407O03Rik	284
chr14	101879147	101890499	2_TAP_Pax7_MB_peak_12272_lociStitched	Lmo7		Lmo7	284
chr11	116814597	116814737	1_TAP_Pax7_MB_peak_6757_lociStitched, 1_TAP_Pax3_MB_peak_220_lociStitched	Mxra7	St6galnac1,Srsf2,Jmjd6,Mettl23,Mfsd11	Mxra7	285, 12
chr18	37826086	37836414	2_Pbx1mb_peak_8593_lociStitched	Pcdhga9,Pcdhgb1,Pcdhgc3,Pcdhga12,Pcdhgb5,Pcdhga6,Pcdhga3,Pcdhgb7,Pcdhgb4,Pcdhga2,Pcdhga10,Pcdhga1,Pcdhga11,Pcdhgb2,Pcdhgb8,Pcdhga8,Pcdhgb6,Pcdhga7,Pcdhga4,Pcdhgc5,Pcdha4-g,Pcdhga5,Pcdhgc4		Pcdhgc5	285
chr13	91360013	91371532	5_Pbx1mb_peak_4329_lociStitched	A830009L08Rik		A830009L08Rik	286
chr15	81216964	81227199	3_Pbx1mb_peak_6460_lociStitched		4930483J18Rik,Mchr1,Mkl1,8430426J06Rik	Mchr1	289
chr12	69497105	69502591	2_Pbx1mb_peak_3043_lociStitched		5830428M24Rik	5830428M24Rik	290
chr18	5141460	5161239	3_Pbx1mb_peak_8431_lociStitched			Svil	292
chr7	80157016	80166458	3_Pbx1mb_peak_16072_lociStitched		Sema4b,Idh2,Mir1965	Mir1965	295
chr18	20797183	20804611	2_TAP_Pax7_MB_peak_17520_lociStitched			B4galt6	296
chr9	102634105	102650287	3_Pbx1mb_peak_18724_lociStitched, 2_TAP_Pax7_MB_peak_36448_lociStitched	Anapc13	Cep63	Anapc13	296, 156
chr10	59907882	59909815	2_Pbx1mb_peak_1950_lociStitched		Dnajb12,Ddit4	Dnajb12	297
chr4	62736518	62740026	2_Pbx1mb_peak_12704_lociStitched			Rgs3	298
chr16	65827198	65829851	2_TAP_Pax7_MB_peak_15388_lociStitched	Vgll3		Vgll3	300
chr13	92641702	92648129	2_TAP_Pax7_MB_peak_9973_lociStitched	Serinc5		Serinc5	301
chr5	111247636	111257358	2_Pbx1mb_peak_14144_lociStitched	Ttc28		Pitpnb	303
chr9	41577866	41589582	3_Pbx1mb_peak_18092_lociStitched	2610203C20Rik,Mir125b-1	Mir100,Mirlet7a-2	Mir125b-1	304
chr1	34095135	34105346	2_TAP_Pax7_MB_peak_460_lociStitched	Dst		Dst	305
chr14	25377952	25380843	3_Pbx1mb_peak_4838_lociStitched			Zmiz1	308
chr15	58975835	58982168	2_Pbx1mb_peak_6050_lociStitched	Mtss1	Ndufb9,Tatdn1	Ndufb9	309
chr5	35662574	35673293	4_Pbx1mb_peak_13751_lociStitched	Htra3		Htra3	312
chr1	160518723	160521414	2_TAP_Pax7_MB_peak_2407_lociStitched	Rabgap1l		Gpr52	315
chr3	52046232	52061209	3_Pbx1mb_peak_11363_lociStitched	Maml3		Maml3	315
chr11	102984726	102988634	2_TAP_Pax7_MB_peak_6599_lociStitched		Nmt1,2410004I01Rik,C1ql1,Dcakd	2410004I01Rik	319
chr6	82862235	82872630	4_Pbx1mb_peak_15075_lociStitched		2310069B03Rik	2310069B03Rik	322
chr13	95548686	95549040	1_TAP_Pax7_MB_peak_10026_lociStitched		F2rl1	F2rl1	323
chr5	123135873	123136003	1_TAP_Pax7_MB_peak_28906_lociStitched		Setd1b,Rhof,Hpd	Rhof	324
chr14	54183983	54198138	7_Pbx1mb_peak_5039_lociStitched			Dad1	325
chr17	13682355	13685870	2_Pbx1mb_peak_7627_lociStitched			Mllt4	330
chr9	41480144	41486605	3_TAP_Pax7_MB_peak_35419_lociStitched		Mir100	Mir100	330
chr8	122181441	122186678	2_Pbx1mb_peak_17751_lociStitched			Zfpm1	331
chr16	38389424	38392139	2_TAP_Pax7_MB_peak_14781_lociStitched		Popdc2,Maats1,Cox17,Pla1a	Popdc2	336
chr9	102831516	102842905	2_Pbx1mb_peak_18739_lociStitched	Ryk		Ryk	336
chr18	24112044	24117004	2_Pbx1mb_peak_8501_lociStitched	Ino80c		Ino80c	338
chr15	38471290	38473541	2_Pbx1mb_peak_5810_lociStitched		Azin1	Azin1	339
chr6	113690115	113692778	2_Pbx1mb_peak_15362_lociStitched	Irak2	Ghrl,Sec13,Tatdn2	Tatdn2	343
chr1	135669799	135675731	3_Pbx1mb_peak_906_lociStitched			Csrp1	350
chr16	43697668	43702500	5_Pbx1mb_peak_7163_lociStitched		Tigit	Tigit	351
chr3	95696150	95707948	2_Pbx1mb_peak_11740_lociStitched		Mcl1,Ecm1,Adamtsl4,Tars2	Adamtsl4	353
chr9	102726314	102731412	2_Pbx1mb_peak_18728_lociStitched	Amotl2	Gm5627	Gm5627	355
chr19	9053011	9066171	2_Pbx1mb_peak_9172_lociStitched, 2_MyoD_MB_peak_1291_lociStitched	Ahnak	Scgb1a1	Scgb1a1	356, 62
chr9	9127000	9128066	2_TAP_Pax7_MB_peak_35005_lociStitched	Arhgap42		Gm16833	361
chr16	45882713	45890207	2_TAP_Pax7_MB_peak_14956_lociStitched		Phldb2	Phldb2	363
chr10	59510893	59513366	2_TAP_Pax7_MB_peak_4142_lociStitched	Mcu		Oit3	364
chr8	126826554	126834286	3_Pbx1mb_peak_17810_lociStitched			Tomm20	365
chr15	77037852	77041078	2_Pbx1mb_peak_6331_lociStitched	Mb	Apol6,Mb	Apol6	366
chr19	46927520	46943307	5_TAP_Pax7_MB_peak_19357_lociStitched	Nt5c2	Nt5c2	Nt5c2	373
chr6	128006615	128006752	1_TAP_Pax7_MB_peak_31086_lociStitched	Tspan9		Tspan11	380
chr3	159883458	159886394	3_TAP_Pax7_MB_peak_24977_lociStitched	Wls		Wls	383
chr13	64403853	64414571	2_TAP_Pax7_MB_peak_9576_lociStitched		Cdk20,Ctsl	Cdk20	393
chr1	168226262	168230131	2_TAP_Pax7_MB_peak_2559_lociStitched	Pbx1		Pbx1	396
chr19	47442100	47442217	1_TAP_Pax7_MB_peak_19366_lociStitched, 1_TAP_Pax3_MB_peak_593_lociStitched	Sh3pxd2a	Sh3pxd2a	Sh3pxd2a	403, 15
chr3	9513973	9522579	3_TAP_Pax7_MB_peak_22510_lociStitched	Zfp704		Zfp704	404
chr15	66815446	66818980	2_TAP_Pax7_MB_peak_13903_lociStitched	Tg,Sla	Sla	Sla	417
chr14	74882241	74884463	2_TAP_Pax7_MB_peak_11795_lociStitched, 2_MyoD_MB_peak_835_lociStitched	Lrch1		Lrch1	422, 111
chr8	79196662	79206204	2_TAP_Pax7_MB_peak_34285_lociStitched		1700011L22Rik	1700011L22Rik	424
chr1	186444764	186445501	2_TAP_Pax7_MB_peak_2913_lociStitched			Tgfb2	425
chr2	35478686	35478846	1_TAP_Pax7_MB_peak_20097_lociStitched		Ggta1	Ggta1	428
chr3	126384081	126384216	1_TAP_Pax7_MB_peak_24232_lociStitched	Arsj		Arsj	431
chr5	151374978	151389178	3_TAP_Pax7_MB_peak_29216_lociStitched	1700028E10Rik		1700028E10Rik	437
chr16	45052878	45057385	2_TAP_Pax7_MB_peak_14933_lociStitched		Ccdc80	Ccdc80	450
chr13	55174634	55174790	1_TAP_Pax7_MB_peak_9462_lociStitched		Fgfr4,Nsd1	Fgfr4	478
chr2	110192687	110192929	1_TAP_Pax7_MB_peak_21417_lociStitched			Bbox1	480
chr5	21146131	21148659	2_TAP_Pax7_MB_peak_27508_lociStitched		Pion	Pion	481
chr8	108748950	108749111	1_TAP_Pax7_MB_peak_34680_lociStitched	Zfhx3		Zfhx3	510
chr8	27057934	27058079	1_TAP_Pax7_MB_peak_33418_lociStitched		Gpr124,Erlin2,Prosc	Prosc	511
chr13	109646059	109663077	5_TAP_Pax7_MB_peak_10302_lociStitched	Pde4d		Mir1904	523
chr15	25956637	25957019	2_TAP_Pax7_MB_peak_13076_lociStitched	Fam134b	Zfp622	Fam134b	526
chr4	120249129	120249288	1_TAP_Pax7_MB_peak_26802_lociStitched		Foxo6	Foxo6	533
