GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Copz2	NM_019877	chr11:96837278-96840660	452
Mir152	NR_029562	chr11:96837278-96840660	452
Cbx1	NM_007622	chr11:96837278-96840660	452
Gm11517	NR_033523	chr11:96837278-96840660	452
Atp1a4	NM_013734	chr1:172242358-172246826	453
Pea15a	NM_011063	chr1:172242358-172246826	453
Casq1	NM_009813	chr1:172242358-172246826	453
6030419C18Rik	NM_176921	chr9:58496907-58501289	454
4930461G14Rik	NR_040736	chr9:58496907-58501289	454
Cd276	NM_133983	chr9:58496907-58501289	454
Glt28d2	NM_177130	chr3:85846373-85859249	456
Arhgef37	NM_177828	chr18:61503815-61510541	457
Csnk1a1	NM_146087	chr18:61503815-61510541	457
A530050N04Rik	NR_045419	chr18:61503815-61510541	457
2410137F16Rik	NR_015595	chr5:116426774-116443860	458
Srrm4	NM_026886	chr5:116426774-116443860	458
Hspb8	NM_030704	chr5:116426774-116443860	458
Eif4ebp1	NM_007918	chr8:27264395-27272646	459
Gm9731	NR_003107	chr8:27264395-27272646	459
Adrb3	NM_013462	chr8:27264395-27272646	459
Ptprr	NM_001161839	chr10:116261083-116266813	462
Ptprb	NM_029928	chr10:116261083-116266813	462
Tulp4	NM_001103181	chr17:6102378-6113892	462
Serac1	NM_177311	chr17:6102378-6113892	462
Gtf2h5	NM_181392	chr17:6102378-6113892	462
Psors1c2	NM_020576	chr17:35543388-35549731	463
Pou5f1	NM_001252452	chr17:35543388-35549731	463
Tcf19	NM_025674	chr17:35543388-35549731	463
Cdsn	NM_001008424	chr17:35543388-35549731	463
Cchcr1	NM_146248	chr17:35543388-35549731	463
2300002M23Rik	NM_175148	chr17:35543388-35549731	463
Tmem43	NM_028766	chr6:91483444-91487220	464
Xpc	NM_009531	chr6:91483444-91487220	464
Lsm3	NM_026309	chr6:91483444-91487220	464
4930471M09Rik	NR_045980	chr6:91483444-91487220	464
1810044D09Rik	NR_038153	chr6:91483444-91487220	464
Chchd4	NM_133928	chr6:91483444-91487220	464
4931406P16Rik	NM_172741	chr7:34320123-34327855	467
Laptm4a	NM_008640	chr12:8893196-8897442	468
Scml4	NM_172938	chr10:42888346-42892551	469
Rusc2	NM_001037709	chr4:43399017-43402432	469
Tesk1	NM_011571	chr4:43399017-43402432	469
Fam166b	NM_177377	chr4:43399017-43402432	469
Lnpep	NM_172827	chr17:17592853-17609791	470
Bfsp2	NM_001002896	chr9:103430488-103432571	471
5830418P13Rik	NR_040466	chr9:103430488-103432571	471
Lrrc4b	NM_198250	chr7:44472236-44473470	472
Emc10	NM_197991	chr7:44472236-44473470	472
Aspdh	NM_026690	chr7:44472236-44473470	472
Josd2	NM_001205073	chr7:44472236-44473470	472
Fam71e1	NM_028169	chr7:44472236-44473470	472
Lamc1	NM_010683	chr1:153280556-153292516	473
1700019O17Rik	NM_027966	chr1:86470483-86472563	474
Pstpip2	NM_013831	chr18:77821831-77825498	474
Atp5a1	NM_007505	chr18:77821831-77825498	474
Sectm1b	NM_026907	chr11:121085882-121091196	476
Cd7	NM_009854	chr11:121085882-121091196	476
Tex19.2	NM_027622	chr11:121085882-121091196	476
Sectm1a	NM_145373	chr11:121085882-121091196	476
Mapkapk2	NM_008551	chr1:131051289-131063236,chr1:131078797-131086213	480,709
Il10	NM_010548	chr1:131051289-131063236	480
Larp4b	NM_172585	chr13:9121299-9134827	481
Tmem158	NM_001002267	chr9:123294672-123305281	482
Rhoq	NM_145491	chr17:86980994-86988918	485
Cript	NM_019936	chr17:86980994-86988918	485
Pigf	NM_008838	chr17:86980994-86988918	485
Atp6v1e2	NM_029121	chr17:86980994-86988918	485
Nav1	NM_173437	chr1:135590880-135594335	487
Rhob	NM_007483	chr12:8509690-8511276	488
Slc7a15	NM_001038660	chr12:8509690-8511276	488
Slc8a3	NM_001167920	chr12:81233045-81245327	488
Strip2	NM_177204	chr6:29935902-29941274	489
1700023L04Rik	NR_040264	chr6:29935902-29941274	489
Uqcc	NM_018888	chr2:155903323-155906148	490
Gdf5	NM_008109	chr2:155903323-155906148	490
2310022B05Rik	NM_175149	chr8:124658598-124669087	492
Fndc3b	NM_173182	chr3:27503414-27505888	493
Brwd1	NM_001103179	chr16:96088175-96092195	494
Hmgn1	NM_008251	chr16:96088175-96092195	494
Ablim1	NM_001103177	chr19:57155658-57163614	497
Sec14l1	NR_029459	chr11:117119878-117127843	501
2810008D09Rik	NR_027059	chr11:117119878-117127843	501
Igdcc4	NM_020043	chr9:65113514-65116306	501
Igdcc3	NM_008988	chr9:65113514-65116306	501
Abhd1	NR_003522	chr5:30993144-30995280	502
Cgref1	NM_001160149	chr5:30993144-30995280	502
Tcf23	NM_053085	chr5:30993144-30995280	502
Preb	NM_016703	chr5:30993144-30995280	502
Sorcs2	NM_030889	chr5:36301258-36313668	504
Pxn	NM_011223	chr5:115530541-115535797	504
Sirt4	NM_133760	chr5:115530541-115535797	504
Rplp0	NM_007475	chr5:115530541-115535797	504
Gcn1l1	NM_172719	chr5:115530541-115535797	504
4833417C18Rik	NR_045187	chr11:95805670-95809633	505
Phospho1	NM_153104	chr11:95805670-95809633	505
Gngt2	NM_023121	chr11:95805670-95809633	505
Abi3	NM_025659	chr11:95805670-95809633	505
Ccdc110	NM_001033246	chr8:45915031-45917821	505
Tnik	NM_001163008	chr3:28420279-28431749	509
Frmd4a	NM_172475	chr2:4531765-4542122	510
Grn	NM_008175	chr11:102433090-102442052	511
Fam171a2	NM_199200	chr11:102433090-102442052	511
Rundc3a	NM_016759	chr11:102433090-102442052	511
Slc25a39	NM_026542	chr11:102433090-102442052	511
Itga2b	NM_010575	chr11:102433090-102442052	511
Cdadc1	NM_001168537	chr14:59572027-59575637	511
Shisa2	NM_145463	chr14:59572027-59575637	511
Slain2	NM_153567	chr5:72895737-72905229	513
Tec	NM_001113464	chr5:72895737-72905229	513
Ldlrad4	NM_172631	chr18:68219335-68235308	515
Fem1a	NM_010192	chr17:56261240-56262904	516
Uhrf1	NM_010931	chr17:56261240-56262904,chr17:56345490-56357779	516,769
Dpp9	NM_172624	chr17:56261240-56262904	516
Ticam1	NM_174989	chr17:56261240-56262904	516
Mir7b	NR_029827	chr17:56261240-56262904	516
Arrdc5	NM_029799	chr17:56261240-56262904,chr17:56345490-56357779	516,769
Plin3	NM_025836	chr17:56261240-56262904	516
Cobl	NM_172496	chr11:12394273-12396532,chr11:12429098-12434922	518,616
Ephb2	NM_010142	chr4:136800189-136812833	518
Slc20a2	NM_011394	chr8:22489070-22492271	519
Smim19	NM_001012667	chr8:22489070-22492271	519
Chst13	NM_027928	chr6:90316370-90319281	520
Uroc1	NM_144940	chr6:90316370-90319281	520
Vmn1r54	NM_053224	chr6:90316370-90319281	520
BC048671	NM_177738	chr6:90316370-90319281	520
Alpk3	NM_054085	chr7:81063449-81074798	520
Slc28a1	NM_001004184	chr7:81063449-81074798	520
Jph1	NM_020604	chr1:17041293-17051870	522
Slc9a8	NM_178371	chr2:167376161-167384048	526
B4galt5	NM_019835	chr2:167376161-167384048	526
Ift81	NM_009879	chr5:122578866-122585954	528
Prkar1b	NM_001253890	chr5:139076311-139093833	528
Fam124b	NM_173425	chr1:80219596-80225095	531
Cdc42se2	NM_178626	chr11:54718769-54727418	531
A930024E05Rik	NR_045820	chr5:122997967-123009402	532
Kdm2b	NM_001003953	chr5:122997967-123009402	532
Morn3	NM_029112	chr5:122997967-123009402	532
Orai1	NM_175423	chr5:122997967-123009402	532
Slc29a1	NM_022880	chr17:45580908-45585579	537
Nfkbie	NM_008690	chr17:45580908-45585579	537
Gm7325	NM_001177468	chr17:45580908-45585579	537
Slc35b2	NM_028662	chr17:45580908-45585579	537
Tmem151b	NM_001013749	chr17:45580908-45585579	537
Hsp90ab1	NM_008302	chr17:45580908-45585579	537
Dag1	NM_001276494	chr9:108274604-108280378	538
Nicn1	NM_025449	chr9:108274604-108280378	538
Amt	NM_001013814	chr9:108274604-108280378	538
Rhoa	NM_016802	chr9:108274604-108280378	538
Tcta	NM_133986	chr9:108274604-108280378	538
Chst15	NM_029935	chr7:132247610-132260963	539
Hdac4	NM_207225	chr1:92116321-92127660	540
Rapgef1	NM_054050	chr2:29671428-29676159	543
Pstpip1	NM_011193	chr9:56094031-56098250,chr9:56132200-56152385	543,884
Asap2	NM_001098168	chr12:21144789-21156526	544
Mylk4	NM_001166030	chr13:32764510-32776854,chr13:32807656-32819601	567,545
Wrnip1	NM_030215	chr13:32807656-32819601,chr13:32764510-32776854	567,545
Serpinb1a	NM_025429	chr13:32807656-32819601	545
Ccdc162	NM_001177571	chr10:41606715-41608713	546
5730435O14Rik	NR_045341	chr10:41606715-41608713	546
Gm3086	NR_036607	chr12:69968351-69977745	546
Sav1	NM_022028	chr12:69968351-69977745	546
Tns3	NM_001083587	chr11:8579806-8584551	547
Trappc10	NM_001081055	chr10:78218967-78232645	548
D10Jhu81e	NM_138601	chr10:78218967-78232645	548
Pwp2	NM_029546	chr10:78218967-78232645	548
Ndrg3	NM_180956	chr2:156970363-156983075	549
Dsn1	NM_025853	chr2:156970363-156983075	549
Pitx2	NM_001042502	chr3:129161811-129166222	550
1110020A21Rik	NR_027929	chr17:84926340-84944884	551
Ppm1b	NM_001159497	chr17:84926340-84944884	551
Rbm20	NM_001170847	chr19:53711029-53712936,chr19:53861446-53869688	610,552
Pdcd4	NM_011050	chr19:53861446-53869688	552
Ier3	NM_133662	chr17:35813323-35816000	554
4833427F10Rik	NR_045459	chr17:35813323-35816000	554
Nrm	NM_134122	chr17:35813323-35816000	554
Mdc1	NM_001010833	chr17:35813323-35816000	554
Ppp1r18	NM_001146711	chr17:35813323-35816000	554
Flot1	NM_008027	chr17:35813323-35816000	554
Tubb5	NM_011655	chr17:35813323-35816000	554
Apod	NM_007470	chr16:31287833-31291155	555
Ppp1r2	NM_025800	chr16:31287833-31291155	555
Pnkd	NM_001039509	chr1:74294143-74295955,chr1:74312328-74321707	556,569
Tmbim1	NM_027154	chr1:74294143-74295955,chr1:74312328-74321707	556,569
Aamp	NM_001190444	chr1:74294143-74295955,chr1:74312328-74321707	556,569
Gpbar1	NM_174985	chr1:74294143-74295955,chr1:74312328-74321707	556,569
Lhx2	NM_010710	chr2:38395327-38403467	559
Arfgef2	NM_001085495	chr2:166875646-166888132	559
Cse1l	NM_023565	chr2:166875646-166888132	559
Ttc7b	NM_001033213	chr12:100528386-100533048	560
Chit1	NM_027979	chr1:134160439-134161675	562
Chi3l1	NM_007695	chr1:134160439-134161675	562
Mybph	NM_016749	chr1:134160439-134161675	562
Me3	NM_181407	chr7:89641416-89648110	563
Avil	NM_009635	chr10:126941064-126957381	564
Mir546	NR_030259	chr10:126941064-126957381	564
Ctdsp2	NM_001113470	chr10:126941064-126957381	564
Mir26a-2	NR_029803	chr10:126941064-126957381	564
Xrcc6bp1	NM_001159559	chr10:126941064-126957381	564
Tecr	NM_134118	chr8:83574764-83585124	564
Olfr370	NM_146270	chr8:83574764-83585124	564
Ndufb7	NM_025843	chr8:83574764-83585124	564
Dnajb1	NM_018808	chr8:83574764-83585124	564
Parp1	NM_007415	chr1:180600727-180607344	565
Lin9	NM_175186	chr1:180600727-180607344	565
Zfpm1	NM_009569	chr8:122229978-122238504	565
Gm5091	NR_046164	chr17:15195034-15214372	566
Gm216	NM_001033345	chr1:74312328-74321707	569
Atp6v0d1	NM_013477	chr8:105527119-105537437	569
Hsd11b2	NM_008289	chr8:105527119-105537437	569
Zdhhc1	NM_175160	chr8:105527119-105537437	569
Agrp	NM_007427	chr8:105527119-105537437	569
Pkdcc	NM_134117	chr17:83210677-83221474	570
Map3k4	NM_011948	chr17:12266431-12276223	571
4732491K20Rik	NR_045290	chr17:12266431-12276223	571
Col26a1	NM_024474	chr5:136775770-136784756	571
Mrps23	NM_024174	chr11:88231305-88234150	572
Bcor	NM_001168321	chrX:12105341-12112371	572
2900008C10Rik	NR_045434	chrX:12105341-12112371	572
Col13a1	NM_007731	chr10:61965223-61969159	573
Lingo3	NM_001013758	chr10:80836913-80849032	573
Oaz1-ps	NR_027656	chr10:80836913-80849032	573
Lsm7	NM_025349	chr10:80836913-80849032	573
Sppl2b	NM_175195	chr10:80836913-80849032	573
Tmprss9	NM_001081688	chr10:80836913-80849032	573
Mir1982	NR_035503	chr10:80836913-80849032	573
Jsrp1	NM_028001	chr10:80836913-80849032	573
Oaz1	NM_008753	chr10:80836913-80849032	573
Msi2	NM_054043	chr11:88394595-88405442,chr11:88704777-88710163	574,751
Mir378b	NR_039545	chr11:88394595-88405442	574
Dennd1a	NM_146122	chr2:38040998-38083735	574
Ankrd1	NM_013468	chr19:36167630-36179273	575
Hint1	NM_008248	chr11:54882774-54888217	578
Gpx3	NM_008161	chr11:54882774-54888217	578
Lyrm7	NM_029327	chr11:54882774-54888217	578
Plekhh1	NM_181073	chr12:79044695-79055497	579
Pigh	NM_029988	chr12:79044695-79055497	579
Lrrc4	NM_138682	chr6:28820273-28828806	580
Snd1	NM_019776	chr6:28820273-28828806	580
Csrp3	NM_001198841	chr7:48836956-48840779	580
E2f8	NM_001013368	chr7:48836956-48840779	580
Zdhhc13	NM_028031	chr7:48836956-48840779	580
Tln2	NM_001081242	chr9:67211351-67218368	581
Mir190	NR_029576	chr9:67211351-67218368	581
Myom1	NM_001083934	chr17:71027150-71039104	582
Myl12b	NM_023402	chr17:71027150-71039104	582
Myl12a	NM_026064	chr17:71027150-71039104	582
5430434I15Rik	NR_040541	chr3:38221553-38235200	582
Kcnb1	NM_008420	chr2:167109611-167124199	583
Snord12	NR_028540	chr2:167109611-167124199	583
1500012F01Rik	NM_001081005	chr2:167109611-167124199	583
Znfx1	NM_001033196	chr2:167109611-167124199	583
Sestd1	NM_175465	chr2:77308187-77317238	584
Tal2	NM_009317	chr4:53799148-53810711	585
Tmem38b	NM_028053	chr4:53832422-53843876,chr4:53799148-53810711	585,775
Rfx4	NM_001024918	chr10:84772725-84774993	586
2700046G09Rik	NR_033198	chr19:32326723-32341373	587
Rccd1	NM_173445	chr7:80318768-80320020	588
Prc1	NM_145150	chr7:80318768-80320020	588
Hddc3	NM_026812	chr7:80318768-80320020	588
Vps33b	NM_178070	chr7:80318768-80320020	588
Unc45a	NM_133952	chr7:80318768-80320020	588
Daam1	NM_026102	chr12:71971075-71980462	589
Trim72	NM_001079932	chr7:128016223-128023764	589
Fus	NM_139149	chr7:128016223-128023764	589
Itgam	NM_008401	chr7:128016223-128023764	589
Pycard	NM_023258	chr7:128016223-128023764	589
Hephl1	NM_001164797	chr9:15054115-15058112	590
Panx1	NM_019482	chr9:15054115-15058112	590
Itga9	NM_001113514	chr9:118717551-118725444	591
Ptpn2	NM_001127177	chr18:67745987-67755046	593
Cep192	NM_027556	chr18:67745987-67755046	593
Seh1l	NM_001039088	chr18:67745987-67755046	593
4930549G23Rik	NR_045376	chr18:67745987-67755046	593
Mir1954	NR_035479	chr2:113174852-113186608	595
Endov	NM_001164636	chr11:119496173-119503819	598
Nptx1	NM_008730	chr11:119496173-119503819	598
Gm11762	NR_045099	chr11:119496173-119503819	598
Clasp1	NM_029709	chr1:118479347-118483851	599
2900060B14Rik	NR_027901	chr1:118479347-118483851	599
Ppp1r37	NM_199149	chr7:19540882-19552754	601
Zfp296	NM_022409	chr7:19540882-19552754	601
Trappc6a	NM_025960	chr7:19540882-19552754	601
Nkpd1	NM_027116	chr7:19540882-19552754	601
Bloc1s3	NM_177692	chr7:19540882-19552754	601
Gemin7	NM_027189	chr7:19540882-19552754	601
Itsn1	NM_001110275	chr16:91841335-91848065	602
Phka2	NM_001177878	chrX:160598755-160604519	603
Slc6a9	NM_008135	chr4:117830129-117839515	605
B4galt2	NM_017377	chr4:117830129-117839515	605
Ccdc24	NM_001034876	chr4:117830129-117839515	605
Atp6v0b	NM_033617	chr4:117830129-117839515	605
Pou2af1	NM_011136	chr9:51239065-51242335	605
Gm684	NM_001195681	chr9:51239065-51242335	605
Manba	NM_027288	chr3:135516955-135522251	609
5430421F17Rik	NR_040352	chr8:25274403-25275089	612
Nlrc3	NM_001081280	chr16:3956537-3959560	613
Cluap1	NM_029738	chr16:3956537-3959560	613
1700037C18Rik	NM_028484	chr16:3956537-3959560	613
Slx4	NM_177472	chr16:3956537-3959560	613
Lztfl1	NM_033322	chr9:123754440-123763170	614
Srgap2	NM_001081011	chr1:131344632-131359815	616
Pmepa1	NM_022995	chr2:173286207-173290200	617
Nuak2	NM_028778	chr1:132263876-132268237	618
Klhdc8a	NM_144810	chr1:132263876-132268237	618
Trmt12	NM_026642	chr15:58870059-58876436	618
Rnf139	NM_175226	chr15:58870059-58876436	618
Tmem65	NM_175212	chr15:58870059-58876436	618
Tmem246	NM_025944	chr4:49584395-49587190	619
Rnf20	NM_182999	chr4:49584395-49587190	619
Aldob	NM_144903	chr4:49584395-49587190	619
A4galt	NM_001004150	chr15:83265384-83273325	621
Cd180	NM_008533	chr13:102669996-102674409	622
Adamtsl2	NM_029981	chr2:27096099-27112855	622
Fam163b	NM_175427	chr2:27096099-27112855	622
Tmem8c	NM_001159602	chr2:27096099-27112855	622
Gm13399	NR_040524	chr2:27096099-27112855	622
Pde7a	NM_008802	chr3:19261107-19268361	623
Mog	NM_010814	chr17:37018355-37039611	626
H2-M5	NM_001115075	chr17:37018355-37039611	626
Zfp57	NM_001168501	chr17:37018355-37039611	626
2410137M14Rik	NM_029747	chr17:37018355-37039611	626
Olfr90	NM_146477	chr17:37018355-37039611	626
Gabbr1	NM_019439	chr17:37018355-37039611	626
Gramd1b	NM_172768	chr9:40458654-40469746	635
Etv6	NM_007961	chr6:134040352-134050611	640
Rell1	NM_145923	chr5:63949189-63957892	642
Ncoa2	NM_008678	chr1:13224925-13240732	643
Snap47	NM_144521	chr11:59412121-59422293	649
Jmjd4	NM_001205068	chr11:59412121-59422293	649
Prss38	NM_001045521	chr11:59412121-59422293	649
Gtf2i	NM_001080747	chr5:134249184-134252148	650
Ncf1	NM_010876	chr5:134249184-134252148	650
Foxn3	NM_183186	chr12:99341812-99354056	651
Cmip	NM_001163262	chr8:117302175-117314839	654
Enah	NM_008680	chr1:182052466-182055480	655
Dennd3	NM_001081066	chr15:73466732-73470373	656
Ptk2	NM_001130409	chr15:73466732-73470373	656
Kif13a	NM_010617	chr13:46858277-46873036	657
Capzb	NM_001271405	chr4:139271645-139280822	658
Pqlc2	NM_145384	chr4:139271645-139280822	658
Akr7a5	NM_025337	chr4:139271645-139280822	658
Jam2	NM_023844	chr16:84783441-84791084	661
Mrpl39	NM_017404	chr16:84783441-84791084	661
Atp5j	NM_016755	chr16:84783441-84791084	661
Gabpa	NM_008065	chr16:84783441-84791084	661
Akap11	NM_001164503	chr14:78539876-78549040	664
Kif5b	NM_008448	chr18:6280671-6281902	666
Cers6	NM_172856	chr2:68871136-68874335	670
Slc8a1	NM_001112798	chr17:81416824-81424880	671
H2afy2	NM_207000	chr10:61747404-61759755	673
Aifm2	NM_153779	chr10:61747404-61759755	673
Mir5108	NR_039568	chr10:61747404-61759755	673
Dusp16	NM_130447	chr6:134753965-134774203	674
Fubp3	NM_001033389	chr2:31526729-31539033	676
Anapc7	NM_019805	chr5:122439449-122448141	681
Arpc3	NM_019824	chr5:122439449-122448141	681
Upp2	NM_029692	chr2:58708857-58711867	684
Acap2	NM_030138	chr16:31198434-31210341	687
Zfp787	NM_001013012	chr7:6152154-6159906	689
Zfp444	NM_001146024	chr7:6152154-6159906	689
Galp	NM_178028	chr7:6152154-6159906	689
Myo9b	NM_001142323	chr8:71303572-71313000	692
Haus8	NM_029621	chr8:71303572-71313000	692
Ngef	NM_001111314	chr1:87486589-87492485	693
3110079O15Rik	NM_028473	chr1:87486589-87492485	693
Sgsm2	NM_197943	chr11:74867290-74871176	694
Snord91a	NR_028562	chr11:74867290-74871176	694
Mnt	NM_010813	chr11:74867290-74871176	694
Tsr1	NM_177325	chr11:74867290-74871176	694
Tlk2	NM_011903	chr11:105282589-105289962	695
Mrc2	NM_008626	chr11:105282589-105289962	695
Ppp1r14c	NM_133485	chr10:3414926-3422634	697
Filip1l	NM_001040397	chr16:57349192-57369859	699
Cmss1	NM_025599	chr16:57349192-57369859	699
Smim20	NM_001145433	chr5:53262122-53274235	700
Sel1l3	NM_172710	chr5:53262122-53274235	700
Sh3pxd2b	NM_177364	chr11:32316253-32320978	701
Hbq1b	NM_001033981	chr11:32316253-32320978	701
Hbq1a	NM_175000	chr11:32316253-32320978	701
Hba-x	NM_010405	chr11:32316253-32320978	701
Hba-a1	NM_008218	chr11:32316253-32320978	701
Hba-a2	NM_001083955	chr11:32316253-32320978	701
Nprl3	NM_181569	chr11:32316253-32320978	701
Hn1	NM_008258	chr11:115510318-115517351	702
Sumo2	NM_133354	chr11:115510318-115517351	702
Nt5c	NM_015807	chr11:115510318-115517351	702
Slc16a5	NM_001080934	chr11:115510318-115517351	702
Nup85	NM_001002929	chr11:115510318-115517351	702
Armc7	NM_177778	chr11:115510318-115517351	702
Cnst	NM_146105	chr1:179586528-179592411	705
Tfb2m	NM_008249	chr1:179586528-179592411	705
Pdlim7	NM_001114088	chr13:55484685-55502698	706
Dbn1	NM_019813	chr13:55484685-55502698	706
Ddx41	NM_134059	chr13:55484685-55502698	706
Grk6	NM_001038018	chr13:55484685-55502698	706
Dok3	NM_013739	chr13:55484685-55502698	706
Prr7	NM_001030296	chr13:55484685-55502698	706
Pde2a	NM_001243757	chr7:101460288-101465260	710
Mir139	NR_029791	chr7:101460288-101465260	710
Zc2hc1a	NM_173181	chr3:7453364-7462405	713
Exoc7	NM_016857	chr11:116285835-116296599	717
Galr2	NM_010254	chr11:116285835-116296599	717
Srp68	NM_146032	chr11:116285835-116296599	717
Foxj1	NM_008240	chr11:116285835-116296599	717
Evpl	NM_025276	chr11:116285835-116296599	717
Igfn1	NM_177642	chr1:135989978-136000112	720
Tmem9	NM_025439	chr1:135989978-136000112	720
Srgap1	NM_001242411	chr10:122017077-122030081	721
Gm9079	NR_004052	chr10:122017077-122030081	721
Zfp930	NM_001013379	chr8:69176430-69184446	726
Racgap1	NM_012025	chr15:99644865-99648585	728
Asic1	NM_009597	chr15:99644865-99648585	728
Aqp6	NM_175087	chr15:99644865-99648585	728
1110038F14Rik	NM_054099	chr15:76976725-76980065	733
Mb	NM_001164048	chr15:76976725-76980065	733
Myo18a	NM_011586	chr11:77827359-77848416	734
Pipox	NM_008952	chr11:77827359-77848416	734
Arhgap28	NM_172964	chr17:67904381-67908835	735
Ccdc6	NM_001111121	chr10:70057180-70060948	739
Klhl41	NM_001081087	chr2:69673836-69682157	740
Bbs5	NM_028284	chr2:69673836-69682157	740
Fastkd1	NM_177244	chr2:69673836-69682157	740
Ppig	NM_001081086	chr2:69673836-69682157	740
Slc24a6	NM_001177595	chr5:120514092-120515151	742
Sds	NM_145565	chr5:120514092-120515151	742
Sdsl	NM_133902	chr5:120514092-120515151	742
Plbd2	NM_023625	chr5:120514092-120515151	742
Irgc1	NM_199013	chr7:24429501-24438255	744
Cadm4	NM_153112	chr7:24429501-24438255	744
Smg9	NM_028047	chr7:24429501-24438255	744
Plaur	NM_011113	chr7:24429501-24438255	744
Dclk1	NM_019978	chr3:55270497-55278065	749
C030037D09Rik	NR_038058	chr11:88704777-88710163	751
Dand5	NM_201227	chr8:84809196-84815812	752
Nfix	NM_001081981	chr8:84809196-84815812	752
Gadd45gip1	NM_183358	chr8:84809196-84815812	752
Calr	NM_007591	chr8:84809196-84815812	752
Farsa	NM_025648	chr8:84809196-84815812	752
Rad23a	NM_009010	chr8:84809196-84815812	752
Itgb5	NM_001145884	chr16:33937560-33941717	754
Umps	NM_009471	chr16:33937560-33941717	754
Sort1	NM_001271599	chr3:108310877-108323163	755
Mybphl	NM_026831	chr3:108310877-108323163	755
5430417L22Rik	NR_030716	chr2:118740428-118750917	756
Phgr1	NM_001145644	chr2:118740428-118750917	756
Disp2	NM_170593	chr2:118740428-118750917	756
A430105I19Rik	NM_001001982	chr2:118740428-118750917	756
Plcb2	NM_177568	chr2:118740428-118750917	756
Ankrd63	NM_001081971	chr2:118740428-118750917	756
Map2k3	NM_008928	chr11:60975190-60978888	757
Kcnj12	NM_001267593	chr11:60975190-60978888	757
Gm16516	NR_027800	chr11:60975190-60978888	757
Trim55	NM_001081281	chr3:19660369-19663640	758
Crh	NM_205769	chr3:19660369-19663640	758
Flnc	NM_001081185	chr6:29435963-29439553	759
Gm9047	NM_001145360	chr6:29435963-29439553	759
Ccdc136	NM_001201378	chr6:29435963-29439553	759
Atp6v1f	NM_025381	chr6:29435963-29439553	759
Fam20c	NM_030565	chr5:138768796-138779020	760
Gm5294	NM_001195128	chr5:138768796-138779020	760
Tmem123	NM_133739	chr9:7784612-7790024	761
Birc2	NM_007465	chr9:7784612-7790024	761
Safb	NM_001163300	chr17:56592666-56594235	764
Rpl36	NM_018730	chr17:56592666-56594235	764
Lonp1	NM_028782	chr17:56592666-56594235	764
Safb2	NM_001029979	chr17:56592666-56594235	764
2410015M20Rik	NM_153152	chr17:56592666-56594235	764
Catsperd	NM_175350	chr17:56592666-56594235	764
Gatsl2	NM_030719	chr5:134119638-134124067	765
Fbxw7	NM_001177774	chr3:84925324-84930952	766
Dear1	NM_001040461	chr3:84925324-84930952	766
Kdm4b	NM_172132	chr17:56345490-56357779	769
Card10	NM_130859	chr15:78790580-78796824	771
Cdc42ep1	NM_027219	chr15:78790580-78796824	771
Mfng	NM_008595	chr15:78790580-78796824	771
Adck3	NM_023341	chr1:180200933-180210348	772
Psen2	NM_001128605	chr1:180200933-180210348	772
Tmcc3	NM_172051	chr10:94563113-94568188	776
Alpk2	NM_001037294	chr18:65329295-65348974	777
Mir1946b	NR_035496	chr3:96132612-96140847	778
Otud7b	NM_001025614	chr3:96132612-96140847	778
Mtmr11	NM_181409	chr3:96132612-96140847	778
Sv2a	NM_022030	chr3:96132612-96140847	778
Sf3b4	NM_153053	chr3:96132612-96140847	778
Tmem252	NM_183160	chr19:24638097-24641297	783
Rtfdc1	NM_025542	chr2:172450730-172463116	787
Gcnt7	NM_001039560	chr2:172450730-172463116	787
Fam209	NM_029608	chr2:172450730-172463116	787
Ms4a15	NM_001034898	chr19:10952741-10959733	788
Ms4a10	NM_023529	chr19:10952741-10959733	788
Ccdc86	NM_023731	chr19:10952741-10959733	788
Vps37b	NM_177876	chr5:124043554-124049932	789
Abcb9	NM_019875	chr5:124043554-124049932	789
Limd1	NM_013860	chr9:123483631-123489944	792
Sacm1l	NM_030692	chr9:123483631-123489944	792
Rad51b	NM_009014	chr12:79757862-79759705	794
Ulk1	NM_009469	chr5:110797809-110802522	797
Chek2	NM_016681	chr5:110797809-110802522	797
Hscb	NM_153571	chr5:110797809-110802522	797
Pus1	NM_019700	chr5:110797809-110802522	797
Ep400	NM_173066	chr5:110797809-110802522	797
Tenm3	NM_001145937	chr8:48293921-48295905	802
Cpt1a	NM_013495	chr19:3333129-3344922	803
Mtl5	NM_001039657	chr19:3333129-3344922	803
9930013L23Rik	NM_030728	chr7:83979050-83986005	804
Wasf2	NM_153423	chr4:133166046-133176644	806
Cd164l2	NM_027152	chr4:133166046-133176644	806
Gpr3	NM_008154	chr4:133166046-133176644	806
1190002F15Rik	NR_037956	chr6:134944140-134954331	808
Cdkn1b	NM_009875	chr6:134944140-134954331	808
Apold1	NM_001109914	chr6:134944140-134954331	808
Gpr19	NM_001167695	chr6:134944140-134954331	808
2810454H06Rik	NR_029441	chr6:134944140-134954331	808
Dnalc1	NM_028821	chr12:84118375-84127190	813
Acot5	NM_145444	chr12:84118375-84127190	813
Acot6	NM_172580	chr12:84118375-84127190	813
Pnma1	NM_027438	chr12:84118375-84127190	813
Ubap2	NM_026872	chr4:41255988-41258026	816
