CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr8	121872090	121902040	13_Myog_60hr_MT_peak_39299_lociStitched, 2_MyoD_2d_MT_peak_14607_lociStitched	Slc7a5	BC048644,Banp,Klhdc4,Car5a	Slc7a5	150, 485
chr12	8431913	8457397	8_MyoD_2d_MT_peak_3264_lociStitched, 14_Myog_60hr_MT_peak_8553_lociStitched		Rhob	Rhob	153, 173
chr6	89308303	89350756	15_Myog_60hr_MT_peak_33254_lociStitched, 8_MyoD_2d_MT_peak_12624_lociStitched	Plxna1		Plxna1	153, 189
chr9	75422388	75436244	7_Myog_60hr_MT_peak_41048_lociStitched		4933433G15Rik,Mapk6,Leo1	Leo1	156
chr13	99058599	99071706	5_Myog_60hr_MT_peak_11602_lociStitched, 3_MyoD_2d_MT_peak_4544_lociStitched		2310020H05Rik	2310020H05Rik	157, 334
chr2	35889908	35911027	2_MyoD_2d_MT_peak_8595_lociStitched, 4_Myog_60hr_MT_peak_22654_lociStitched	Ttll11		Ttll11	158, 504
chr5	36067339	36085863	6_Myog_60hr_MT_peak_30279_lociStitched	Sorcs2		Psapl1	158
chr2	32162277	32174724	14_Myog_60hr_MT_peak_22451_lociStitched, 4_MyoD_2d_MT_peak_8535_lociStitched	Prrc2b		Prrc2b	159, 167
chr4	45423811	45473495	16_Myog_60hr_MT_peak_27324_lociStitched, 4_MyoD_2d_MT_peak_10535_lociStitched	Shb	Slc25a51	Slc25a51	160, 300
chr4	45423811	45473495	16_Myog_60hr_MT_peak_27324_lociStitched, 4_MyoD_2d_MT_peak_10535_lociStitched	Shb	Slc25a51	Slc25a51	160, 300
chr5	64196192	64207153	2_Pbx1mt_peak_13194_lociStitched, 3_Myog_60hr_MT_peak_30524_lociStitched	Tbc1d1		Tbc1d1	162, 658
chr5	93106079	93137512	6_Myog_60hr_MT_peak_30787_lociStitched, 2_MyoD_2d_MT_peak_11719_lociStitched	Sept11		Sept11	162, 324
chr15	58192237	58220064	6_Myog_60hr_MT_peak_13959_lociStitched	Fbxo32		Fbxo32	165
chr10	59792837	59825797	10_Myog_60hr_MT_peak_3510_lociStitched	Micu1		Dnajb12	167
chr10	59792837	59825797	10_Myog_60hr_MT_peak_3510_lociStitched	Micu1		Dnajb12	167
chr10	69185906	69188142	3_Pbx1mt_peak_2098_lociStitched, 2_MyoD_2d_MT_peak_1661_lociStitched		Rhobtb1	Rhobtb1	167, 528
chr11	54059451	54075686	5_Myog_60hr_MT_peak_5775_lociStitched	Pdlim4	Slc22a4,P4ha2	Pdlim4	168
chr2	130488574	130497224	3_Pbx1mt_peak_9554_lociStitched, 3_Myog_60hr_MT_peak_23870_lociStitched	Ptpra	Ptpra	Ptpra	168, 529
chr1	172132332	172140449	3_MyoD_2d_MT_peak_1020_lociStitched, 2_Myog_60hr_MT_peak_2304_lociStitched	Pex19	Copa,Ncstn,Dcaf8	Pex19	170, 610
chr6	82854348	82887132	10_Myog_60hr_MT_peak_33030_lociStitched	2310069B03Rik		2310069B03Rik	170
chr17	31912448	31942012	12_Myog_60hr_MT_peak_17980_lociStitched			Sik1	172
chr2	77020234	77051950	7_Pbx1mt_peak_9156_lociStitched	Ccdc141	Ttn	Ttn	172
chr2	77020234	77051950	7_Pbx1mt_peak_9156_lociStitched	Ccdc141	Ttn	Ttn	172
chr3	65469347	65482968	4_Pbx1mt_peak_10311_lociStitched, 4_Myog_60hr_MT_peak_25578_lociStitched		Tiparp,4931440P22Rik	Tiparp	173, 936
chr8	11372165	11387507	5_Myog_60hr_MT_peak_37368_lociStitched, 3_MyoD_2d_MT_peak_13896_lociStitched	Col4a2		Col4a2	175, 78
chr13	55156211	55174781	4_Myog_60hr_MT_peak_11056_lociStitched, 4_MyoD_2d_MT_peak_4306_lociStitched	Fgfr4	Nsd1	Fgfr4	176, 127
chr10	41538539	41555332	4_Pbx1mt_peak_1875_lociStitched, 6_Myog_60hr_MT_peak_3321_lociStitched	Ccdc162	Smpd2,Ppil6,Cd164,5730435O14Rik	5730435O14Rik	177, 592
chr10	61275569	61294588	3_Myog_60hr_MT_peak_3607_lociStitched, 3_MyoD_2d_MT_peak_1601_lociStitched		Adamts14,Prf1	Adamts14	177, 93
chr4	8927291	8954739	8_Myog_60hr_MT_peak_26963_lociStitched, 5_MyoD_2d_MT_peak_10412_lociStitched			Chd7	178, 142
chr4	8927291	8954739	8_Myog_60hr_MT_peak_26963_lociStitched, 5_MyoD_2d_MT_peak_10412_lociStitched			Chd7	178, 142
chr4	155162515	155178718	7_MyoD_2d_MT_peak_11278_lociStitched	Ski		Ski	178
chr15	25625539	25646170	11_Myog_60hr_MT_peak_13439_lociStitched, 3_MyoD_2d_MT_peak_5392_lociStitched	Myo10		Myo10	181, 163
chr5	125040259	125082026	13_Myog_60hr_MT_peak_31572_lociStitched	Ncor2	Fam101a	Fam101a	182
chr11	43919437	43933830	3_MyoD_2d_MT_peak_2319_lociStitched, 4_Myog_60hr_MT_peak_5546_lociStitched			Adra1b	184, 417
chr2	26480227	26557050	18_Myog_60hr_MT_peak_22056_lociStitched	Notch1	Sec16a,Agpat2,Egfl7,Mir126	Notch1	185
chr8	82846581	82960471	38_Pbx1mt_peak_16707_lociStitched	Rnf150		Rnf150	185
chr18	60595320	60619863	6_Myog_60hr_MT_peak_19833_lociStitched, 4_MyoD_2d_MT_peak_7638_lociStitched	Synpo	Myoz3,Rbm22,G630071F17Rik	Synpo	186, 124
chr11	77783239	77814317	12_Myog_60hr_MT_peak_6560_lociStitched	Myo18a		Myo18a	187
chr7	132697492	132773699	30_Myog_60hr_MT_peak_36848_lociStitched	Fam53b,Lhpp		Fam53b	188
chr10	93792831	93801275	4_Myog_60hr_MT_peak_4540_lociStitched, 3_MyoD_2d_MT_peak_1901_lociStitched		Usp44	Usp44	189, 477
chr10	51975223	51982816	3_Pbx1mt_peak_1942_lociStitched		Vgll2	Vgll2	190
chr4	134579361	134645834	18_Myog_60hr_MT_peak_28843_lociStitched	Man1c1	Mtfr1l,Sepn1	Sepn1	190
chr15	83469373	83474477	5_Myog_60hr_MT_peak_14893_lociStitched, 3_MyoD_2d_MT_peak_5874_lociStitched		Pacsin2,Ttll1	Pacsin2	192, 161
chr2	135734035	135738765	2_Pbx1mt_peak_9603_lociStitched, 3_Myog_60hr_MT_peak_23965_lociStitched		Plcb4	Plcb4	194, 567
chr9	35333455	35350447	5_Myog_60hr_MT_peak_40114_lociStitched, 3_Pbx1mt_peak_18264_lociStitched			4933422A05Rik	194, 58
chr15	78832735	78836609	6_Myog_60hr_MT_peak_14576_lociStitched, 2_MyoD_2d_MT_peak_5803_lociStitched		Cdc42ep1,Gga1,Card10,Lgals2	Cdc42ep1	198, 476
chr5	4234506	4246787	4_Pbx1mt_peak_12488_lociStitched		Gm9897	Gm9897	198
chr8	15049593	15073174	5_Myog_60hr_MT_peak_37518_lociStitched, 3_MyoD_2d_MT_peak_13941_lociStitched	Myom2	Kbtbd11,BB014433	Myom2	199, 154
chr9	102715087	102736389	9_Myog_60hr_MT_peak_41362_lociStitched	Amotl2	Gm5627	Amotl2	200
chr12	100977626	101008535	17_Myog_60hr_MT_peak_9697_lociStitched, 11_MyoD_2d_MT_peak_3769_lociStitched	Ccdc88c	Mir1190	Mir1190	202, 147
chr12	100977626	101008535	17_Myog_60hr_MT_peak_9697_lociStitched, 11_MyoD_2d_MT_peak_3769_lociStitched	Ccdc88c	Mir1190	Mir1190	202, 147
chr19	5013311	5021722	3_Myog_60hr_MT_peak_20491_lociStitched, 3_MyoD_2d_MT_peak_7880_lociStitched		Npas4,Slc29a2,Rin1,B3gnt1,Brms1,Cd248	Slc29a2	204, 56
chr2	132203893	132222089	3_Myog_60hr_MT_peak_23933_lociStitched, 3_MyoD_2d_MT_peak_9182_lociStitched		Cds2,Tmem230,Pcna	Tmem230	205, 92
chr7	118908940	118931859	5_MyoD_2d_MT_peak_13663_lociStitched, 6_Myog_60hr_MT_peak_36495_lociStitched	Iqck		Knop1	206, 468
chr13	94166679	94190708	8_Myog_60hr_MT_peak_11491_lociStitched, 3_MyoD_2d_MT_peak_4489_lociStitched	Lhfpl2		Scamp1	207, 99
chr12	73197467	73210794	6_Myog_60hr_MT_peak_9096_lociStitched, 4_Pbx1mt_peak_2883_lociStitched	Mnat1		Mnat1	208, 152
chr18	16730265	16745396	3_Pbx1mt_peak_7742_lociStitched	Cdh2		Cdh2	208
chr16	30172873	30188989	8_Myog_60hr_MT_peak_16203_lociStitched, 3_MyoD_2d_MT_peak_6276_lociStitched			Cpn2	210, 132
chr10	14017950	14049502	7_Myog_60hr_MT_peak_3001_lociStitched, 3_MyoD_2d_MT_peak_1312_lociStitched	Hivep2		Hivep2	213, 187
chr10	14017950	14049502	7_Myog_60hr_MT_peak_3001_lociStitched, 3_MyoD_2d_MT_peak_1312_lociStitched	Hivep2		Hivep2	213, 187
chr8	45527405	45529996	4_Pbx1mt_peak_15635_lociStitched	Sorbs2		Sorbs2	213
chr19	47379192	47459544	18_Myog_60hr_MT_peak_21469_lociStitched	Sh3pxd2a	Sh3pxd2a	Sh3pxd2a	214
chr19	47379192	47459544	18_Myog_60hr_MT_peak_21469_lociStitched	Sh3pxd2a	Sh3pxd2a	Sh3pxd2a	214
chr8	126873444	126887265	3_Pbx1mt_peak_18038_lociStitched, 4_MyoD_2d_MT_peak_14702_lociStitched			Tomm20	214, 356
chr8	119420396	119440376	5_MyoD_2d_MT_peak_14560_lociStitched, 11_Myog_60hr_MT_peak_39101_lociStitched	Osgin1	Necab2,Mlycd	Osgin1	215, 464
chr5	53933723	53952995	7_Myog_60hr_MT_peak_30490_lociStitched		Stim2	Stim2	216
chr17	47511175	47523514	7_Myog_60hr_MT_peak_18374_lociStitched, 3_MyoD_2d_MT_peak_7053_lociStitched	Ccnd3	Taf8	Ccnd3	217, 166
chr10	60191744	60209567	7_Myog_60hr_MT_peak_3544_lociStitched, 3_MyoD_2d_MT_peak_1582_lociStitched	Chst3		Chst3	218, 376
chr6	100157456	100191109	7_MyoD_2d_MT_peak_12726_lociStitched, 10_Myog_60hr_MT_peak_33514_lociStitched			Rybp	218, 541
chr10	12804804	12824016	3_Pbx1mt_peak_1559_lociStitched, 4_MyoD_2d_MT_peak_1299_lociStitched	Utrn		Utrn	221, 329
chr10	15391954	15406510	4_Pbx1mt_peak_1595_lociStitched			Nmbr	222
chr13	110541350	110545822	4_Pbx1mt_peak_4359_lociStitched			Plk2	223
chr7	112454131	112491102	7_Myog_60hr_MT_peak_36382_lociStitched, 3_MyoD_2d_MT_peak_13621_lociStitched	Parva		Parva	224, 469
chr10	59885459	59919827	11_Myog_60hr_MT_peak_3520_lociStitched, 4_MyoD_2d_MT_peak_1575_lociStitched	Dnajb12	Ddit4	Dnajb12	225, 254
chr14	34440695	34465717	6_Pbx1mt_peak_4622_lociStitched	Bmpr1a		Bmpr1a	226
chr1	92766643	92814639	10_Myog_60hr_MT_peak_1270_lociStitched, 5_MyoD_2d_MT_peak_561_lociStitched		Gpc1,Mir149	Gpc1	227, 80
chr2	91291163	91299790	5_Myog_60hr_MT_peak_23229_lociStitched, 3_MyoD_2d_MT_peak_8846_lociStitched	1110051M20Rik	Pacsin3,Arfgap2	Arfgap2	229, 400
chr2	31923725	31968808	16_Myog_60hr_MT_peak_22398_lociStitched	Aif1l,Lamc3	Nup214	Aif1l	232
chr15	103359209	103372066	2_Pbx1mt_peak_6445_lociStitched	Itga5	Gpr84,Zfp385a	Itga5	233
chr12	91055528	91070961	3_Pbx1mt_peak_3120_lociStitched, 2_MyoD_2d_MT_peak_3716_lociStitched	5430427M07Rik,Cep128	Mir669c	5430427M07Rik	234, 583
chr16	24200240	24218596	10_Myog_60hr_MT_peak_16133_lociStitched, 3_MyoD_2d_MT_peak_6213_lociStitched			Lpp	235, 441
chr11	100372810	100408913	7_Myog_60hr_MT_peak_7347_lociStitched	Leprel4,Jup	Nt5c3b,Klhl10,Gast,Fkbp10,Hap1	Jup	236
chr6	54248759	54264749	5_MyoD_2d_MT_peak_12442_lociStitched	Chn2	Chn2	Chn2	236
chr2	155265556	155294171	7_Myog_60hr_MT_peak_24220_lociStitched, 3_MyoD_2d_MT_peak_9291_lociStitched	Pigu,Map1lc3a	Dynlrb1,Map1lc3a	Map1lc3a	237, 375
chr1	135763528	135779472	5_MyoD_2d_MT_peak_773_lociStitched	Phlda3	Csrp1,Lad1,Tnni1	Phlda3	238
chr13	63245355	63253440	3_Myog_60hr_MT_peak_11238_lociStitched	2010111I01Rik	Mir27b,Mir23b,Mir3074-1,Gm16907,Mir24-1	Gm16907	238
chr6	145855812	145872319	3_Myog_60hr_MT_peak_34231_lociStitched	Bhlhe41	Bhlhe41,Rassf8	Bhlhe41	239
chr9	63642286	63665671	7_MyoD_2d_MT_peak_15180_lociStitched, 8_Myog_60hr_MT_peak_40731_lociStitched	Smad3	Iqch,Aagab	Aagab	241, 646
chr13	112754957	112778719	5_Myog_60hr_MT_peak_11833_lociStitched, 2_Pbx1mt_peak_4398_lociStitched		Ppap2a	Ppap2a	242, 212
chr1	92699030	92704307	6_Myog_60hr_MT_peak_1260_lociStitched, 2_Pbx1mt_peak_717_lociStitched			Otos	243, 347
chr13	51880081	51902643	7_Myog_60hr_MT_peak_10933_lociStitched		Gadd45g	Gadd45g	244
chr19	46517722	46524112	6_Myog_60hr_MT_peak_21386_lociStitched, 3_MyoD_2d_MT_peak_8171_lociStitched		Sfxn2,Arl3,Trim8	Trim8	246, 289
chr15	25448984	25460160	2_Pbx1mt_peak_5299_lociStitched	Gm5468	Basp1	Gm5468	247
chr19	47885359	47902647	8_Myog_60hr_MT_peak_21490_lociStitched, 3_MyoD_2d_MT_peak_8203_lociStitched	Gsto2,Itprip	Wdr96,Gsto1,Ccdc147	Itprip	247, 251
chr4	123798084	123815477	3_MyoD_2d_MT_peak_10962_lociStitched, 5_Myog_60hr_MT_peak_28440_lociStitched	Rhbdl2	Akirin1	Rhbdl2	250, 589
chr1	39746441	39754979	6_Myog_60hr_MT_peak_322_lociStitched, 4_MyoD_2d_MT_peak_124_lociStitched		Rfx8	Rfx8	252, 549
chr11	88484266	88528855	11_Myog_60hr_MT_peak_6885_lociStitched	Msi2		Mir378b	253
chr9	121293143	121346983	9_Myog_60hr_MT_peak_41828_lociStitched, 9_MyoD_2d_MT_peak_15646_lociStitched		Ulk4,Trak1	Ulk4	254, 69
chr12	80366269	80380583	5_Myog_60hr_MT_peak_9281_lociStitched	Dcaf5	Mir1843,Scarna3b	Mir1843	256
chr4	95659241	95681034	6_Pbx1mt_peak_11673_lociStitched	Fggy		Fggy	256
chr4	89024143	89039300	4_Pbx1mt_peak_11629_lociStitched		Gm12603	Gm12603	261
chr7	110732226	110754295	5_MyoD_2d_MT_peak_13591_lociStitched, 8_Myog_60hr_MT_peak_36294_lociStitched		Ampd3	Ampd3	261, 537
chr17	70791629	70798102	4_Pbx1mt_peak_7463_lociStitched	Dlgap1	Tgif1	Tgif1	262
chr4	109430907	109440166	6_Myog_60hr_MT_peak_28127_lociStitched, 2_MyoD_2d_MT_peak_10863_lociStitched	Ttc39a	Rnf11	Ttc39a	262, 404
chr7	16002252	16052950	11_Myog_60hr_MT_peak_34434_lociStitched		Zfp541,Napa,Ehd2,Gltscr1	Gltscr1	263
chr6	90686079	90711823	19_Myog_60hr_MT_peak_33314_lociStitched, 3_MyoD_2d_MT_peak_12641_lociStitched	Iqsec1		Iqsec1	264, 508
chr8	110695406	110732100	11_Myog_60hr_MT_peak_38925_lociStitched	Mtss1l,Vac14		Mtss1l	265
chr15	77784150	77820389	4_MyoD_2d_MT_peak_5784_lociStitched, 18_Myog_60hr_MT_peak_14488_lociStitched	Myh9	Apol8	Myh9	266, 7
chr9	57598115	57637993	11_Myog_60hr_MT_peak_40503_lociStitched	Cplx3,Csk,Lman1l	Mpi,Cyp1a2,Cyp1a1,Ulk3,Scamp2	Lman1l	266
chr4	46042579	46095787	16_Myog_60hr_MT_peak_27376_lociStitched, 4_MyoD_2d_MT_peak_10538_lociStitched	Tmod1	Ncbp1,Tstd2	Tmod1	267, 379
chr10	96822328	96837649	6_Pbx1mt_peak_2356_lociStitched, 3_MyoD_2d_MT_peak_1947_lociStitched			4930556N09Rik	271, 461
chr6	54749207	54771466	9_Myog_60hr_MT_peak_32808_lociStitched, 2_Pbx1mt_peak_13962_lociStitched		Znrf2	Znrf2	271, 459
chr3	88138344	88150828	6_Myog_60hr_MT_peak_25809_lociStitched	Mef2d	1700113A16Rik	Mef2d	272
chr15	38470811	38474871	2_MyoD_2d_MT_peak_5492_lociStitched		Azin1	Azin1	274
chr6	128232061	128297384	16_Myog_60hr_MT_peak_34055_lociStitched	Tead4	Tead4,9330102E08Rik	Tead4	274
chr6	128232061	128297384	16_Myog_60hr_MT_peak_34055_lociStitched	Tead4	Tead4,9330102E08Rik	Tead4	274
chr6	91643474	91675066	11_Myog_60hr_MT_peak_33380_lociStitched, 4_MyoD_2d_MT_peak_12661_lociStitched		Slc6a6	Slc6a6	275, 451
chr1	134265944	134307783	16_Myog_60hr_MT_peak_1697_lociStitched	Ppfia4,Myog	Adora1	Myog	276
chr1	134265944	134307783	16_Myog_60hr_MT_peak_1697_lociStitched	Ppfia4,Myog	Adora1	Myog	276
chr13	99259389	99262660	2_Pbx1mt_peak_4198_lociStitched, 2_MyoD_2d_MT_peak_4553_lociStitched			Zfp366	276, 446
chr2	4414025	4455563	6_Myog_60hr_MT_peak_21741_lociStitched, 5_MyoD_2d_MT_peak_8322_lociStitched	Frmd4a		Frmd4a	279, 198
chr11	11820842	11857293	8_Myog_60hr_MT_peak_5270_lociStitched, 5_MyoD_2d_MT_peak_2212_lociStitched	Ddc	1700042O10Rik,Fignl1	1700042O10Rik	280, 295
chr4	136165034	136178405	3_MyoD_2d_MT_peak_11106_lociStitched, 4_Myog_60hr_MT_peak_28961_lociStitched	E2f2	Asap3,Id3	E2f2	281, 546
chr4	126259172	126269590	4_Myog_60hr_MT_peak_28517_lociStitched, 3_MyoD_2d_MT_peak_10983_lociStitched	Trappc3	Col8a2,Map7d1	Trappc3	282, 150
chr9	66265855	66281936	5_Myog_60hr_MT_peak_40837_lociStitched	Dapk2		Herc1	283
chr8	123868962	123892135	10_Myog_60hr_MT_peak_39590_lociStitched	Acta1	Ccsap,Acta1	Acta1	284
chr3	98024296	98046602	9_Myog_60hr_MT_peak_26137_lociStitched, 6_MyoD_2d_MT_peak_9984_lociStitched	Notch2		Notch2	285, 128
chr5	36713151	36724578	4_Myog_60hr_MT_peak_30334_lociStitched		D5Ertd579e,Bloc1s4	D5Ertd579e	286
chr15	95797413	95805521	5_Myog_60hr_MT_peak_15205_lociStitched, 2_MyoD_2d_MT_peak_5941_lociStitched	Ano6		Ano6	289, 182
chr11	97397587	97442138	14_Myog_60hr_MT_peak_7125_lociStitched	Socs7	Gpr179,Arhgap23	Arhgap23	290
chr1	73915100	73966848	13_Myog_60hr_MT_peak_716_lociStitched	Tns1		6030407O03Rik	291
chr10	37335243	37342879	2_Pbx1mt_peak_1831_lociStitched, 2_MyoD_2d_MT_peak_1439_lociStitched			Marcks	291, 429
chr10	27378360	27385014	2_Pbx1mt_peak_1766_lociStitched	Lama2		Lama2	292
chr11	88551000	88559860	5_Myog_60hr_MT_peak_6896_lociStitched, 5_MyoD_2d_MT_peak_2759_lociStitched	Msi2		Msi2	294, 140
chr6	113481016	113523690	9_Myog_60hr_MT_peak_33658_lociStitched	Prrt3,Il17rc,Emc3,Creld1	Fancd2,Il17re,Jagn1,Cidec	Prrt3	298
chr1	176993808	177013979	9_Myog_60hr_MT_peak_2355_lociStitched, 2_Pbx1mt_peak_1304_lociStitched	Sdccag8		Hmga2-ps1	299, 496
chr11	115945287	115963304	4_Myog_60hr_MT_peak_7941_lociStitched	Sap30bp	Smim6,Itgb4,Recql5,Smim5,Galk1	Itgb4	300
chr10	98324670	98329216	2_Pbx1mt_peak_2372_lociStitched	Gm8633		Gm8633	302
chr2	29700717	29717119	7_Myog_60hr_MT_peak_22235_lociStitched	Rapgef1	Gm13547	Gm13547	303
chr9	114016100	114022532	4_Myog_60hr_MT_peak_41621_lociStitched, 2_MyoD_2d_MT_peak_15560_lociStitched	Fbxl2	Mir5128,Susd5	Fbxl2	304, 532
chr19	6287115	6331529	11_Myog_60hr_MT_peak_20620_lociStitched	Cdc42bpg,Ehd1	Map4k2,Men1,Atg2a,Sf1,Mir192,Mir194-2	Cdc42bpg	307
chr15	25914991	25916489	4_Myog_60hr_MT_peak_13477_lociStitched, 3_MyoD_2d_MT_peak_5406_lociStitched	Fam134b	Fam134b	Fam134b	309, 323
chr2	128753263	128770808	4_MyoD_2d_MT_peak_9146_lociStitched	Mertk	Tmem87b	Tmem87b	309
chr17	44026340	44031084	3_Pbx1mt_peak_7300_lociStitched	Rcan2	Enpp5	Enpp5	310
chr6	125148215	125157508	12_Myog_60hr_MT_peak_33936_lociStitched, 4_MyoD_2d_MT_peak_12858_lociStitched	Iffo1	Ncapd2,Mrpl51,Nop2,Gapdh,Scarna10	Iffo1	310, 283
chr11	104561092	104578329	3_MyoD_2d_MT_peak_2959_lociStitched, 5_Myog_60hr_MT_peak_7627_lociStitched	Myl4	Cdc27,Itgb3	Myl4	311, 543
chr2	25533638	25542243	5_Myog_60hr_MT_peak_21986_lociStitched, 2_MyoD_2d_MT_peak_8430_lociStitched	Traf2	Lcn12,Gm996,Mamdc4,C8g,Fbxw5,Phpt1,Edf1	Traf2	311, 284
chr4	152054519	152093146	21_Myog_60hr_MT_peak_29638_lociStitched, 7_MyoD_2d_MT_peak_11259_lociStitched	Nol9	Espn,Tnfrsf25,Zbtb48,Klhl21,Tas1r1,Plekhg5	Plekhg5	312, 203
chr8	125271334	125293597	5_Myog_60hr_MT_peak_39668_lociStitched			Sipa1l2	313
chr11	88105532	88119095	3_MyoD_2d_MT_peak_2741_lociStitched, 5_Myog_60hr_MT_peak_6852_lociStitched	Cuedc1	2210416O15Rik,Vezf1	Cuedc1	315, 618
chr8	81730600	81896306	102_Pbx1mt_peak_16356_lociStitched	Inpp4b		Inpp4b	316
chr8	81730600	81896306	102_Pbx1mt_peak_16356_lociStitched	Inpp4b		Inpp4b	316
chr4	123588779	123625939	2_MyoD_2d_MT_peak_10955_lociStitched, 10_Pbx1mt_peak_11856_lociStitched	Macf1		Macf1	317, 12
chr4	123588779	123625939	2_MyoD_2d_MT_peak_10955_lociStitched, 10_Pbx1mt_peak_11856_lociStitched	Macf1		Macf1	317, 12
chr7	110784644	110809304	10_Myog_60hr_MT_peak_36301_lociStitched, 4_MyoD_2d_MT_peak_13596_lociStitched	Ampd3	Rnf141,Snord53	Ampd3	320, 157
chr18	32380778	32398848	7_Myog_60hr_MT_peak_19423_lociStitched	Bin1	Bin1,A830052D11Rik	A830052D11Rik	321
chr10	78287593	78306263	11_Myog_60hr_MT_peak_3969_lociStitched, 4_MyoD_2d_MT_peak_1746_lociStitched	Agpat3	Trappc10	Trappc10	322, 343
chr6	116405224	116418823	6_Myog_60hr_MT_peak_33766_lociStitched, 3_MyoD_2d_MT_peak_12813_lociStitched	Alox5,March8		Alox5	325, 188
chr6	91617710	91620773	5_Myog_60hr_MT_peak_33367_lociStitched, 4_MyoD_2d_MT_peak_12656_lociStitched			Slc6a6	327, 224
chr15	101228132	101260829	11_Myog_60hr_MT_peak_15521_lociStitched	Grasp	A330009N23Rik,6030408B16Rik,9430023L20Rik,Nr4a1,AU021063	A330009N23Rik	328
chr10	75091759	75121442	10_Myog_60hr_MT_peak_3813_lociStitched, 6_MyoD_2d_MT_peak_1693_lociStitched	Bcr		Bcr	329, 342
chr18	67977876	67985759	2_MyoD_2d_MT_peak_7722_lociStitched	Ldlrad4		Ldlrad4	331
chr9	61632690	61671313	8_Myog_60hr_MT_peak_40651_lociStitched			Rplp1	331
chr1	20654343	20686231	9_Myog_60hr_MT_peak_104_lociStitched, 10_Pbx1mt_peak_91_lociStitched	Mir206,Mir133b	Il17a,Pkhd1	Mir206	339, 14
chr8	13204552	13214179	9_Myog_60hr_MT_peak_37449_lociStitched, 3_MyoD_2d_MT_peak_13910_lociStitched		Grtp1,Lamp1,Mir1968,Adprhl1	Grtp1	340, 194
chr11	30149037	30166505	6_Myog_60hr_MT_peak_5425_lociStitched, 3_MyoD_2d_MT_peak_2276_lociStitched	Sptbn1		Sptbn1	342, 490
chr8	69935785	69939978	5_Myog_60hr_MT_peak_37993_lociStitched, 4_MyoD_2d_MT_peak_14162_lociStitched	Gatad2a	Cilp2,Tssk6,Ndufa13	Ndufa13	343, 191
chr17	32012356	32023426	4_Myog_60hr_MT_peak_17993_lociStitched, 3_MyoD_2d_MT_peak_6946_lociStitched	Hsf2bp	Rrp1b	Hsf2bp	350, 322
chr18	62036525	62050265	3_Pbx1mt_peak_8070_lociStitched, 4_Myog_60hr_MT_peak_19944_lociStitched			Sh3tc2	350, 917
chr11	8678261	8704167	7_Myog_60hr_MT_peak_5248_lociStitched		Tns3	Tns3	351
chr11	117912810	117950042	7_Myog_60hr_MT_peak_8134_lociStitched, 6_MyoD_2d_MT_peak_3151_lociStitched		Pgs1,Tha1,Socs3	Socs3	352, 44
chr13	110632514	110644010	4_Pbx1mt_peak_4366_lociStitched			Plk2	353
chr4	128997395	129020814	5_Myog_60hr_MT_peak_28560_lociStitched, 4_MyoD_2d_MT_peak_10997_lociStitched	Ak2	Adc,Rnf19b	Ak2	354, 205
chr16	4497986	4551373	12_Myog_60hr_MT_peak_15672_lociStitched	Srl,Tfap4	Glis2	Srl	358
chr9	66205820	66251370	6_MyoD_2d_MT_peak_15219_lociStitched, 16_Myog_60hr_MT_peak_40824_lociStitched	Dapk2		Dapk2	358, 109
chr9	66205820	66251370	6_MyoD_2d_MT_peak_15219_lociStitched, 16_Myog_60hr_MT_peak_40824_lociStitched	Dapk2		Dapk2	358, 109
chr1	156990227	157005022	9_Myog_60hr_MT_peak_2088_lociStitched, 3_MyoD_2d_MT_peak_905_lociStitched			Ralgps2	359, 380
chr1	177623264	177646459	5_Myog_60hr_MT_peak_2375_lociStitched, 3_MyoD_2d_MT_peak_1054_lociStitched	2310043L19Rik		2310043L19Rik	360, 160
chr2	49730369	49750320	3_Myog_60hr_MT_peak_22761_lociStitched, 4_MyoD_2d_MT_peak_8650_lociStitched	Kif5c	Lypd6b	Lypd6b	362, 292
chr4	53757154	53760032	2_Pbx1mt_peak_11273_lociStitched, 2_MyoD_2d_MT_peak_10572_lociStitched	Fktn	Tal2	Tal2	363, 522
chr7	6747762	6765586	8_Myog_60hr_MT_peak_34396_lociStitched, 3_Pbx1mt_peak_14408_lociStitched	Usp29	Mir3099,Peg3as,Peg3	Usp29	363, 371
chr15	59047928	59071661	10_Myog_60hr_MT_peak_14010_lociStitched, 5_MyoD_2d_MT_peak_5619_lociStitched	Mtss1	Mtss1	Mtss1	364, 249
chr8	124630527	124652744	8_Myog_60hr_MT_peak_39633_lociStitched	2310022B05Rik		2310022B05Rik	365
chr3	138097824	138105361	2_Pbx1mt_peak_10925_lociStitched, 3_Myog_60hr_MT_peak_26721_lociStitched	Mttp	Gm5105,Trmt10a	Mttp	366, 921
chr1	193330309	193347182	4_Myog_60hr_MT_peak_2846_lociStitched, 3_MyoD_2d_MT_peak_1233_lociStitched	Camk1g,Lamb3		Camk1g	367, 271
chr15	27570501	27595927	9_Myog_60hr_MT_peak_13517_lociStitched	Ank	Fam105b	Fam105b	368
chr15	27570501	27595927	9_Myog_60hr_MT_peak_13517_lociStitched	Ank	Fam105b	Fam105b	368
chr4	149820568	149856697	10_Myog_60hr_MT_peak_29495_lociStitched		Slc25a33	Slc25a33	370
