GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Pcdhgb6	NM_033578	chr18:37826086-37836414	285
Pcdhga7	NM_033590	chr18:37826086-37836414	285
Pcdhga4	NM_033587	chr18:37826086-37836414	285
Pcdhgc5	NM_033583	chr18:37826086-37836414	285
Pcdha4-g	NM_001174154	chr18:37826086-37836414	285
Pcdhga5	NM_033588	chr18:37826086-37836414	285
Pcdhgc4	NM_033582	chr18:37826086-37836414	285
A830009L08Rik	NR_045161	chr13:91360013-91371532	286
4930483J18Rik	NR_015603	chr15:81216964-81227199	289
Mchr1	NM_145132	chr15:81216964-81227199	289
Mkl1	NM_001082536	chr15:81216964-81227199	289
8430426J06Rik	NR_077230	chr15:81216964-81227199	289
5830428M24Rik	NR_038061	chr12:69497105-69502591	290
Sema4b	NM_013659	chr7:80157016-80166458	295
Idh2	NM_173011	chr7:80157016-80166458	295
Mir1965	NR_035491	chr7:80157016-80166458	295
Anapc13	NM_181394	chr9:102634105-102650287	296
Cep63	NM_001081122	chr9:102634105-102650287	296
Dnajb12	NM_019965	chr10:59907882-59909815	297
Ddit4	NM_029083	chr10:59907882-59909815	297
Vgll3	NM_028572	chr16:65827198-65829851	300
Serinc5	NM_172588	chr13:92641702-92648129	301
Ttc28	NM_001267622	chr5:111247636-111257358	303
Mir100	NR_029790	chr9:41480144-41486605,chr9:41577866-41589582	330,304
2610203C20Rik	NR_015483	chr9:41577866-41589582	304
Mir125b-1	NR_029822	chr9:41577866-41589582	304
Mirlet7a-2	NR_029726	chr9:41577866-41589582	304
Dst	NM_001276764	chr1:34095135-34105346	305
Ndufb9	NM_023172	chr15:58975835-58982168	309
Tatdn1	NM_175151	chr15:58975835-58982168	309
Htra3	NM_001042615	chr5:35662574-35673293	312
Rabgap1l	NM_013862	chr1:160518723-160521414	315
C1ql1	NM_011795	chr11:102984726-102988634	319
2310069B03Rik	NR_040520	chr6:82862235-82872630	322
F2rl1	NM_007974	chr13:95548686-95549040	323
Setd1b	NM_001040398	chr5:123135873-123136003	324
Rhof	NM_175092	chr5:123135873-123136003	324
Hpd	NM_008277	chr5:123135873-123136003	324
Pla1a	NM_134102	chr16:38389424-38392139	336
Ryk	NM_013649	chr9:102831516-102842905	336
Ino80c	NM_172625	chr18:24112044-24117004	338
Azin1	NM_001102458	chr15:38471290-38473541	339
Irak2	NM_001113553	chr6:113690115-113692778	343
Ghrl	NM_021488	chr6:113690115-113692778	343
Sec13	NM_024206	chr6:113690115-113692778	343
Tatdn2	NM_001033463	chr6:113690115-113692778	343
Tigit	NM_001146325	chr16:43697668-43702500	351
Ecm1	NM_007899	chr3:95696150-95707948	353
Tars2	NM_027931	chr3:95696150-95707948	353
Amotl2	NM_019764	chr9:102726314-102731412	355
Gm5627	NR_033301	chr9:102726314-102731412	355
Arhgap42	NM_027823	chr9:9127000-9128066	361
Phldb2	NM_153412	chr16:45882713-45890207	363
Mcu	NM_001033259	chr10:59510893-59513366	364
Mb	NM_013593	chr15:77037852-77041078	366
Apol6	NM_028010	chr15:77037852-77041078	366
Nt5c2	NM_001164363	chr19:46927520-46943307	373
Wls	NR_037590	chr3:159883458-159886394	383
Cdk20	NM_053180	chr13:64403853-64414571	393
Ctsl	NM_009984	chr13:64403853-64414571	393
Pbx1	NM_008783	chr1:168226262-168230131	396
Zfp704	NM_133218	chr3:9513973-9522579	404
Lrch1	NM_001252132	chr14:74882241-74884463	422
1700011L22Rik	NM_026315	chr8:79196662-79206204	424
Ggta1	NM_010283	chr2:35478686-35478846	428
Arsj	NM_173451	chr3:126384081-126384216	431
1700028E10Rik	NR_045700	chr5:151374978-151389178	437
Ccdc80	NM_026439	chr16:45052878-45057385	450
Pion	NM_175437	chr5:21146131-21148659	481
Zfhx3	NM_007496	chr8:108748950-108749111	510
Gpr124	NM_054044	chr8:27057934-27058079	511
Erlin2	NM_153592	chr8:27057934-27058079	511
Prosc	NM_001039077	chr8:27057934-27058079	511
Pde4d	NM_011056	chr13:109646059-109663077	523
Fam134b	NM_001034851	chr15:25956637-25957019	526
Zfp622	NM_144523	chr15:25956637-25957019	526
Foxo6	NM_194060	chr4:120249129-120249288	533
