GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Gfap	NM_010277	chr11:102918247-102921030	269
2410004I01Rik	NR_037963	chr11:102918247-102921030	269
Ccdc103	NM_028492	chr11:102918247-102921030	269
C1ql1	NM_011795	chr11:102918247-102921030	269
Eftud2	NM_001109995	chr11:102918247-102921030	269
C430002N11Rik	NR_102293	chr9:96771340-96773346,chr9:96781978-96800457	388,270
E030011O05Rik	NR_015511	chr9:96771340-96773346,chr9:96781978-96800457	388,270
Prkar1b	NM_001253890	chr5:139099571-139119005	271
Heatr2	NM_001081265	chr5:139099571-139119005	271
Gpd1l	NM_175380	chr9:114914472-114921500	272
Zfp366	NM_001004149	chr13:99216541-99220311	274
Igfbp7	NM_008048	chr5:77361221-77373205	274
Camk2d	NM_001025439	chr3:126587331-126612029	275
Tcof1	NM_011552	chr18:60891256-60900412	276
Arsi	NM_001038499	chr18:60891256-60900412	276
Camk2a	NM_177407	chr18:60891256-60900412	276
Tpd52l1	NM_009413	chr10:31465941-31473001	277
Gm6793	NR_033513	chr2:75609885-75622501	277
Hnrnpa3	NM_053263	chr2:75609885-75622501	277
Mbp	NM_001025245	chr18:82479821-82494283	278
Capzb	NM_009798	chr4:139165460-139170646	278
Minos1	NR_033745	chr4:139165460-139170646	278
Gm16287	NR_033543	chr4:139165460-139170646	278
Etohi1	NM_001177400	chr2:178018317-178028966	279
Zfp931	NM_001162922	chr2:178018317-178028966	279
Por	NM_008898	chr5:135702707-135714140	279
Tmem120a	NM_172541	chr5:135702707-135714140	279
Lta4h	NM_008517	chr10:93421976-93433968	282
Gm13497	NR_040636	chr2:51283130-51289228	283
Gm5627	NR_033301	chr9:102751694-102763858,chr9:102777488-102784619	337,283
Ddah1	NM_026993	chr3:145829186-145846494	286
Mettl21d	NM_001033236	chr12:69537652-69539637	287
N4bp1	NM_030563	chr8:86881395-86888866	288
Pwwp2b	NM_001098636	chr7:139284121-139293054	289
Rassf5	NM_018750	chr1:131236172-131239620	291
Ikbke	NM_019777	chr1:131236172-131239620	291
Usp48	NM_130879	chr4:137640421-137641943	291
Rap1gap	NM_029563	chr4:137640421-137641943	291
Cdk6	NM_009873	chr5:3518607-3532815	292
Fam133b	NM_001042501	chr5:3518607-3532815	292
1700109H08Rik	NM_029843	chr5:3518607-3532815	292
Col18a1	NM_009929	chr10:77116565-77130814,chr10:77206998-77207187	313,293
Cenpf	NM_001081363	chr1:189716356-189719841	294
Mir1967	NR_035493	chr8:124070746-124081183	294
Urb2	NM_001029876	chr8:124070746-124081183	294
Taf5l	NM_133966	chr8:124070746-124081183	294
Gipc2	NM_016867	chr3:152108683-152122942	299
Coq9	NM_026452	chr8:94870525-94880971	300
Ciapin1	NM_134141	chr8:94870525-94880971	300
Igsf3	NM_207205	chr3:101423314-101434281	302
Arl2bp	NM_024191	chr8:94702693-94715035	302
Pllp	NM_026385	chr8:94702693-94715035	302
Ccl22	NM_009137	chr8:94702693-94715035	302
5830428M24Rik	NR_038061	chr12:69510969-69512288	303
Ntn1	NM_008744	chr11:68271305-68271635	306
Gpc6	NM_011821	chr14:117930330-117938884	307
Met	NM_008591	chr6:17509716-17530328	307
Inpp5a	NM_001127363	chr7:139550198-139556541	308
Nkx6-2	NR_027857	chr7:139550198-139556541	308
Runx2	NR_073392	chr17:44624947-44629970	309
Atrnl1	NM_181415	chr19:58072062-58077700	310
Plekhg6	NM_198604	chr6:125410907-125425695	310
2010111I01Rik	NM_028079	chr13:63093091-63097722	311
Fbxw8	NM_172721	chr5:118078685-118079969	312
Dst	NM_001276764	chr1:34023012-34033818	313
Odf1	NM_008757	chr15:38244971-38268938	314
BC039771	NR_033220	chr2:145737320-145749876	314
Rin2	NM_028724	chr2:145737320-145749876	314
Klhl2	NM_178633	chr8:64825460-64835267	316
Sh3bp2	NM_011893	chr5:34533849-34536118	317
Add1	NM_001102444	chr5:34533849-34536118	317
Tnip2	NM_139064	chr5:34533849-34536118	317
Hmgn3	NM_026122	chr9:83110091-83122050	318
Kcnk5	NM_021542	chr14:20155092-20162895	319
Lclat1	NM_001177967	chr17:73082684-73085365	320
Hivep3	NM_010657	chr4:120062451-120067597	320
Ttc33	NM_026213	chr15:5192997-5196333	321
Prkaa1	NM_001013367	chr15:5192997-5196333	321
Ptger4	NM_001136079	chr15:5192997-5196333	321
Nfatc1	NM_001164112	chr18:80654372-80656902	321
Zfp37	NM_009554	chr4:62198040-62215360	322
Mup21	NM_001009550	chr4:62198040-62215360	322
Masp1	NM_008555	chr16:23449902-23456950	324
Rtp1	NM_001004151	chr16:23449902-23456950	324
Ankrd29	NM_001190371	chr18:12301667-12312973	325
Lama3	NM_010680	chr18:12301667-12312973	325
Mark1	NM_145515	chr1:184906026-184912369	326
C130074G19Rik	NM_178692	chr1:184906026-184912369	326
Prrx2	NM_009116	chr2:30863707-30865502	326
Asb6	NM_133346	chr2:30863707-30865502	326
Ptges	NM_022415	chr2:30863707-30865502	326
Cep164	NM_001081373	chr9:45797120-45800930	328
Bace1	NM_001145947	chr9:45797120-45800930	328
Prelp	NM_054077	chr1:133959451-133991553	329
Fmod	NM_021355	chr1:133959451-133991553	329
Fmn1	NM_010230	chr2:113639336-113648376,chr2:113689733-113691932	329,416
Runx1	NM_001111021	chr16:92778018-92788900	332
Rbpj	NM_001080928	chr5:53519264-53527637	332
Gdpd5	NM_201352	chr7:99421565-99432632	333
Klhl35	NM_028145	chr7:99421565-99432632	333
Snord15b	NR_002173	chr7:99421565-99432632	333
Mvb12b	NM_175184	chr2:33753572-33760881	334
Nron	NR_045729	chr2:33753572-33760881	334
Add2	NM_001271858	chr6:86049663-86053617	337
Figla	NM_012013	chr6:86049663-86053617	337
Amotl2	NM_019764	chr9:102751694-102763858	337
Rab2a	NM_021518	chr4:8512480-8522356	338
Celf2	NM_001110231	chr2:7106423-7121538	340
Ntmt1	NM_170592	chr2:30760741-30772948	341
1700001O22Rik	NR_028486	chr2:30760741-30772948	341
5430403N17Rik	NR_046181	chr8:35894865-35919426	341
Ikbkb	NM_001159774	chr8:22679091-22683773	342
A930013F10Rik	NR_027886	chr8:22679091-22683773	342
Polb	NM_011130	chr8:22679091-22683773	342
Csgalnact1	NM_172753	chr8:68727546-68740448	342
Tmeff2	NM_019790	chr1:51120786-51123230	343
Faim2	NM_001038658	chr15:99547651-99554107	344
Chst11	NM_021439	chr10:83129773-83134423,chr10:83144315-83152863	397,345
Ext2	NM_010163	chr2:93694621-93703102	345
Lemd2	NM_146075	chr17:27200839-27207407	346
Ip6k3	NM_173027	chr17:27200839-27207407	346
Nefl	NM_010910	chr14:68041195-68042361	347
Zhx2	NM_199449	chr15:57745705-57761488	348
Foxp4	NM_001110825	chr17:47909705-47914976	348
Insig2	NM_133748	chr1:121351048-121402636	349
Ccdc93	NM_029955	chr1:121351048-121402636	349
Cilp	NM_173385	chr9:65217927-65219665	351
Dusp8	NM_008748	chr7:142084021-142089167	352
Mob2	NM_028308	chr7:142084021-142089167	352
Rcan2	NM_030598	chr17:44033718-44035364	353
Enpp5	NM_032003	chr17:44033718-44035364	353
Phox2a	NM_008887	chr7:101786816-101799576	354
Inppl1	NM_001122739	chr7:101786816-101799576	354
Folr2	NM_008035	chr7:101786816-101799576	354
Stpg1	NM_030189	chr4:135526317-135538683	355
Nipal3	NM_028995	chr4:135526317-135538683	355
Grhl3	NM_001013756	chr4:135526317-135538683	355
Xaf1	NM_001037713	chr11:72332953-72338029	356
Tekt1	NM_011569	chr11:72332953-72338029	356
Fbxo39	NM_001099688	chr11:72332953-72338029	356
Phf20	NM_172674	chr2:156245842-156247568	357
Dio2	NM_010050	chr12:90685492-90694493	358
2010010A06Rik	NR_045394	chr18:75342133-75345116	358
Trnp1	NM_001081156	chr4:133485867-133494658	359
1810019J16Rik	NM_133707	chr4:133485867-133494658	359
Chn2	NM_001163640	chr6:54213828-54221613	359
5031425F14Rik	NR_015558	chr2:166400286-166406764	360
Id2	NM_010496	chr12:25098618-25110685	361
Gm17746	NR_045844	chr12:25098618-25110685	361
Fndc3b	NM_173182	chr3:27677838-27680120	362
Lrrk1	NM_146191	chr7:66374841-66377471	362
Tsc22d1	NM_207652	chr14:76476811-76482692	364
4930444M15Rik	NR_045660	chr14:76476811-76482692	364
Utp11l	NM_026031	chr4:124710169-124710284	365
Mir698	NR_030480	chr4:124710169-124710284	365
Inpp5b	NM_008385	chr4:124710169-124710284	365
Fhl3	NM_010213	chr4:124710169-124710284	365
Sf3a3	NM_029157	chr4:124710169-124710284	365
Mir697	NR_030479	chr4:124710169-124710284	365
Tmem174	NM_026685	chr13:98679511-98679701	367
Tmem171	NM_001025606	chr13:98679511-98679701	367
Slc7a2	NM_007514	chr8:40895470-40896459	368
Pdgfrl	NM_026840	chr8:40895470-40896459	368
Sgk1	NM_001161845	chr10:21839403-21844848	370
Spag16	NM_025728	chr1:70079431-70085374	371
0610010B08Rik	NM_001177543	chr2:175269396-175280985	374
Gm14440	NM_001199308	chr2:175269396-175280985	374
Gm14288	NM_001033123	chr2:175269396-175280985	374
Mir721	NR_030500	chr5:136382352-136391117	376
Pbx1	NM_008783	chr1:168344147-168356214	378
Sipa1l3	NM_001081028	chr7:29484456-29486058	384
Nemf	NM_025441	chr12:69388546-69393830	387
Arf6	NM_007481	chr12:69388546-69393830	387
Zbtb38	NM_175537	chr9:96771340-96773346	388
Atf7ip	NM_019426	chr6:136541676-136541855	389
Lrp6	NM_008514	chr6:134449363-134462749	390
B3gntl1	NM_178664	chr11:121647375-121647547	391
Bre	NM_181282	chr5:31831944-31835990	394
Dars	NM_177445	chr1:128398491-128400144	398
Mcm6	NM_008567	chr1:128398491-128400144	398
2310001K24Rik	NR_028122	chr2:163458199-163464501	400
Gdap1l1	NM_144891	chr2:163458199-163464501	400
R3hdml	NM_001099331	chr2:163458199-163464501	400
3230401D17Rik	NM_025699	chr2:163458199-163464501	400
Fitm2	NM_173397	chr2:163458199-163464501	400
Phf17	NM_001130185	chr3:41600524-41602063	401
Tube1	NM_028006	chr10:39170088-39172063	402
Wisp3	NM_001127376	chr10:39170088-39172063	402
Fam229b	NM_183254	chr10:39170088-39172063	402
Itpr2	NM_019923	chr6:146205292-146214738,chr6:146284407-146302383	405,485
Pex26	NM_028730	chr6:121165473-121177484	408
Tuba8	NM_017379	chr6:121165473-121177484	408
Mical3	NM_001270475	chr6:121165473-121177484	408
Tasp1	NM_175225	chr2:140093550-140106028	410
Gm15713	NR_046026	chr16:43437516-43438724	411
Crim1	NM_015800	chr17:78279442-78291966	412
AI464131	NM_001085515	chr4:41494702-41500690	413
Kif24	NM_024241	chr4:41494702-41500690	413
1110017D15Rik	NM_028624	chr4:41494702-41500690	413
Nudt2	NM_025539	chr4:41494702-41500690	413
1700066J24Rik	NR_045726	chr4:41494702-41500690	413
4930533B01Rik	NR_040614	chr2:113689733-113691932	416
Spats2	NM_139140	chr15:99147800-99157550	418
Dnajc22	NM_176835	chr15:99147800-99157550	418
Fem1b	NM_010193	chr9:62818533-62818710	421
Gm10653	NR_003965	chr9:62818533-62818710	421
Cln6	NM_001033175	chr9:62818533-62818710	421
Calml4	NM_138304	chr9:62818533-62818710	421
F830002L21Rik	NR_033558	chr10:43632318-43638212	423
Sorcs2	NM_030889	chr5:36165855-36174669	426
Psapl1	NM_175249	chr5:36165855-36174669	426
5730559C18Rik	NM_028872	chr1:136229072-136229201	427
Gpr25	NM_001101516	chr1:136229072-136229201	427
Coq7	NM_009940	chr7:118510697-118514835	429
Itpripl2	NM_001033380	chr7:118510697-118514835	429
Ncam1	NM_001081445	chr9:49792863-49794310	430
Ereg	NM_007950	chr5:91095523-91111168	432
Areg	NM_009704	chr5:91095523-91111168	432
Uspl1	NM_001115153	chr5:149206433-149216717	433
5730422E09Rik	NR_015478	chr5:149206433-149216717	433
Alox5ap	NM_009663	chr5:149206433-149216717	433
Tmem177	NM_175106	chr1:119902566-119903610	434
Cyp1b1	NM_009994	chr17:79745315-79749062	435
Trak1	NM_175114	chr9:121348049-121348212	436
Fhod3	NM_175276	chr18:24738452-24745062	438
Src	NM_009271	chr2:157448463-157448583	439
4933417E11Rik	NR_040454	chr1:71998428-72002744	440
Scg5	NM_009162	chr2:113818795-113821456	441
Arhgap11a	NM_181416	chr2:113818795-113821456	441
Nedd4	NM_010890	chr9:72711643-72723406	442
Kif5c	NM_008449	chr2:49706068-49714538	443
Tmem260	NM_172600	chr14:48418828-48426061	444
Dym	NM_027727	chr18:75037523-75046330	445
Rpl17	NM_001002239	chr18:75037523-75046330	445
BC031181	NM_001001181	chr18:75037523-75046330	445
Anapc16	NM_025514	chr10:59991605-59996120	446
Ascc1	NM_026937	chr10:59991605-59996120	446
Ddit4	NM_029083	chr10:59991605-59996120	446
Antxr1	NM_054041	chr6:87328571-87330089	448
Gkn2	NM_025467	chr6:87328571-87330089	448
Gkn1	NM_025466	chr6:87328571-87330089	448
Mettl20	NM_001252097	chr6:149108472-149113232	449
Dennd5b	NM_177192	chr6:149108472-149113232	449
Phxr4	NR_028271	chr9:13433951-13446531	451
Mthfd1l	NM_001170785	chr10:4034636-4058468	452
Akap6	NM_198111	chr12:53146524-53146712	454
Jun	NM_010591	chr4:95098089-95098264	455
Ppp2r2b	NM_028392	chr18:42975758-42976142	457
Gpr151	NM_181543	chr18:42605248-42611212	460
Rmdn2	NM_201361	chr17:79598936-79611440	461
4930488B22Rik	NR_040627	chr1:184708116-184708536	462
Hlx	NM_008250	chr1:184708116-184708536	462
Rnasek	NM_173742	chr11:70284859-70293468	463
0610010K14Rik	NM_026757	chr11:70284859-70293468	463
Mir195	NR_029581	chr11:70284859-70293468	463
Alox12e	NM_145684	chr11:70284859-70293468	463
Alox12	NM_007440	chr11:70284859-70293468	463
Nhsl1	NM_173390	chr10:18457693-18463880,chr10:18477998-18484009	464,512
2010204K13Rik	NR_027924	chrX:7428884-7429545	466
Gm19510	NR_045076	chr15:59759153-59759273	467
Rptor	NM_028898	chr11:119855784-119855959	469
A430071A18Rik	NR_045313	chr11:119855784-119855959	469
Kif1b	NM_207682	chr4:149244599-149254619	470
Nme7	NM_138314	chr1:164416536-164419304	472
Atp1b1	NM_009721	chr1:164416536-164419304	472
Soga2	NM_001114098	chr17:66417882-66418090	473
9930013L23Rik	NM_030728	chr7:84098231-84101109	474
Fbxo32	NM_026346	chr15:58220532-58220736	476
Maml3	NM_001004176	chr3:51948484-51954282	477
Il17rd	NM_134437	chr14:27069488-27070883	479
Ankrd55	NM_001168404	chr13:112348539-112351224	482
Parn	NM_028761	chr16:13557907-13562585	484
2310015D24Rik	NR_037997	chr16:13557907-13562585	484
Mylip	NM_153789	chr13:45419111-45424028	486
Nav2	NM_001111016	chr7:48922994-48930563	487
E2f8	NM_001013368	chr7:48922994-48930563	487
1700040L02Rik	NM_028491	chr10:68472839-68481130	488
Ankrd33b	NM_001164441	chr15:31374863-31375066	492
Prl5a1	NM_023746	chr13:28152580-28157610	494
Prrx1	NM_175686	chr1:163302219-163308972	496
Fam189a1	NM_183087	chr7:64856196-64856919	498
Ndnl2	NM_023239	chr7:64856196-64856919	498
Cxcl1	NM_008176	chr5:90832564-90841531	499
Il8	NM_011339	chr5:90832564-90841531	499
Cxcl3	NM_203320	chr5:90832564-90841531	499
Foxb2	NM_008023	chr19:16869130-16880400	500
Lbh	NM_029999	chr17:72955544-72955682	502
Col1a2	NM_007743	chr6:4528194-4535970	503
Mir802	NR_030429	chr16:93328891-93329025	504
1810053B23Rik	NR_040486	chr16:93328891-93329025	504
Gm1995	NR_033562	chr12:87898153-87906504	505
Gm2022	NM_001177574	chr12:87898153-87906504	505
Gm2016	NM_001122662	chr12:87898153-87906504	505
Irx3	NM_008393	chr8:91772298-91784160	507
Ostm1	NM_172416	chr10:42687229-42696933	508
BB123696	NR_027893	chr13:52765997-52782433	509
Gas2	NM_008087	chr7:51887986-51899768	513
Fancf	NM_001115087	chr7:51887986-51899768	513
Fbxo10	NM_001024142	chr4:45124289-45126386	514
Creb5	NM_172728	chr6:53577684-53581629	516
Banp	NM_016812	chr8:121955261-121955367	517
BC048644	NM_001033485	chr8:121955261-121955367	517
Car5a	NM_007608	chr8:121955261-121955367	517
Slc7a5	NM_011404	chr8:121955261-121955367	517
March10	NM_172568	chr11:105408927-105409097	522
4930547E14Rik	NR_040564	chr16:59601185-59601369	524
Crybg3	NM_174848	chr16:59601185-59601369	524
Arl6	NM_019665	chr16:59601185-59601369	524
Dmrt3	NM_177360	chr19:25654466-25654688	525
Dmrt2	NM_145831	chr19:25654466-25654688	525
2610016A17Rik	NR_045347	chr19:25654466-25654688	525
Pgm2	NM_028132	chr4:99954446-99957898	530
Spred2	NM_033523	chr11:19986685-19986822	531
Dock5	NM_177780	chr14:67911506-67918162	534
Rbbp4	NM_009030	chr4:129322575-129325302	535
Sync	NM_023485	chr4:129322575-129325302	535
Zbtb8os	NM_025970	chr4:129322575-129325302	535
