REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	myobH3K27ac.bam	Input_MB.bam
1_Snai1_GM.nodup_peak_1065_lociStitched	chr2	179616062	179616168	1	107	0.0	9.1372
1_Snai1_GM.nodup_peak_1791_lociStitched	chrX	126777777	126777883	1	107	5.936	17.013
1_Snai1_GM.nodup_peak_1531_lociStitched	chr8	9309595	9309701	1	107	0.0	9.6566
1_Snai1_GM.nodup_peak_1768_lociStitched	chrX	82440730	82440836	1	107	0.0	8.7132
1_Snai1_GM.nodup_peak_1259_lociStitched	chr5	14360608	14360713	1	106	0.0	5.9325
1_Snai1_GM.nodup_peak_395_lociStitched	chr12	108994825	108994930	1	106	13.713	13.5135
1_Snai1_GM.nodup_peak_538_lociStitched	chr14	61421363	61421468	1	106	0.0	17.1465
1_Snai1_GM.nodup_peak_89_lociStitched	chr1	82298714	82298819	1	106	0.0	12.936
1_Snai1_GM.nodup_peak_1090_lociStitched	chr3	42399659	42399764	1	106	0.0	5.4495
1_Snai1_GM.nodup_peak_958_lociStitched	chr2	68287547	68287652	1	106	3.171	7.2345
1_Snai1_GM.nodup_peak_1573_lociStitched	chr8	84454695	84454800	1	106	7.3185	24.7485
1_Snai1_GM.nodup_peak_543_lociStitched	chr14	63713195	63713300	1	106	0.0	5.4285
1_Snai1_GM.nodup_peak_1102_lociStitched	chr3	62594989	62595094	1	106	0.0	11.571
1_Snai1_GM.nodup_peak_1577_lociStitched	chr8	86425522	86425627	1	106	14.931	26.544
1_Snai1_GM.nodup_peak_1077_lociStitched	chr3	19772141	19772245	1	105	0.0	15.3608
1_Snai1_GM.nodup_peak_1402_lociStitched	chr6	55108491	55108595	1	105	7.9976	14.2376
1_Snai1_GM.nodup_peak_1229_lociStitched	chr4	127173643	127173747	1	105	0.0	6.812
1_Snai1_GM.nodup_peak_645_lociStitched	chr15	56489106	56489210	1	105	4.0664	10.5872
1_Snai1_GM.nodup_peak_421_lociStitched	chr13	36111773	36111877	1	105	0.5616	5.2104
1_Snai1_GM.nodup_peak_1461_lociStitched	chr7	28263944	28264048	1	105	7.0408	6.5832
1_Snai1_GM.nodup_peak_477_lociStitched	chr13	112838693	112838797	1	105	0.9048	12.0536
1_Snai1_GM.nodup_peak_313_lociStitched	chr11	107817376	107817480	1	105	0.0	12.6984
1_Snai1_GM.nodup_peak_1306_lociStitched	chr5	67975608	67975712	1	105	0.0	4.8984
1_Snai1_GM.nodup_peak_927_lociStitched	chr2	29432674	29432778	1	105	31.8968	10.8888
1_Snai1_GM.nodup_peak_392_lociStitched	chr12	105266245	105266349	1	105	3.7856	5.0336
1_Snai1_GM.nodup_peak_1378_lociStitched	chr6	28982576	28982680	1	105	0.0	6.0424
1_Snai1_GM.nodup_peak_664_lociStitched	chr15	74076097	74076201	1	105	0.0	19.76
1_Snai1_GM.nodup_peak_1591_lociStitched	chr8	100630517	100630620	1	104	0.0	7.5396
1_Snai1_GM.nodup_peak_702_lociStitched	chr16	15904879	15904982	1	104	26.574	2.1218
1_Snai1_GM.nodup_peak_141_lociStitched	chr1	177308612	177308715	1	104	0.0	1.545
1_Snai1_GM.nodup_peak_239_lociStitched	chr11	4076797	4076900	1	104	0.0	12.4836
1_Snai1_GM.nodup_peak_201_lociStitched	chr10	72996106	72996209	1	104	0.0	5.6753
1_Snai1_GM.nodup_peak_1526_lociStitched	chr7	136830665	136830768	1	104	0.0	2.4308
1_Snai1_GM.nodup_peak_1175_lociStitched	chr4	13356040	13356143	1	104	0.0	7.9825
1_Snai1_GM.nodup_peak_547_lociStitched	chr14	64568720	64568823	1	104	13.1737	16.0783
1_Snai1_GM.nodup_peak_87_lociStitched	chr1	81341972	81342075	1	104	0.0	7.107
1_Snai1_GM.nodup_peak_1503_lociStitched	chr7	101438006	101438108	1	103	0.0	7.8744
1_Snai1_GM.nodup_peak_1469_lociStitched	chr7	44593941	44594043	1	103	0.0612	0.051
1_Snai1_GM.nodup_peak_1052_lociStitched	chr2	161425728	161425830	1	103	3.3966	8.0886
1_Snai1_GM.nodup_peak_1350_lociStitched	chr5	141985170	141985272	1	103	10.9446	8.9964
1_Snai1_GM.nodup_peak_1312_lociStitched	chr5	92358198	92358300	1	103	0.0	5.1714
1_Snai1_GM.nodup_peak_864_lociStitched	chr18	77215479	77215581	1	103	0.0	7.5378
1_Snai1_GM.nodup_peak_513_lociStitched	chr14	32843684	32843786	1	103	0.0	7.8438
1_Snai1_GM.nodup_peak_1201_lociStitched	chr4	76351855	76351957	1	103	11.169	11.5974
1_Snai1_GM.nodup_peak_95_lociStitched	chr1	92179909	92180011	1	103	32.181	2.0808
1_Snai1_GM.nodup_peak_1158_lociStitched	chr3	142036770	142036872	1	103	7.9764	7.0992
1_Snai1_GM.nodup_peak_319_lociStitched	chr11	120343833	120343935	1	103	28.6722	23.1642
1_Snai1_GM.nodup_peak_796_lociStitched	chr17	82337799	82337900	1	102	0.0	0.5151
1_Snai1_GM.nodup_peak_639_lociStitched	chr15	43933782	43933883	1	102	0.0	16.2408
1_Snai1_GM.nodup_peak_272_lociStitched	chr11	71389719	71389820	1	102	11.312	7.5245
1_Snai1_GM.nodup_peak_308_lociStitched	chr11	103920804	103920905	1	102	0.0	20.0081
1_Snai1_GM.nodup_peak_1367_lociStitched	chr6	12039611	12039712	1	102	5.8782	7.979
1_Snai1_GM.nodup_peak_1078_lociStitched	chr3	20145726	20145827	1	102	8.0598	7.9487
1_Snai1_GM.nodup_peak_1475_lociStitched	chr7	57747024	57747125	1	102	0.0	12.4836
1_Snai1_GM.nodup_peak_360_lociStitched	chr12	67258274	67258375	1	102	0.0	0.0
1_Snai1_GM.nodup_peak_300_lociStitched	chr11	97179660	97179761	1	102	0.0	3.9794
1_Snai1_GM.nodup_peak_1349_lociStitched	chr5	139979067	139979168	1	102	8.484	13.8875
1_Snai1_GM.nodup_peak_458_lociStitched	chr13	94878454	94878555	1	102	0.0	6.2317
1_Snai1_GM.nodup_peak_1524_lociStitched	chr7	135453794	135453895	1	102	0.0	8.3426
1_Snai1_GM.nodup_peak_237_lociStitched	chr11	3103937	3104038	1	102	644.4002	575.5182
1_Snai1_GM.nodup_peak_862_lociStitched	chr18	76853202	76853302	1	101	5.6	5.11
1_Snai1_GM.nodup_peak_74_lociStitched	chr1	71004411	71004511	1	101	0.0	15.92
1_Snai1_GM.nodup_peak_1108_lociStitched	chr3	81368006	81368106	1	101	3.45	11.42
1_Snai1_GM.nodup_peak_352_lociStitched	chr12	57959937	57960037	1	101	0.0	4.74
1_Snai1_GM.nodup_peak_88_lociStitched	chr1	81549057	81549157	1	101	0.0	13.75
1_Snai1_GM.nodup_peak_1138_lociStitched	chr3	117020640	117020740	1	101	0.0	8.8
1_Snai1_GM.nodup_peak_176_lociStitched	chr10	38098940	38099040	1	101	3.51	11.79
1_Snai1_GM.nodup_peak_1054_lociStitched	chr2	162031776	162031876	1	101	0.0	12.96
1_Snai1_GM.nodup_peak_1457_lociStitched	chr7	18951540	18951640	1	101	16.12	10.74
1_Snai1_GM.nodup_peak_1154_lociStitched	chr3	137014832	137014932	1	101	0.0	15.66
1_Snai1_GM.nodup_peak_1182_lociStitched	chr4	34270964	34271064	1	101	0.0	11.61
1_Snai1_GM.nodup_peak_1273_lociStitched	chr5	22236985	22237085	1	101	0.0	14.49
1_Snai1_GM.nodup_peak_1185_lociStitched	chr4	41324784	41324883	1	100	4.6926	15.543
1_Snai1_GM.nodup_peak_573_lociStitched	chr14	81645867	81645966	1	100	0.0	3.9204
1_Snai1_GM.nodup_peak_1759_lociStitched	chrX	65131128	65131227	1	100	0.0	6.3558
1_Snai1_GM.nodup_peak_1596_lociStitched	chr8	108573478	108573577	1	100	0.0	6.6528
1_Snai1_GM.nodup_peak_1049_lociStitched	chr2	158540835	158540934	1	100	5.6529	7.0884
1_Snai1_GM.nodup_peak_317_lociStitched	chr11	118555795	118555894	1	100	0.0	14.0184
1_Snai1_GM.nodup_peak_403_lociStitched	chr12	119608468	119608567	1	100	0.0	5.8707
1_Snai1_GM.nodup_peak_21_lociStitched	chr1	5022870	5022969	1	100	12.0186	14.8401
1_Snai1_GM.nodup_peak_678_lociStitched	chr15	84109053	84109152	1	100	0.0	8.3061
1_Snai1_GM.nodup_peak_1232_lociStitched	chr4	133814014	133814113	1	100	234.1449	5.8806
1_Snai1_GM.nodup_peak_474_lociStitched	chr13	107419461	107419560	1	100	0.0	12.7215
1_Snai1_GM.nodup_peak_1753_lociStitched	chrX	36657072	36657171	1	100	0.0	1.2375
1_Snai1_GM.nodup_peak_1114_lociStitched	chr3	86677632	86677731	1	100	0.0	6.9003
1_Snai1_GM.nodup_peak_708_lociStitched	chr16	39414102	39414201	1	100	0.0	6.1974
1_Snai1_GM.nodup_peak_1442_lociStitched	chr6	128469567	128469666	1	100	3.1977	7.9893
1_Snai1_GM.nodup_peak_188_lociStitched	chr10	51616550	51616649	1	100	0.0	0.0
1_Snai1_GM.nodup_peak_575_lociStitched	chr14	86039752	86039851	1	100	0.0	5.346
1_Snai1_GM.nodup_peak_442_lociStitched	chr13	69852476	69852575	1	100	0.0	10.989
1_Snai1_GM.nodup_peak_1383_lociStitched	chr6	35905296	35905395	1	100	0.0	8.4546
1_Snai1_GM.nodup_peak_1541_lociStitched	chr8	33161633	33161731	1	99	8.232	16.4542
1_Snai1_GM.nodup_peak_847_lociStitched	chr18	59495442	59495540	1	99	0.0	7.644
1_Snai1_GM.nodup_peak_1455_lociStitched	chr7	16147795	16147893	1	99	0.0	11.2798
1_Snai1_GM.nodup_peak_1269_lociStitched	chr5	20772514	20772612	1	99	0.0	8.5554
1_Snai1_GM.nodup_peak_214_lociStitched	chr10	93403008	93403106	1	99	86.1518	16.9638
1_Snai1_GM.nodup_peak_930_lociStitched	chr2	30693404	30693502	1	99	218.932	0.2548
1_Snai1_GM.nodup_peak_1076_lociStitched	chr3	15173800	15173898	1	99	3.1654	13.3378
1_Snai1_GM.nodup_peak_759_lociStitched	chr17	27228694	27228792	1	99	0.0	9.7314
1_Snai1_GM.nodup_peak_1326_lociStitched	chr5	114015264	114015362	1	99	0.0	3.6652
1_Snai1_GM.nodup_peak_694_lociStitched	chr16	9215280	9215378	1	99	0.0	10.6624
1_Snai1_GM.nodup_peak_434_lociStitched	chr13	51052845	51052942	1	98	0.0	0.8342
1_Snai1_GM.nodup_peak_515_lociStitched	chr14	37016054	37016151	1	98	0.0	11.1938
1_Snai1_GM.nodup_peak_56_lociStitched	chr1	54367068	54367165	1	98	0.0	3.1428
1_Snai1_GM.nodup_peak_1714_lociStitched	chr9	99218430	99218527	1	98	0.0	9.5351
1_Snai1_GM.nodup_peak_854_lociStitched	chr18	66561099	66561196	1	98	5.9655	9.8552
1_Snai1_GM.nodup_peak_1608_lociStitched	chr8	126404657	126404754	1	98	9.1859	9.1374
1_Snai1_GM.nodup_peak_282_lociStitched	chr11	78952600	78952697	1	98	5.9655	10.1074
1_Snai1_GM.nodup_peak_548_lociStitched	chr14	65058972	65059069	1	98	0.0	7.663
1_Snai1_GM.nodup_peak_1107_lociStitched	chr3	80837187	80837284	1	98	0.0	2.91
1_Snai1_GM.nodup_peak_995_lociStitched	chr2	104299305	104299402	1	98	0.0	7.5951
1_Snai1_GM.nodup_peak_1578_lociStitched	chr8	87531331	87531428	1	98	0.7372	10.2626
1_Snai1_GM.nodup_peak_1248_lociStitched	chr4	151289132	151289229	1	98	5.432	9.5836
1_Snai1_GM.nodup_peak_1681_lociStitched	chr9	61484533	61484630	1	98	0.0	10.4566
1_Snai1_GM.nodup_peak_65_lociStitched	chr1	63614764	63614861	1	98	0.0	5.9461
1_Snai1_GM.nodup_peak_396_lociStitched	chr12	110183045	110183141	1	97	0.0	7.1328
1_Snai1_GM.nodup_peak_93_lociStitched	chr1	88187356	88187452	1	97	0.0	8.9952
1_Snai1_GM.nodup_peak_822_lociStitched	chr18	25309662	25309758	1	97	0.0	14.6688
1_Snai1_GM.nodup_peak_682_lociStitched	chr15	87138850	87138946	1	97	0.0	6.0576
1_Snai1_GM.nodup_peak_1281_lociStitched	chr5	28107616	28107712	1	97	0.0	2.64
1_Snai1_GM.nodup_peak_203_lociStitched	chr10	74830930	74831026	1	97	0.0	2.1984
1_Snai1_GM.nodup_peak_1289_lociStitched	chr5	37131983	37132079	1	97	5.088	8.4576
1_Snai1_GM.nodup_peak_208_lociStitched	chr10	87586861	87586957	1	97	0.0	19.9008
1_Snai1_GM.nodup_peak_206_lociStitched	chr10	81037469	81037565	1	97	10.4928	24.72
1_Snai1_GM.nodup_peak_401_lociStitched	chr12	116808039	116808135	1	97	0.0	12.3072
1_Snai1_GM.nodup_peak_1095_lociStitched	chr3	56789404	56789500	1	97	0.0	8.4576
1_Snai1_GM.nodup_peak_1362_lociStitched	chr6	5999015	5999111	1	97	0.0	9.216
1_Snai1_GM.nodup_peak_1491_lociStitched	chr7	88228950	88229046	1	97	0.0	11.4912
1_Snai1_GM.nodup_peak_652_lociStitched	chr15	63829100	63829196	1	97	0.0	21.4752
1_Snai1_GM.nodup_peak_1574_lociStitched	chr8	84471419	84471515	1	97	20.2752	17.6448
1_Snai1_GM.nodup_peak_1506_lociStitched	chr7	107196082	107196178	1	97	0.0	7.152
1_Snai1_GM.nodup_peak_1413_lociStitched	chr6	82296543	82296639	1	97	0.0	6.1344
1_Snai1_GM.nodup_peak_1339_lociStitched	chr5	128917387	128917483	1	97	0.0	2.2272
1_Snai1_GM.nodup_peak_1534_lociStitched	chr8	10022955	10023050	1	96	15.9505	8.1415
1_Snai1_GM.nodup_peak_266_lociStitched	chr11	59584700	59584795	1	96	0.0	10.412
1_Snai1_GM.nodup_peak_1433_lociStitched	chr6	108052957	108053052	1	96	0.0	2.204
1_Snai1_GM.nodup_peak_1468_lociStitched	chr7	44335761	44335856	1	96	0.0	0.0
1_Snai1_GM.nodup_peak_576_lociStitched	chr14	86307890	86307985	1	96	11.058	8.8065
1_Snai1_GM.nodup_peak_1022_lociStitched	chr2	134268640	134268735	1	96	0.0	4.617
1_Snai1_GM.nodup_peak_254_lociStitched	chr11	35985129	35985224	1	96	0.0	3.8855
1_Snai1_GM.nodup_peak_1499_lociStitched	chr7	98195327	98195422	1	96	5.32	11.248
1_Snai1_GM.nodup_peak_1061_lociStitched	chr2	172321046	172321141	1	96	0.0	17.4705
1_Snai1_GM.nodup_peak_1190_lociStitched	chr4	66399244	66399339	1	96	0.0	4.4935
1_Snai1_GM.nodup_peak_223_lociStitched	chr10	110676669	110676764	1	96	0.0	17.442
1_Snai1_GM.nodup_peak_559_lociStitched	chr14	73861946	73862041	1	96	0.0	15.0005
1_Snai1_GM.nodup_peak_186_lociStitched	chr10	44072304	44072399	1	96	4.1325	15.1145
1_Snai1_GM.nodup_peak_286_lociStitched	chr11	81005982	81006077	1	96	0.0	6.7545
1_Snai1_GM.nodup_peak_1121_lociStitched	chr3	99311046	99311141	1	96	0.0	8.645
1_Snai1_GM.nodup_peak_771_lociStitched	chr17	35270122	35270217	1	96	0.0	0.0
1_Snai1_GM.nodup_peak_1701_lociStitched	chr9	86208515	86208609	1	95	10.5186	7.8866
1_Snai1_GM.nodup_peak_720_lociStitched	chr16	58237729	58237823	1	95	0.0	7.8772
1_Snai1_GM.nodup_peak_1519_lociStitched	chr7	125985719	125985813	1	95	0.0	1.9176
1_Snai1_GM.nodup_peak_1067_lociStitched	chr2	180417865	180417959	1	95	7.3508	4.7752
1_Snai1_GM.nodup_peak_1256_lociStitched	chr4	155953279	155953373	1	95	4.1266	16.1586
1_Snai1_GM.nodup_peak_262_lociStitched	chr11	54343871	54343965	1	95	0.0	14.0718
1_Snai1_GM.nodup_peak_675_lociStitched	chr15	80477228	80477322	1	95	5.2546	9.8418
1_Snai1_GM.nodup_peak_336_lociStitched	chr12	29465347	29465441	1	95	5.7152	7.9054
1_Snai1_GM.nodup_peak_849_lociStitched	chr18	62196196	62196290	1	95	3.8446	0.9964
1_Snai1_GM.nodup_peak_755_lociStitched	chr17	22230870	22230964	1	95	0.0	4.3616
1_Snai1_GM.nodup_peak_527_lociStitched	chr14	50720063	50720157	1	95	0.0	6.9278
1_Snai1_GM.nodup_peak_151_lociStitched	chr1	190527332	190527426	1	95	0.0	2.7824
1_Snai1_GM.nodup_peak_160_lociStitched	chr10	12324349	12324443	1	95	0.0	3.713
1_Snai1_GM.nodup_peak_283_lociStitched	chr11	79593667	79593760	1	94	6.0543	20.181
1_Snai1_GM.nodup_peak_773_lociStitched	chr17	46858513	46858606	1	94	114.3993	0.8649
1_Snai1_GM.nodup_peak_673_lociStitched	chr15	80277785	80277878	1	94	0.0	12.2109
1_Snai1_GM.nodup_peak_1226_lociStitched	chr4	124633439	124633532	1	94	6.9564	3.4596
1_Snai1_GM.nodup_peak_1396_lociStitched	chr6	48136999	48137092	1	94	1.3578	7.626
1_Snai1_GM.nodup_peak_722_lociStitched	chr16	59249858	59249951	1	94	13.8291	7.7376
1_Snai1_GM.nodup_peak_596_lociStitched	chr14	103536491	103536584	1	94	0.0	6.6123
1_Snai1_GM.nodup_peak_1304_lociStitched	chr5	66443240	66443333	1	94	0.0	7.0773
1_Snai1_GM.nodup_peak_285_lociStitched	chr11	80717999	80718092	1	94	0.0	14.0058
1_Snai1_GM.nodup_peak_1379_lociStitched	chr6	33126714	33126807	1	94	0.0	10.2951
1_Snai1_GM.nodup_peak_1430_lociStitched	chr6	103754072	103754165	1	94	0.0	7.3749
1_Snai1_GM.nodup_peak_681_lociStitched	chr15	84965736	84965829	1	94	8.8536	18.4512
1_Snai1_GM.nodup_peak_1082_lociStitched	chr3	30521707	30521800	1	94	0.0	5.3661
1_Snai1_GM.nodup_peak_261_lociStitched	chr11	53263499	53263592	1	94	11.532	12.648
1_Snai1_GM.nodup_peak_1301_lociStitched	chr5	62483668	62483761	1	94	5.1987	8.7792
1_Snai1_GM.nodup_peak_1118_lociStitched	chr3	91213456	91213549	1	94	6.2217	5.1987
1_Snai1_GM.nodup_peak_745_lociStitched	chr17	7741134	7741227	1	94	0.0	8.5746
1_Snai1_GM.nodup_peak_1790_lociStitched	chrX	126693294	126693387	1	94	5.1987	0.0
1_Snai1_GM.nodup_peak_717_lociStitched	chr16	47616101	47616193	1	93	0.0	0.0
1_Snai1_GM.nodup_peak_1060_lociStitched	chr2	172241196	172241288	1	93	0.0	7.0196
1_Snai1_GM.nodup_peak_1458_lociStitched	chr7	24359416	24359508	1	93	9.9544	17.0844
1_Snai1_GM.nodup_peak_1729_lociStitched	chr9	117973546	117973638	1	93	8.4824	8.602
1_Snai1_GM.nodup_peak_1334_lociStitched	chr5	122565306	122565398	1	93	2.6036	5.7132
1_Snai1_GM.nodup_peak_1131_lociStitched	chr3	110240497	110240589	1	93	0.0	3.0452
1_Snai1_GM.nodup_peak_1104_lociStitched	chr3	68023047	68023139	1	93	0.0	5.7684
1_Snai1_GM.nodup_peak_479_lociStitched	chr13	115181667	115181759	1	93	2.7416	17.0936
1_Snai1_GM.nodup_peak_852_lociStitched	chr18	66069265	66069357	1	93	0.0	4.14
1_Snai1_GM.nodup_peak_202_lociStitched	chr10	74564706	74564798	1	93	12.696	7.7832
1_Snai1_GM.nodup_peak_524_lociStitched	chr14	48940539	48940631	1	93	0.0	11.4356
1_Snai1_GM.nodup_peak_1778_lociStitched	chrX	98645225	98645317	1	93	2.1528	7.3324
1_Snai1_GM.nodup_peak_987_lociStitched	chr2	98330125	98330217	1	93	0.0	5.9248
1_Snai1_GM.nodup_peak_993_lociStitched	chr2	99571267	99571359	1	93	0.0	11.3988
1_Snai1_GM.nodup_peak_677_lociStitched	chr15	82921253	82921345	1	93	5.1704	10.4236
1_Snai1_GM.nodup_peak_1250_lociStitched	chr4	152287060	152287152	1	93	9.7244	7.3048
1_Snai1_GM.nodup_peak_109_lociStitched	chr1	123848611	123848703	1	93	6.9276	6.1916
1_Snai1_GM.nodup_peak_389_lociStitched	chr12	100268156	100268248	1	93	0.0	7.3692
1_Snai1_GM.nodup_peak_1725_lociStitched	chr9	111320059	111320151	1	93	0.0	7.8844
1_Snai1_GM.nodup_peak_635_lociStitched	chr15	37599493	37599585	1	93	5.7684	8.694
1_Snai1_GM.nodup_peak_1518_lociStitched	chr7	124742222	124742314	1	93	0.0	7.9488
1_Snai1_GM.nodup_peak_1036_lociStitched	chr2	147483638	147483730	1	93	3.2844	4.6644
1_Snai1_GM.nodup_peak_1373_lociStitched	chr6	22093010	22093102	1	93	0.0	3.9928
1_Snai1_GM.nodup_peak_879_lociStitched	chr19	10403258	10403350	1	93	0.0	18.262
1_Snai1_GM.nodup_peak_424_lociStitched	chr13	41999839	41999931	1	93	0.0	7.0564
1_Snai1_GM.nodup_peak_544_lociStitched	chr14	63758521	63758612	1	92	0.0	9.5095
1_Snai1_GM.nodup_peak_1588_lociStitched	chr8	97448306	97448397	1	92	0.0	2.7118
1_Snai1_GM.nodup_peak_783_lociStitched	chr17	70963698	70963789	1	92	30.1392	112.7217
1_Snai1_GM.nodup_peak_375_lociStitched	chr12	86213228	86213319	1	92	0.0	7.7805
1_Snai1_GM.nodup_peak_1677_lociStitched	chr9	56738416	56738507	1	92	5.0869	12.2577
1_Snai1_GM.nodup_peak_192_lociStitched	chr10	56840885	56840976	1	92	0.0	13.7865
1_Snai1_GM.nodup_peak_765_lociStitched	chr17	30344251	30344342	1	92	5.5965	8.1809
1_Snai1_GM.nodup_peak_672_lociStitched	chr15	79791672	79791763	1	92	0.0546	6.5793
1_Snai1_GM.nodup_peak_142_lociStitched	chr1	177382982	177383073	1	92	0.455	8.3447
1_Snai1_GM.nodup_peak_132_lociStitched	chr1	159868976	159869067	1	92	0.0	4.2952
1_Snai1_GM.nodup_peak_1234_lociStitched	chr4	136907221	136907312	1	92	0.0	8.3902
1_Snai1_GM.nodup_peak_1327_lociStitched	chr5	115489542	115489633	1	92	3.3397	6.4428
1_Snai1_GM.nodup_peak_1600_lociStitched	chr8	114281272	114281363	1	92	0.0	8.5085
1_Snai1_GM.nodup_peak_938_lociStitched	chr2	39082968	39083059	1	92	0.0	2.7391
1_Snai1_GM.nodup_peak_1456_lociStitched	chr7	16227340	16227431	1	92	0.0	6.9069
1_Snai1_GM.nodup_peak_831_lociStitched	chr18	38075490	38075581	1	92	5.1415	8.7724
1_Snai1_GM.nodup_peak_378_lociStitched	chr12	92040610	92040701	1	92	0.0	4.2952
1_Snai1_GM.nodup_peak_795_lociStitched	chr17	81460644	81460735	1	92	0.0	4.5864
1_Snai1_GM.nodup_peak_1096_lociStitched	chr3	57118143	57118234	1	92	0.0	12.4943
1_Snai1_GM.nodup_peak_1039_lociStitched	chr2	148217282	148217373	1	92	0.0	9.9463
1_Snai1_GM.nodup_peak_713_lociStitched	chr16	44253480	44253570	1	91	0.0	11.304
1_Snai1_GM.nodup_peak_130_lociStitched	chr1	155722319	155722409	1	91	0.0	14.166
1_Snai1_GM.nodup_peak_928_lociStitched	chr2	29573734	29573824	1	91	7.551	8.082
1_Snai1_GM.nodup_peak_1449_lociStitched	chr7	4178601	4178691	1	91	0.0	14.193
1_Snai1_GM.nodup_peak_1012_lociStitched	chr2	124732592	124732682	1	91	0.0	6.48
1_Snai1_GM.nodup_peak_757_lociStitched	chr17	25400601	25400691	1	91	0.0	11.502
1_Snai1_GM.nodup_peak_1398_lociStitched	chr6	48912242	48912332	1	91	3.393	9.153
1_Snai1_GM.nodup_peak_229_lociStitched	chr10	120817882	120817972	1	91	14.283	7.605
1_Snai1_GM.nodup_peak_240_lociStitched	chr11	4750409	4750499	1	91	1.638	13.068
1_Snai1_GM.nodup_peak_969_lociStitched	chr2	79460796	79460886	1	91	0.0	11.502
1_Snai1_GM.nodup_peak_468_lociStitched	chr13	104380904	104380994	1	91	0.0	10.071
1_Snai1_GM.nodup_peak_850_lociStitched	chr18	63977218	63977308	1	91	0.0	6.084
1_Snai1_GM.nodup_peak_58_lociStitched	chr1	56839053	56839143	1	91	0.0	12.177
1_Snai1_GM.nodup_peak_1279_lociStitched	chr5	27737295	27737385	1	91	2.682	7.317
1_Snai1_GM.nodup_peak_764_lociStitched	chr17	29457957	29458047	1	91	147.843	11.556
1_Snai1_GM.nodup_peak_253_lociStitched	chr11	33787525	33787615	1	91	0.0	4.635
1_Snai1_GM.nodup_peak_1425_lociStitched	chr6	95223659	95223749	1	91	0.0	21.24
1_Snai1_GM.nodup_peak_23_lociStitched	chr1	8860212	8860301	1	90	0.0	6.3279
1_Snai1_GM.nodup_peak_1489_lociStitched	chr7	82625499	82625588	1	90	0.0	13.9107
1_Snai1_GM.nodup_peak_127_lociStitched	chr1	150639657	150639746	1	90	0.0	6.7017
1_Snai1_GM.nodup_peak_1669_lociStitched	chr9	42652870	42652959	1	90	0.0	9.2649
1_Snai1_GM.nodup_peak_291_lociStitched	chr11	84944101	84944190	1	90	11.8459	4.4589
1_Snai1_GM.nodup_peak_1075_lociStitched	chr3	11851175	11851264	1	90	0.0	4.1919
1_Snai1_GM.nodup_peak_394_lociStitched	chr12	107869626	107869715	1	90	0.0	5.6782
1_Snai1_GM.nodup_peak_1756_lociStitched	chrX	51742322	51742411	1	90	0.0	8.8021
1_Snai1_GM.nodup_peak_610_lociStitched	chr14	121112315	121112404	1	90	79.0854	10.6355
1_Snai1_GM.nodup_peak_337_lociStitched	chr12	31336257	31336346	1	90	0.0	6.6572
1_Snai1_GM.nodup_peak_432_lociStitched	chr13	48375846	48375935	1	90	2.4297	8.4906
1_Snai1_GM.nodup_peak_806_lociStitched	chr18	5535801	5535890	1	90	0.0	7.7341
1_Snai1_GM.nodup_peak_581_lociStitched	chr14	87464161	87464250	1	90	13.3411	6.5415
1_Snai1_GM.nodup_peak_830_lociStitched	chr18	35977633	35977722	1	90	9.7544	7.1645
1_Snai1_GM.nodup_peak_1584_lociStitched	chr8	93469843	93469932	1	90	0.0	2.5899
1_Snai1_GM.nodup_peak_551_lociStitched	chr14	67809093	67809182	1	90	0.0	7.654
1_Snai1_GM.nodup_peak_1151_lociStitched	chr3	134619008	134619097	1	90	8.0011	3.1239
1_Snai1_GM.nodup_peak_1050_lociStitched	chr2	158584760	158584849	1	90	2.8836	4.895
1_Snai1_GM.nodup_peak_851_lociStitched	chr18	64266586	64266674	1	89	0.0	5.9312
1_Snai1_GM.nodup_peak_1068_lociStitched	chr2	180781503	180781591	1	89	0.0	4.4792
1_Snai1_GM.nodup_peak_662_lociStitched	chr15	73318850	73318938	1	89	0.0	22.6248
1_Snai1_GM.nodup_peak_1288_lociStitched	chr5	36836096	36836184	1	89	0.0	11.7216
1_Snai1_GM.nodup_peak_622_lociStitched	chr15	21656504	21656592	1	89	27.6848	527.2432
1_Snai1_GM.nodup_peak_231_lociStitched	chr10	122946540	122946628	1	89	5.9136	4.5056
1_Snai1_GM.nodup_peak_1057_lociStitched	chr2	164979899	164979987	1	89	0.0	10.2696
1_Snai1_GM.nodup_peak_94_lociStitched	chr1	88220526	88220614	1	89	0.0	50.5824
1_Snai1_GM.nodup_peak_1515_lociStitched	chr7	123503475	123503563	1	89	0.0	6.82
1_Snai1_GM.nodup_peak_126_lociStitched	chr1	149898991	149899079	1	89	6.1072	18.8232
1_Snai1_GM.nodup_peak_1027_lociStitched	chr2	139298700	139298788	1	89	0.0	5.1392
1_Snai1_GM.nodup_peak_1498_lociStitched	chr7	97605918	97606006	1	89	0.0	14.872
1_Snai1_GM.nodup_peak_386_lociStitched	chr12	97798430	97798518	1	89	0.0	2.992
1_Snai1_GM.nodup_peak_962_lociStitched	chr2	75594232	75594320	1	89	0.0	14.2472
1_Snai1_GM.nodup_peak_1053_lociStitched	chr2	161761952	161762040	1	89	0.0	4.3912
1_Snai1_GM.nodup_peak_1563_lociStitched	chr8	71433057	71433145	1	89	73.3128	640.8424
