GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Mtss1l	NM_198625	chr8:110695406-110732100	265
Vac14	NM_146216	chr8:110695406-110732100	265
Cplx3	NM_146223	chr9:57598115-57637993	266
Csk	NM_007783	chr9:57598115-57637993	266
Lman1l	NM_199222	chr9:57598115-57637993	266
Mpi	NM_025837	chr9:57598115-57637993	266
Cyp1a2	NM_009993	chr9:57598115-57637993	266
Cyp1a1	NM_009992	chr9:57598115-57637993	266
Ulk3	NM_027895	chr9:57598115-57637993	266
Scamp2	NM_022813	chr9:57598115-57637993	266
Tmod1	NM_021883	chr4:46042579-46095787	267
Ncbp1	NM_001033201	chr4:46042579-46095787	267
Tstd2	NM_173033	chr4:46042579-46095787	267
Znrf2	NM_199143	chr6:54749207-54771466	271
Mef2d	NM_133665	chr3:88138344-88150828	272
1700113A16Rik	NR_045997	chr3:88138344-88150828	272
Azin1	NM_001102458	chr15:38470811-38474871	274
Tead4	NM_011567	chr6:128232061-128297384,chr6:128232061-128297384	274,274
9330102E08Rik	NR_077223	chr6:128232061-128297384,chr6:128232061-128297384	274,274
Slc6a6	NM_009320	chr6:91643474-91675066	275
Ppfia4	NM_001144855	chr1:134265944-134307783,chr1:134265944-134307783	276,276
Myog	NM_031189	chr1:134265944-134307783,chr1:134265944-134307783	276,276
Adora1	NM_001039510	chr1:134265944-134307783,chr1:134265944-134307783	276,276
Frmd4a	NM_172475	chr2:4414025-4455563	279
Ddc	NM_016672	chr11:11820842-11857293	280
1700042O10Rik	NR_045178	chr11:11820842-11857293	280
Fignl1	NM_021891	chr11:11820842-11857293	280
E2f2	NM_177733	chr4:136165034-136178405	281
Asap3	NM_001008232	chr4:136165034-136178405	281
Id3	NM_008321	chr4:136165034-136178405	281
Trappc3	NM_013718	chr4:126259172-126269590	282
Col8a2	NM_199473	chr4:126259172-126269590	282
Map7d1	NM_001145970	chr4:126259172-126269590	282
Dapk2	NM_010019	chr9:66205820-66251370,chr9:66205820-66251370,chr9:66265855-66281936	358,358,283
Acta1	NM_009606	chr8:123868962-123892135	284
Ccsap	NM_028536	chr8:123868962-123892135	284
Notch2	NM_010928	chr3:98024296-98046602	285
D5Ertd579e	NM_001081232	chr5:36713151-36724578	286
Bloc1s4	NM_133724	chr5:36713151-36724578	286
Ano6	NM_001253813	chr15:95797413-95805521	289
Socs7	NM_138657	chr11:97397587-97442138	290
Gpr179	NM_001081220	chr11:97397587-97442138	290
Arhgap23	NM_021493	chr11:97397587-97442138	290
Tns1	NM_027884	chr1:73915100-73966848	291
Lama2	NM_008481	chr10:27378360-27385014	292
Prrt3	NM_172487	chr6:113481016-113523690	298
Il17rc	NM_178942	chr6:113481016-113523690	298
Emc3	NM_175101	chr6:113481016-113523690	298
Creld1	NM_133930	chr6:113481016-113523690	298
Fancd2	NM_001033244	chr6:113481016-113523690	298
Il17re	NM_145826	chr6:113481016-113523690	298
Jagn1	NM_001205025	chr6:113481016-113523690	298
Cidec	NM_178373	chr6:113481016-113523690	298
Sdccag8	NM_029756	chr1:176993808-177013979	299
Sap30bp	NM_020483	chr11:115945287-115963304	300
Smim6	NM_001162998	chr11:115945287-115963304	300
Itgb4	NM_001005608	chr11:115945287-115963304	300
Recql5	NM_130454	chr11:115945287-115963304	300
Smim5	NM_183259	chr11:115945287-115963304	300
Galk1	NM_016905	chr11:115945287-115963304	300
Gm8633	NR_045179	chr10:98324670-98329216	302
Rapgef1	NM_054050	chr2:29623412-29633320,chr2:29700717-29717119	919,303
Gm13547	NM_001177392	chr2:29700717-29717119	303
Fbxl2	NM_178624	chr9:114016100-114022532	304
Mir5128	NR_039590	chr9:114016100-114022532	304
Susd5	NM_001101510	chr9:114016100-114022532	304
Cdc42bpg	NM_001033342	chr19:6287115-6331529	307
Ehd1	NM_010119	chr19:6287115-6331529	307
Map4k2	NM_009006	chr19:6287115-6331529	307
Men1	NM_001168488	chr19:6287115-6331529	307
Atg2a	NM_194348	chr19:6287115-6331529	307
Sf1	NM_011750	chr19:6287115-6331529	307
Mir192	NR_029720	chr19:6287115-6331529	307
Mir194-2	NR_029830	chr19:6287115-6331529	307
Fam134b	NM_001034851	chr15:25914991-25916489,chr15:25948295-25963847	309,726
Mertk	NM_008587	chr2:128753263-128770808	309
Tmem87b	NM_028248	chr2:128753263-128770808	309
Rcan2	NM_030598	chr17:44026340-44031084	310
Enpp5	NM_032003	chr17:44026340-44031084	310
Iffo1	NM_001039669	chr6:125148215-125157508	310
Ncapd2	NM_146171	chr6:125148215-125157508	310
Mrpl51	NM_025595	chr6:125148215-125157508	310
Nop2	NM_138747	chr6:125148215-125157508	310
Gapdh	NM_008084	chr6:125148215-125157508	310
Scarna10	NR_028517	chr6:125148215-125157508	310
Myl4	NM_010858	chr11:104561092-104578329	311
Cdc27	NM_145436	chr11:104561092-104578329	311
Itgb3	NM_016780	chr11:104561092-104578329	311
Traf2	NM_009422	chr2:25533638-25542243	311
Lcn12	NM_029958	chr2:25533638-25542243	311
Gm996	NM_001005424	chr2:25533638-25542243	311
Mamdc4	NM_001081199	chr2:25533638-25542243	311
C8g	NM_001271777	chr2:25533638-25542243	311
Fbxw5	NM_013908	chr2:25533638-25542243	311
Phpt1	NM_029293	chr2:25533638-25542243	311
Edf1	NM_021519	chr2:25533638-25542243	311
Nol9	NM_001159599	chr4:152054519-152093146	312
Espn	NM_207688	chr4:152054519-152093146	312
Tnfrsf25	NM_033042	chr4:152054519-152093146	312
Zbtb48	NM_133879	chr4:152054519-152093146	312
Klhl21	NM_001033352	chr4:152054519-152093146	312
Tas1r1	NM_031867	chr4:152054519-152093146	312
Plekhg5	NM_001004156	chr4:152054519-152093146	312
Cuedc1	NM_198013	chr11:88105532-88119095	315
2210416O15Rik	NR_045499	chr11:88105532-88119095	315
Vezf1	NM_016686	chr11:88105532-88119095	315
Inpp4b	NM_001024617	chr8:81730600-81896306,chr8:81730600-81896306	316,316
Rnf141	NM_025999	chr7:110784644-110809304	320
Snord53	NR_028551	chr7:110784644-110809304	320
Bin1	NM_009668	chr18:32380778-32398848	321
A830052D11Rik	NR_045403	chr18:32380778-32398848	321
Agpat3	NM_053014	chr10:78287593-78306263	322
Trappc10	NM_001081055	chr10:78287593-78306263	322
Alox5	NM_009662	chr6:116405224-116418823	325
March8	NM_027920	chr6:116405224-116418823	325
Grasp	NM_019518	chr15:101228132-101260829	328
A330009N23Rik	NR_045328	chr15:101228132-101260829	328
6030408B16Rik	NR_033803	chr15:101228132-101260829	328
9430023L20Rik	NM_026566	chr15:101228132-101260829	328
Nr4a1	NM_010444	chr15:101228132-101260829	328
AU021063	NR_045996	chr15:101228132-101260829	328
Bcr	NM_001081412	chr10:75091759-75121442	329
Ldlrad4	NM_172631	chr18:67977876-67985759	331
Mir133b	NR_029902	chr1:20654343-20686231,chr1:20620703-20635178	1008,339
Mir206	NR_029593	chr1:20654343-20686231,chr1:20620703-20635178	1008,339
Pkhd1	NM_153179	chr1:20620703-20635178,chr1:20654343-20686231	1008,339
Il17a	NM_010552	chr1:20654343-20686231	339
Grtp1	NM_025768	chr8:13204552-13214179	340
Lamp1	NM_010684	chr8:13204552-13214179	340
Mir1968	NR_035494	chr8:13204552-13214179	340
Adprhl1	NM_172750	chr8:13204552-13214179	340
Sptbn1	NM_009260	chr11:30149037-30166505,chr11:30235322-30268223	342,426
Gatad2a	NM_001113346	chr8:69935785-69939978	343
Cilp2	NM_026818	chr8:69935785-69939978	343
Tssk6	NM_032004	chr8:69935785-69939978	343
Ndufa13	NM_023312	chr8:69935785-69939978	343
Hsf2bp	NM_028902	chr17:32012356-32023426	350
Rrp1b	NM_001163734	chr17:32012356-32023426	350
Pgs1	NM_133757	chr11:117912810-117950042	352
Tha1	NM_027919	chr11:117912810-117950042	352
Socs3	NM_007707	chr11:117912810-117950042	352
Ak2	NM_016895	chr4:128997395-129020814	354
Adc	NM_172875	chr4:128997395-129020814	354
Rnf19b	NM_029219	chr4:128997395-129020814	354
Srl	NM_175347	chr16:4497986-4551373	358
Tfap4	NM_031182	chr16:4497986-4551373	358
Glis2	NM_031184	chr16:4497986-4551373	358
2310043L19Rik	NR_037994	chr1:177623264-177646459	360
Kif5c	NM_008449	chr2:49730369-49750320	362
Lypd6b	NM_027990	chr2:49730369-49750320	362
Fktn	NM_139309	chr4:53757154-53760032	363
Tal2	NM_009317	chr4:53757154-53760032	363
Usp29	NM_021323	chr7:6747762-6765586	363
Mir3099	NR_037213	chr7:6747762-6765586	363
Peg3as	NR_023846	chr7:6747762-6765586	363
Peg3	NM_008817	chr7:6747762-6765586	363
Gm14635	NR_045321	chrX:12319202-12329873	364
2310022B05Rik	NM_175149	chr8:124630527-124652744	365
Gm5105	NR_037975	chr3:138049504-138070231,chr3:138097824-138105361	484,366
Mttp	NM_001163457	chr3:138097824-138105361	366
Trmt10a	NM_175389	chr3:138097824-138105361	366
Camk1g	NM_144817	chr1:193330309-193347182	367
Lamb3	NM_008484	chr1:193330309-193347182	367
Ank	NM_020332	chr15:27570501-27595927,chr15:27570501-27595927	368,368
Fam105b	NM_001013792	chr15:27570501-27595927,chr15:27570501-27595927	368,368
Slc25a33	NM_027460	chr4:149820568-149856697	370
Pdgfb	NM_011057	chr15:79984054-80028264,chr15:80052107-80075604	389,371
Snord43	NR_028281	chr15:80052107-80075604	371
Syngr1	NM_009303	chr15:80052107-80075604	371
Rpl3	NM_013762	chr15:80052107-80075604	371
Snord83b	NR_028282	chr15:80052107-80075604	371
Ubtd1	NM_145500	chr19:41993615-42018172	372
Mms19	NM_028152	chr19:41993615-42018172	372
Ankrd2	NM_020033	chr19:41993615-42018172	372
Hoga1	NM_026152	chr19:41993615-42018172	372
4933411K16Rik	NM_025752	chr19:41993615-42018172	372
Map3k14	NM_016896	chr11:103227428-103246725	374
1700023F06Rik	NM_001254724	chr11:103227428-103246725	374
Spata32	NM_177801	chr11:103227428-103246725	374
Dcakd	NM_026551	chr11:102984622-103003663	375
Nmt1	NM_008707	chr11:102984622-103003663	375
2410004I01Rik	NR_037963	chr11:102984622-103003663	375
C1ql1	NM_011795	chr11:102984622-103003663	375
Neb	NM_010889	chr2:52319020-52335334	376
4930573O16Rik	NR_040620	chr2:52319020-52335334	376
Ap1b1	NM_007454	chr11:5009769-5016596	378
Rasl10a	NM_145216	chr11:5009769-5016596	378
Gas2l1	NM_144560	chr11:5009769-5016596	378
Fgd2	NM_013710	chr17:29330712-29342253,chr17:29409711-29440336,chr17:29409711-29440336	761,378,378
Tmem182	NM_001081198	chr1:40833591-40842622	381
Mfsd9	NM_172499	chr1:40833591-40842622	381
Hecw2	NM_001001883	chr1:53808845-53824462,chr1:53845887-53857061	693,382
Chd3	NM_146019	chr11:69356653-69384171	383
A030009H04Rik	NR_027827	chr11:69356653-69384171	383
Kcnab3	NM_010599	chr11:69356653-69384171	383
Cntrob	NM_172560	chr11:69356653-69384171	383
Trappc1	NM_001024206	chr11:69356653-69384171	383
Tmem88	NM_025915	chr11:69356653-69384171	383
Kdm6b	NM_001017426	chr11:69356653-69384171	383
Cyb5d1	NM_001045525	chr11:69356653-69384171	383
Lsmd1	NM_030083	chr11:69356653-69384171	383
A730056A06Rik	NR_040325	chr7:73352250-73372673	387
Rgma	NM_177740	chr7:73352250-73372673	387
Nfic	NM_026756	chr10:81406535-81434087	390
Mfsd12	NM_028657	chr10:81406535-81434087	390
Fzr1	NM_019757	chr10:81406535-81434087	390
2210404O07Rik	NM_001099917	chr10:81406535-81434087	390
Dohh	NM_133964	chr10:81406535-81434087	390
4930404N11Rik	NM_001014836	chr10:81406535-81434087	390
Celf5	NM_176954	chr10:81406535-81434087	390
Slco3a1	NM_001038643	chr7:74391347-74417459,chr7:74442708-74458671	703,399
Sestd1	NM_175465	chr2:77177632-77200698	401
Stx8	NM_018768	chr11:68022964-68049614	402
Gm20748	NR_045420	chr18:61609784-61633805	407
Mir145	NR_029557	chr18:61609784-61633805	407
Mir143	NR_029601	chr18:61609784-61633805	407
Mir143hg	NR_045402	chr18:61609784-61633805	407
Ric8b	NM_183172	chr10:84997857-85013756	409
Nrap	NM_008733	chr19:56367806-56374247	410
Casp7	NM_007611	chr19:56367806-56374247	410
Tmem19	NM_133683	chr10:115328596-115332861	411
Rab21	NM_024454	chr10:115328596-115332861	411
C1qtnf3	NM_001204134	chr15:10917816-10942167	414
Amacr	NM_008537	chr15:10917816-10942167	414
Gab1	NM_021356	chr8:80804197-80815677	420
Celf2	NM_001110231	chr2:7089042-7090854	422
Aff1	NM_133919	chr5:103766539-103790180,chr5:103766539-103790180	422,422
Arhgap26	NM_175164	chr18:39240572-39251231	426
Masp1	NM_008555	chr16:23497466-23502845	429
Arhgef10l	NM_172415	chr4:140601054-140637133,chr4:140601054-140637133	429,429
Hk2	NM_013820	chr6:82747164-82754116	432
Loxl1	NM_010729	chr9:58266697-58275639	435
Pml	NM_008884	chr9:58266697-58275639	435
Stoml1	NR_028146	chr9:58266697-58275639	435
Sytl2	NM_001040088	chr7:90332835-90341933	436
Nav1	NM_173437	chr1:135466435-135491300	437
Ipo9	NM_153774	chr1:135466435-135491300	437
Neat1	NR_003513	chr19:5809085-5850436	437
Slc25a45	NM_134154	chr19:5809085-5850436,chr19:5928171-5944512	437,527
Frmd8	NM_026169	chr19:5809085-5850436	437
Scyl1	NM_023912	chr19:5809085-5850436	437
Tigd3	NM_198634	chr19:5809085-5850436,chr19:5928171-5944512	437,527
Malat1	NR_002847	chr19:5809085-5850436	437
Gbf1	NM_178930	chr19:46177138-46192320	438
Elovl3	NM_007703	chr19:46177138-46192320	438
Pitx3	NM_008852	chr19:46177138-46192320	438
Dip2c	NM_001081426	chr13:9310902-9354092	444
Trio	NM_001081302	chr15:27932056-27960012	446
Arhgef10	NM_172751	chr8:14986732-15003807	447
St3gal5	NM_011375	chr6:72106353-72112979,chr6:72139890-72155242	448,549
4933431G14Rik	NR_045163	chr6:72106353-72112979,chr6:72139890-72155242	448,549
Dusp14	NM_019819	chr11:84057536-84077325	450
Zfp568	NM_001167873	chr7:30008043-30010853	452
Zfp14	NM_011748	chr7:30008043-30010853	452
2810474O19Rik	NM_026054	chr6:149333179-149366115	456
Bicd1	NM_001112796	chr6:149333179-149366115	456
Plekha5	NM_144920	chr6:140535522-140551169	459
Scn10a	NM_009134	chr9:119628734-119639386	460
Scn5a	NM_021544	chr9:119628734-119639386	460
Top1	NM_009408	chr2:160603118-160621455	465
Ttll12	NM_183017	chr15:83571631-83583227	478
Tspo	NM_009775	chr15:83571631-83583227	478
Bik	NM_007546	chr15:83571631-83583227	478
Mcat	NM_001030014	chr15:83571631-83583227	478
Wdr70	NM_001081402	chr15:7921237-7931886	481
Rasa3	NM_009025	chr8:13665621-13673565	482
4932443I19Rik	NM_001101519	chr8:13665621-13673565	482
Sun1	NM_024451	chr5:139196960-139225520	487
Get4	NM_001163316	chr5:139196960-139225520	487
Heatr2	NM_001081265	chr5:139196960-139225520	487
Cyb5r3	NM_029787	chr15:83154397-83169885	488
Rnu12	NR_004432	chr15:83154397-83169885	488
Poldip3	NM_178627	chr15:83154397-83169885	488
Rrp7a	NM_029101	chr15:83154397-83169885	488
Elmsan1	NM_001163502	chr12:84174157-84198467	489
Pnma1	NM_027438	chr12:84174157-84198467	489
Gipc2	NM_016867	chr3:152143012-152149919	489
Dnajb4	NM_025926	chr3:152143012-152149919	489
2810433D01Rik	NR_033474	chr11:102615689-102644155	492
Fzd2	NM_020510	chr11:102615689-102644155	492
Gm1564	NM_001127576	chr11:102615689-102644155	492
Gm11627	NR_040286	chr11:102615689-102644155	492
Gtl3	NM_008187	chr8:95374546-95422465,chr8:95374546-95422465	494,494
Mmp15	NM_008609	chr8:95374546-95422465,chr8:95374546-95422465	494,494
Zfp319	NM_024467	chr8:95374546-95422465,chr8:95374546-95422465	494,494
Usb1	NM_133954	chr8:95374546-95422465,chr8:95374546-95422465	494,494
Srgap3	NM_080448	chr6:112848816-112879557	495
Mcl1	NM_008562	chr3:95692772-95702352	497
Ecm1	NM_007899	chr3:95692772-95702352	497
Adamtsl4	NM_144899	chr3:95692772-95702352	497
Camk2g	NM_001039139	chr14:20805049-20806815	499
Rab10	NM_016676	chr12:3316080-3323498	503
Kif3c	NM_008445	chr12:3316080-3323498	503
B230120H23Rik	NM_001164791	chr2:72308958-72321033	507
Smco2	NM_027059	chr6:146899667-146909245	507
Plekhm1	NM_183034	chr11:103375328-103409271	514
Gm11648	NR_045346	chr11:103375328-103409271	514
Arhgap27	NM_183288	chr11:103375328-103409271	514
Stard13	NM_001163493	chr5:151069592-151074510	514
Tjap1	NM_001252473	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Lrrc73	NM_001111142	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Abcc10	NM_145140	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Mir693	NR_030466	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Dlk2	NM_207666	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Polr1c	NM_009085	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Yipf3	NM_145353	chr17:46266153-46277914,chr17:46266153-46277914	515,515
Fgf7	NM_008008	chr2:126039415-126065186	515
Fam227b	NM_029455	chr2:126039415-126065186	515
Sh3pxd2b	NM_177364	chr11:32374672-32398771,chr11:32374672-32398771	517,517
Klhl5	NM_175174	chr5:65086641-65096382	518
Chmp6	NM_001085498	chr11:119856036-119891681	520
Atp6v1c1	NM_025494	chr15:38709426-38714649	520
Akip1	NM_020616	chr7:109707458-109716370	524
BC051019	NM_001040700	chr7:109707458-109716370	524
Ascl3	NM_020051	chr7:109707458-109716370	524
Tmem9b	NM_020050	chr7:109707458-109716370	524
4930488B22Rik	NR_040627	chr1:184663413-184675965	526
Pola2	NM_008893	chr19:5928171-5944512	527
Cdc42ep2	NM_026772	chr19:5928171-5944512	527
Dpf2	NM_011262	chr19:5928171-5944512	527
Slc22a20	NM_198650	chr19:5928171-5944512	527
Arhgap42	NM_027823	chr9:9180767-9199085	527
Gm16833	NR_045754	chr9:9180767-9199085	527
Adm	NM_009627	chr7:110619067-110654652	528
Sbf2	NM_177324	chr7:110619067-110654652	528
Srgap2	NM_001081011	chr1:131419418-131461202	530
Cnksr3	NM_172546	chr10:7111490-7150137	542
Egln3	NM_028133	chr12:54252137-54293598	542
Olfr225	NM_001011740	chr11:59628307-59640506	544
Mprip	NM_201245	chr11:59628307-59640506	544
Olfr223	NM_146429	chr11:59628307-59640506	544
Foxk1	NM_199068	chr5:142412746-142452611	550
Ap5z1	NM_172725	chr5:142412746-142452611	550
Fam222b	NM_145430	chr11:78153395-78173159	551
Traf4	NM_009423	chr11:78153395-78173159	551
Nek8	NM_080849	chr11:78153395-78173159	551
Rpl23a	NM_207523	chr11:78153395-78173159	551
Snord42a	NR_037682	chr11:78153395-78173159	551
Snord42b	NR_037683	chr11:78153395-78173159	551
Rab34	NM_001159482	chr11:78153395-78173159	551
Snord4a	NR_030702	chr11:78153395-78173159	551
Tlcd1	NM_026708	chr11:78153395-78173159	551
Proca1	NM_001045516	chr11:78153395-78173159	551
Cap2	NM_026056	chr13:46507962-46534772,chr13:46611093-46629722	552,979
Lphn3	NM_198702	chr5:81068986-81074331	552
Sorbs1	NM_009166	chr19:40368535-40394764,chr19:40429095-40433818	837,554
Hip1r	NM_145070	chr5:123975901-124007515	555
Vps37b	NM_177876	chr5:123975901-124007515	555
Ccdc62	NM_001134767	chr5:123975901-124007515	555
Map3k7cl	NM_144854	chr16:87567517-87574466	557
Gm5544	NM_001033779	chr3:97925412-97942700	558
Sec22b	NM_011342	chr3:97925412-97942700	558
Pde4dip	NM_001039376	chr3:97925412-97942700	558
Jph1	NM_020604	chr1:16996623-17008158	561
Arhgap10	NM_030113	chr8:77487850-77492660	565
0610038B21Rik	NR_028125	chr8:77487850-77492660	565
Nuak1	NM_001004363	chr10:84335487-84402334,chr10:84335487-84402334	570,570
Trit1	NM_025873	chr4:123034946-123036781	571
Mycl1	NM_008506	chr4:123034946-123036781	571
Zfp438	NM_178722	chr18:5380705-5397603	573
Emc7	NM_133749	chr2:112423416-112445738	576
Chrm5	NM_205783	chr2:112423416-112445738	576
Katnbl1	NM_024254	chr2:112423416-112445738	576
Aven	NM_028844	chr2:112423416-112445738	576
Ptma	NM_008972	chr1:86487243-86522733	578
Soga2	NM_001114098	chr17:66364401-66378481	585
Rab31	NM_133685	chr17:65701380-65704090	586
Aldh3b1	NM_026316	chr19:3923446-3926642	586
Unc93b1	NM_019449	chr19:3923446-3926642	586
Ndufs8	NM_144870	chr19:3923446-3926642	586
Tcirg1	NM_001167784	chr19:3923446-3926642	586
1700055N04Rik	NM_028545	chr19:3923446-3926642	586
Aldh3b2	NM_001177438	chr19:3923446-3926642	586
Ralgps1	NM_175211	chr2:33189207-33207394	587
Angptl2	NM_011923	chr2:33189207-33207394	587
Gng7	NM_010319	chr10:80937685-80969776	590
Lmnb2	NM_010722	chr10:80937685-80969776	590
Gadd45b	NM_008655	chr10:80937685-80969776	590
Timm13	NM_013895	chr10:80937685-80969776	590
Runx2	NR_073392	chr17:44647931-44654749	595
Sh3bp4	NM_133816	chr1:89108305-89130708	596
Pmepa1	NM_022995	chr2:173243261-173265115	597
Zbp1	NM_021394	chr2:173243261-173265115	597
Ssbp3	NM_198438	chr4:107003889-107018740	598
Mrpl37	NM_025500	chr4:107003889-107018740	598
Gpr1	NM_146250	chr1:63190898-63199688	599
Eef1b2	NM_018796	chr1:63190898-63199688	599
Snora41	NR_028558	chr1:63190898-63199688	599
Ndufs1	NM_001160040	chr1:63190898-63199688	599
Parvb	NM_133167	chr15:84235647-84260249	600
Samm50	NM_178614	chr15:84235647-84260249	600
St5	NR_037617	chr7:109628931-109637650	602
Rhoq	NM_145491	chr17:86937772-86973667	608
Atp6v1e2	NM_029121	chr17:86937772-86973667	608
Tmem247	NM_030104	chr17:86937772-86973667	608
Mcu	NM_001033259	chr10:59623562-59642664	609
Sae1	NM_019748	chr7:16357546-16365545	611
Bbc3	NM_133234	chr7:16357546-16365545	611
Zc3h4	NM_198631	chr7:16357546-16365545	611
Lims1	NM_026148	chr10:58341832-58359422	612
Mast4	NM_175171	chr13:103239536-103247516	613
Abhd11	NM_145215	chr5:134951583-134960931	613
Wbscr27	NM_024479	chr5:134951583-134960931	613
Cldn4	NM_009903	chr5:134951583-134960931	613
Cldn3	NM_009902	chr5:134951583-134960931	613
Wbscr25	NR_026907	chr5:134951583-134960931	613
Cldn13	NM_020504	chr5:134951583-134960931	613
Wbscr28	NM_194065	chr5:134951583-134960931	613
A530065N20Rik	NR_046142	chr13:60002161-60012939	614
Kcnj12	NM_001267593	chr11:61014238-61063494	615
Tekt5	NM_001099275	chr16:10331247-10380017	621
Emp2	NM_007929	chr16:10331247-10380017	621
Nubp1	NM_011955	chr16:10331247-10380017	621
Myeov2	NR_028108	chr1:92676486-92683703	623
Otos	NM_153114	chr1:92676486-92683703	623
H6pd	NM_173371	chr4:149975409-150012406	623
Spsb1	NM_029035	chr4:149975409-150012406	623
9930013L23Rik	NM_030728	chr7:84015170-84033231	625
Schip1	NM_013928	chr3:68608827-68610445	629
Gm21949	NM_001113419	chr3:68608827-68610445	629
Dyrk1a	NM_007890	chr16:94533217-94544746	630
Dscr3	NM_007834	chr16:94533217-94544746	630
Fbxl13	NM_177076	chr5:21519274-21529374	630
Lrrc17	NM_028977	chr5:21519274-21529374	630
Zbtb20	NM_019778	chr16:43574287-43592358	632
Mir568	NR_030576	chr16:43574287-43592358	632
Rprd1b	NM_027434	chr2:158049406-158066744	637
Tti1	NM_029282	chr2:158049406-158066744	637
2010009K17Rik	NR_040609	chr2:158049406-158066744	637
Rin3	NM_001161365	chr12:102285991-102305676	638
Vmn1r44	NM_053227	chr6:89859851-89864140	641
Vmn1r43	NM_053220	chr6:89859851-89864140	641
Vmn1r42	NM_053221	chr6:89859851-89864140	641
Mylk2	NM_001081044	chr2:152901424-152914727	650
Ttll9	NM_001083618	chr2:152901424-152914727	650
Foxs1	NM_010226	chr2:152901424-152914727	650
Dusp15	NM_145744	chr2:152901424-152914727	650
Cux1	NM_009986	chr5:136522947-136532318	650
Mboat1	NM_153546	chr13:30186585-30199881	652
Jdp2	NM_030887	chr12:85602229-85607802	655
Kremen1	NM_032396	chr11:5168544-5197456	657
Emid1	NM_080595	chr11:5168544-5197456	657
Rpl14	NM_025974	chr9:120519043-120532346	659
Eif1b	NM_026892	chr9:120519043-120532346	659
5830454E08Rik	NR_073359	chr9:120519043-120532346	659
Entpd3	NM_178676	chr9:120519043-120532346	659
Sh3rf1	NM_021506	chr8:61185320-61194639	661
1700112E06Rik	NM_028275	chr14:22608754-22651494	662
Abr	NM_198018	chr11:76487139-76497907	665
Sohlh2	NM_028937	chr3:55191675-55195377	666
Dclk1	NM_001111053	chr3:55191675-55195377	666
Pion	NM_175437	chr5:21144480-21148608	675
Tmem38a	NM_144534	chr8:72566044-72589566	676
Smim7	NM_172396	chr8:72566044-72589566	676
Med26	NM_027485	chr8:72566044-72589566	676
Anxa6	NM_001110211	chr11:55005146-55027448	678
Tnip1	NM_001199275	chr11:55005146-55027448	678
E2f8	NM_001013368	chr7:48870161-48888193	692
Csrp3	NM_013808	chr7:48870161-48888193	692
Stk17b	NM_133810	chr1:53808845-53824462	693
Cdkal1	NM_144536	chr13:29737853-29746867	696
Iqca	NM_029122	chr1:90148308-90164778	698
Cxcr7	NM_007722	chr1:90148308-90164778	698
Slc38a4	NM_027052	chr15:97089593-97105145	702
Tmprss6	NM_027902	chr15:78503954-78512313	708
Sstr3	NM_009218	chr15:78503954-78512313	708
Il2rb	NM_008368	chr15:78503954-78512313	708
C1qtnf6	NM_001204153	chr15:78503954-78512313	708
Ldlrad3	NM_178886	chr2:102112017-102142627	714
Airn	NR_027772	chr17:12745362-12760635	724
Igf2r	NM_010515	chr17:12745362-12760635	724
Fhl3	NM_010213	chr4:124696103-124709273	725
Utp11l	NM_026031	chr4:124696103-124709273	725
Mir698	NR_030480	chr4:124696103-124709273	725
Inpp5b	NM_008385	chr4:124696103-124709273	725
Sf3a3	NM_029157	chr4:124696103-124709273	725
Pou3f1	NM_011141	chr4:124696103-124709273	725
Mir697	NR_030479	chr4:124696103-124709273	725
Zfp622	NM_144523	chr15:25948295-25963847	726
Cspg4	NM_139001	chr9:56860469-56894335	728
Imp3	NM_133976	chr9:56860469-56894335	728
Snx33	NM_175483	chr9:56860469-56894335	728
Odf3l1	NM_198673	chr9:56860469-56894335	728
Rabgap1l	NM_013862	chr1:160520729-160531691	730
Gpr52	NM_001146330	chr1:160520729-160531691	730
Arhgef17	NM_001081116	chr7:100911935-100960689	749
P2ry6	NM_183168	chr7:100911935-100960689	749
Relt	NM_177073	chr7:100911935-100960689	749
Mir3102	NR_037289	chr7:100911935-100960689	749
Capn8	NM_001145806	chr1:182520218-182528270	751
Capn2	NM_009794	chr1:182520218-182528270	751
Kank1	NM_181404	chr19:25426480-25440081	753
Nudt14	NM_025399	chr12:112937870-112961715	755
Jag2	NM_010588	chr12:112937870-112961715	755
D830013O20Rik	NR_046013	chr12:73402279-73417620	759
Mtch1	NM_019880	chr17:29330712-29342253	761
Pi16	NM_023734	chr17:29330712-29342253	761
Bsn	NM_007567	chr9:108104773-108137946	763
Apeh	NM_146226	chr9:108104773-108137946	763
Mst1	NM_008243	chr9:108104773-108137946	763
Rnf123	NM_032543	chr9:108104773-108137946	763
Myoz1	NM_021508	chr14:20651107-20664757	771
Synpo2l	NM_175132	chr14:20651107-20664757	771
Sec24c	NM_172596	chr14:20651107-20664757	771
Fut11	NM_028428	chr14:20651107-20664757	771
Chchd1	NM_025366	chr14:20651107-20664757	771
