CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr12	98994371	98996712	2_TAP_Pax7_MB_peak_8288_lociStitched			Ttc8	214
chrX	140660886	140666773	3_TAP_Pax7_MB_peak_38287_lociStitched		Mid2	Mid2	215
chr8	84501295	84502352	2_Pbx1mb_peak_17234_lociStitched	Cacna1a		Cacna1a	217
chrUn_GL456367	1026	13309	4_TAP_Pax7_MB_peak_36737_lociStitched				217
chr7	143798618	143801700	2_Pbx1mb_peak_16490_lociStitched	Nadsyn1	Mrgpre,Mrgprg,Dhcr7	Mrgpre	218
chr13	41364315	41375971	2_TAP_Pax7_MB_peak_9268_lociStitched	Nedd9	Nedd9	Nedd9	219
chr15	76190118	76193037	2_Pbx1mb_peak_6307_lociStitched	Plec	Plec,Mir1942	Plec	219
chr10	96621661	96633256	4_Pbx1mb_peak_2427_lociStitched	Btg1		Btg1	221
chr7	82405539	82413414	3_TAP_Pax7_MB_peak_32218_lociStitched	Adamtsl3		Adamtsl3	221
chr2	59874721	59886344	2_TAP_Pax7_MB_peak_20567_lociStitched	Wdsub1		Wdsub1	223
chr6	135319391	135332170	4_Pbx1mb_peak_15587_lociStitched		Pbp2,Emp1	Pbp2	223
chr14	118568023	118576206	2_TAP_Pax7_MB_peak_12516_lociStitched	Abcc4		Abcc4	224
chr1	151662895	151693241	7_Pbx1mb_peak_1028_lociStitched	Fam129a		Edem3	225
chr17	23993588	24000808	2_Pbx1mb_peak_7728_lociStitched	Prss22	Prss27,Sbpl,Prss30	Prss22	227
chr9	47684296	47699119	3_TAP_Pax7_MB_peak_35511_lociStitched	Cadm1		Gm10677	227
chr14	70170222	70173809	2_Pbx1mb_peak_5223_lociStitched	Pdlim2	Sorbs3,9930012K11Rik,2610301G19Rik	Pdlim2	228
chr4	84728702	84741389	3_TAP_Pax7_MB_peak_26235_lociStitched			Bnc2	228
chr17	84148590	84153418	3_Pbx1mb_peak_8362_lociStitched		Zfp36l2	Zfp36l2	229
chr16	94446325	94453043	2_TAP_Pax7_MB_peak_15980_lociStitched	Ttc3		Dscr3	230
chr3	104992807	105001702	2_Pbx1mb_peak_11883_lociStitched		Wnt2b	Wnt2b	230
chr1	170051660	170061379	2_TAP_Pax7_MB_peak_2604_lociStitched	Ddr2		Ddr2	233
chr11	65055673	65066830	3_TAP_Pax7_MB_peak_6176_lociStitched	Arhgap44		Elac2	235
chr15	39925965	39929494	2_TAP_Pax7_MB_peak_13296_lociStitched	Lrp12	AU022793	Lrp12	236
chr7	112202207	112213984	3_Pbx1mb_peak_16283_lociStitched		Dkk3,Mical2	Mical2	236
chr4	150050359	150060427	2_Pbx1mb_peak_13444_lociStitched		Mir34a,Gpr157,H6pd	Mir34a	237
chr13	47351223	47368259	5_TAP_Pax7_MB_peak_9375_lociStitched			Rnf144b	238
chr15	27777583	27784582	4_Pbx1mb_peak_5689_lociStitched	Trio		Fam105a	238
chr3	122317346	122349030	6_Pbx1mb_peak_12008_lociStitched		Dnttip2,Mir760	Mir760	239
chr4	50167344	50167453	1_TAP_Pax7_MB_peak_25713_lociStitched			Grin3a	239
chr12	108927397	108937177	2_TAP_Pax7_MB_peak_8386_lociStitched	Wdr25	Wars	Wdr25	240
chr4	133729358	133737355	2_TAP_Pax7_MB_peak_26905_lociStitched	Arid1a		Arid1a	241
chr9	62621214	62632579	3_Pbx1mb_peak_18345_lociStitched		Itga11	Itga11	241
chr5	113629281	113634713	3_Pbx1mb_peak_14172_lociStitched	Cmklr1		Cmklr1	242
chr4	8199842	8213340	3_TAP_Pax7_MB_peak_25058_lociStitched	Car8		Car8	243
chr6	115513178	115539194	4_Pbx1mb_peak_15400_lociStitched		Tsen2	Tsen2	243
chr8	107198566	107209515	4_Pbx1mb_peak_17607_lociStitched		Cyb5b	Cyb5b	244
chr17	3481928	3492127	2_TAP_Pax7_MB_peak_16033_lociStitched	Tiam2	Cldn20	Cldn20	245
chr14	121112054	121112404	2_TAP_Pax7_MB_peak_12587_lociStitched, 1_Snai1_GM.nodup_peak_610_lociStitched	Farp1		Farp1	246, 22
chr15	77069036	77098231	5_Pbx1mb_peak_6337_lociStitched, 2_TAP_Pax7_MB_peak_14041_lociStitched	Rbfox2	Mb,Apol6	Mb	247, 154
chr2	77235189	77250137	3_TAP_Pax7_MB_peak_20912_lociStitched	Sestd1		Sestd1	247
chr9	41805651	41810927	3_TAP_Pax7_MB_peak_35427_lociStitched			Mir125b-1	248
chr3	106830221	106832358	2_TAP_Pax7_MB_peak_23901_lociStitched		Cd53,Olfr266	Olfr266	251
chr1	187293710	187303344	2_TAP_Pax7_MB_peak_2924_lociStitched	Gpatch2		Gpatch2	252
chr1	156679797	156686484	2_TAP_Pax7_MB_peak_2348_lociStitched	Fam20b	Tor3a	Tor3a	253
chr4	138343310	138363883	4_Pbx1mb_peak_13334_lociStitched	Cda	Pink1,Ddost,Fam43b	Cda	253
chr4	86040204	86045760	2_TAP_Pax7_MB_peak_26258_lociStitched		Adamtsl1	Adamtsl1	254
chr1	136656992	136665796	2_TAP_Pax7_MB_peak_2003_lociStitched		Zfp281,Gm19705,Gm16880	Gm19705	255
chr2	32341569	32343320	3_Pbx1mb_peak_9889_lociStitched	Dnm1	Ciz1,Mir199b,Lcn2,1110008P14Rik	Dnm1	255
chr2	116971916	116979917	2_Pbx1mb_peak_10492_lociStitched			D330050G23Rik	256
chr7	35747620	35747870	1_TAP_Pax7_MB_peak_31596_lociStitched	Dpy19l3		Dpy19l3	256
chr17	64081077	64098215	3_TAP_Pax7_MB_peak_16776_lociStitched	Fert2		Fert2	257
chr5	52864385	52865814	2_TAP_Pax7_MB_peak_27909_lociStitched	Anapc4		Anapc4	258
chr16	55547374	55558205	2_TAP_Pax7_MB_peak_15203_lociStitched			Nfkbiz	259
chr4	45142792	45149458	2_TAP_Pax7_MB_peak_25645_lociStitched		Frmpd1,Tomm5	Tomm5	260
chr6	88746286	88774356	5_Pbx1mb_peak_15168_lociStitched	Mgll		Mgll	260
chr3	9151166	9156888	2_TAP_Pax7_MB_peak_22502_lociStitched			4930539M17Rik	261
chr12	17220644	17230972	2_Pbx1mb_peak_2827_lociStitched		Kcnf1,Pdia6	Pdia6	262
chr8	54273180	54275805	2_TAP_Pax7_MB_peak_33938_lociStitched			Vegfc	262
chr14	47634498	47638409	2_TAP_Pax7_MB_peak_11390_lociStitched		Ktn1	Ktn1	263
chr5	142963901	142974948	2_Pbx1mb_peak_14473_lociStitched	Fscn1		Fscn1	263
chr5	136661228	136664363	2_TAP_Pax7_MB_peak_29070_lociStitched		Myl10	Myl10	264
chr4	133431623	133440533	2_TAP_Pax7_MB_peak_26903_lociStitched		Fam46b	Fam46b	265
chr5	93020470	93022438	2_TAP_Pax7_MB_peak_28529_lociStitched		Sowahb	Sowahb	267
chr7	143506158	143518894	2_TAP_Pax7_MB_peak_33045_lociStitched	Nap1l4	Phlda2,Slc22a18,Cdkn1c	Phlda2	268
chr8	90876346	90877640	2_Pbx1mb_peak_17401_lociStitched	Chd9		Chd9	268
chr11	102918247	102921030	2_TAP_Pax7_MB_peak_6595_lociStitched	Kif18b	Fam187a,Gfap,2410004I01Rik,Ccdc103,C1ql1,Eftud2	Kif18b	269
chr4	55253878	55276818	3_TAP_Pax7_MB_peak_25784_lociStitched			Rad23b	270
chr9	96781978	96800457	3_Pbx1mb_peak_18682_lociStitched, 2_TAP_Pax7_MB_peak_36382_lociStitched		C430002N11Rik,E030011O05Rik	C430002N11Rik	270, 37
chr5	139099571	139119005	5_Pbx1mb_peak_14428_lociStitched	Prkar1b	Heatr2	Prkar1b	271
chr9	114914472	114921500	3_TAP_Pax7_MB_peak_36609_lociStitched	Gpd1l		Gpd1l	272
chr13	99216541	99220311	2_TAP_Pax7_MB_peak_10092_lociStitched	Zfp366		Zfp366	274
chr5	77361221	77373205	3_Pbx1mb_peak_13945_lociStitched	Igfbp7		Igfbp7	274
chr3	126587331	126612029	3_Pbx1mb_peak_12058_lociStitched	Camk2d	Camk2d	Camk2d	275
chr18	60891256	60900412	5_Pbx1mb_peak_8792_lociStitched		Tcof1,Arsi,Camk2a	Arsi	276
chr10	31465941	31473001	2_TAP_Pax7_MB_peak_3682_lociStitched		Tpd52l1	Tpd52l1	277
chr2	75609885	75622501	3_Pbx1mb_peak_10214_lociStitched		Gm6793,Hnrnpa3	Hnrnpa3	277
chr18	82479821	82494283	4_Pbx1mb_peak_9046_lociStitched, 1_TAP_Pax7_MB_peak_18533_lociStitched	Mbp		Mbp	278, 489
chr4	139165460	139170646	2_TAP_Pax7_MB_peak_26948_lociStitched		Capzb,Minos1,Gm16287	Gm16287	278
chr2	178018317	178028966	2_TAP_Pax7_MB_peak_22392_lociStitched	Etohi1	Zfp931	Etohi1	279
chr5	135702707	135714140	4_Pbx1mb_peak_14374_lociStitched	Por	Tmem120a	Por	279
chr14	78015601	78020711	5_TAP_Pax7_MB_peak_11851_lociStitched			Fam216b	280
chr2	167816979	167828607	3_Pbx1mb_peak_11003_lociStitched			Ptpn1	281
chr4	89509336	89522063	2_TAP_Pax7_MB_peak_26346_lociStitched			Dmrta1	281
chr1	60814971	60838463	3_TAP_Pax7_MB_peak_879_lociStitched			Cd28	282
chr10	93421976	93433968	5_Pbx1mb_peak_2347_lociStitched		Lta4h	Lta4h	282
chr2	51283130	51289228	2_TAP_Pax7_MB_peak_20374_lociStitched	Gm13497		Gm13497	283
chr9	102777488	102784619	3_Pbx1mb_peak_18734_lociStitched		Gm5627	Gm5627	283
chr3	145829186	145846494	3_TAP_Pax7_MB_peak_24683_lociStitched	Ddah1		Ddah1	286
chr12	69537652	69539637	2_Pbx1mb_peak_3045_lociStitched		Mettl21d	Mettl21d	287
chr6	15726612	15750936	5_TAP_Pax7_MB_peak_29462_lociStitched	Mdfic		Mdfic	287
chr3	34331511	34333883	3_TAP_Pax7_MB_peak_22829_lociStitched			Sox2ot	288
chr8	86881395	86888866	3_Pbx1mb_peak_17338_lociStitched	N4bp1		N4bp1	288
chr7	139284121	139293054	2_TAP_Pax7_MB_peak_33015_lociStitched		Pwwp2b	Pwwp2b	289
chr10	73379122	73379299	1_TAP_Pax7_MB_peak_4383_lociStitched			A330049N07Rik	290
chr1	131236172	131239620	2_Pbx1mb_peak_819_lociStitched	Rassf5	Ikbke	Rassf5	291
chr4	137640421	137641943	2_TAP_Pax7_MB_peak_26936_lociStitched	Usp48	Rap1gap	Rap1gap	291
chr5	3518607	3532815	3_TAP_Pax7_MB_peak_27147_lociStitched	Cdk6	Fam133b,1700109H08Rik	Fam133b	292
chr10	77206998	77207187	1_TAP_Pax7_MB_peak_4440_lociStitched		Col18a1	Col18a1	293
chr8	93888206	93890203	3_Pbx1mb_peak_17475_lociStitched	Gnao1		4930488L21Rik	293
chr1	189716356	189719841	3_Pbx1mb_peak_1498_lociStitched		Cenpf,Ptpn14	Ptpn14	294
chr8	124070746	124081183	2_TAP_Pax7_MB_peak_34850_lociStitched		Mir1967,Urb2,Taf5l	Urb2	294
chr7	111365093	111367614	3_TAP_Pax7_MB_peak_32628_lociStitched			1700012D14Rik	295
chr4	4634965	4640127	2_TAP_Pax7_MB_peak_25009_lociStitched			Impad1	297
chr14	46699961	46707010	3_TAP_Pax7_MB_peak_11374_lociStitched			Cdkn3	298
chr3	152108683	152122942	3_Pbx1mb_peak_12294_lociStitched	Gipc2		Gipc2	299
chr8	94870525	94880971	2_Pbx1mb_peak_17527_lociStitched	Dok4	Coq9,Ccdc102a,Ciapin1,Polr2c,Gpr114	Dok4	300
chr17	26529718	26536032	2_Pbx1mb_peak_7771_lociStitched		Dusp1,Ergic1	Dusp1	301
chr3	101423314	101434281	2_TAP_Pax7_MB_peak_23832_lociStitched	Igsf3		Igsf3	302
chr8	94702693	94715035	4_Pbx1mb_peak_17515_lociStitched		Arl2bp,Pllp,Ccl22	Pllp	302
chr12	69510969	69512288	2_TAP_Pax7_MB_peak_7769_lociStitched		5830428M24Rik	5830428M24Rik	303
chr2	144120990	144123402	2_TAP_Pax7_MB_peak_22035_lociStitched			Gm5535	304
chr8	86437252	86454152	4_Pbx1mb_peak_17317_lociStitched			Abcc12	305
chr11	68271305	68271635	2_TAP_Pax7_MB_peak_6217_lociStitched	Ntn1		Ntn1	306
chr14	117930330	117938884	2_Pbx1mb_peak_5429_lociStitched	Gpc6		Dct	307
chr6	17509716	17530328	4_TAP_Pax7_MB_peak_29531_lociStitched	Met		Met	307
chr7	139550198	139556541	2_TAP_Pax7_MB_peak_33021_lociStitched	Inpp5a	Nkx6-2	Nkx6-2	308
chr17	44624947	44629970	2_TAP_Pax7_MB_peak_16510_lociStitched	Runx2		Runx2	309
chr19	58072062	58077700	2_TAP_Pax7_MB_peak_19550_lociStitched	Atrnl1		Gm10007	310
chr6	125410907	125425695	4_Pbx1mb_peak_15507_lociStitched		Plekhg6	Plekhg6	310
chr13	63093091	63097722	2_TAP_Pax7_MB_peak_9551_lociStitched	2010111I01Rik		2010111I01Rik	311
chr9	106371857	106378410	2_Pbx1mb_peak_18769_lociStitched	Dusp7		Dusp7	311
chr5	118078685	118079969	2_TAP_Pax7_MB_peak_28865_lociStitched	Fbxw8		Tesc	312
chr1	34023012	34033818	3_TAP_Pax7_MB_peak_457_lociStitched	Dst		Dst	313
chr10	77116565	77130814	4_Pbx1mb_peak_2150_lociStitched	Col18a1	Col18a1	Col18a1	313
chr15	38244971	38268938	4_Pbx1mb_peak_5804_lociStitched		Odf1,Klf10	Odf1	314
chr2	145737320	145749876	2_TAP_Pax7_MB_peak_22061_lociStitched, 2_TAP_Pax3_MB_peak_676_lociStitched	BC039771	Rin2	BC039771	314, 8
chr8	64825460	64835267	2_TAP_Pax7_MB_peak_34112_lociStitched		Klhl2	Klhl2	316
chr8	120368811	120382826	3_Pbx1mb_peak_17709_lociStitched			Gse1	316
chr1	70996442	71006192	2_TAP_Pax7_MB_peak_1097_lociStitched			Bard1	317
chr5	34533849	34536118	3_Pbx1mb_peak_13738_lociStitched	Sh3bp2	Add1,Sh3bp2,Tnip2	Sh3bp2	317
chr4	134986232	134999192	2_Pbx1mb_peak_13261_lociStitched			Syf2	318
chr9	83110091	83122050	3_TAP_Pax7_MB_peak_36144_lociStitched	Hmgn3		Hmgn3	318
chr14	20155092	20162895	3_Pbx1mb_peak_4737_lociStitched	Kcnk5		Kcnk5	319
chr17	73082684	73085365	3_TAP_Pax7_MB_peak_16907_lociStitched		Lclat1	Lclat1	320
chr4	120062451	120067597	2_Pbx1mb_peak_13110_lociStitched, 2_MyoD_MB_peak_1784_lociStitched	Hivep3		Edn2	320, 66
chr15	5192997	5196333	2_TAP_Pax7_MB_peak_12700_lociStitched	Ttc33	Prkaa1,Ptger4	Ttc33	321
chr18	80654372	80656902	3_Pbx1mb_peak_9038_lociStitched	Nfatc1		Nfatc1	321
chr4	62198040	62215360	5_TAP_Pax7_MB_peak_25888_lociStitched	Zfp37	Mup21	Zfp37	322
chr3	122481963	122483726	3_Pbx1mb_peak_12017_lociStitched	Bcar3		Bcar3	323
chr16	23449902	23456950	3_Pbx1mb_peak_6986_lociStitched	Masp1	Rtp1	Rtp1	324
chr18	12301667	12312973	2_TAP_Pax7_MB_peak_17389_lociStitched	Ankrd29	Lama3	Ankrd29	325
chr1	184906026	184912369	2_TAP_Pax7_MB_peak_2885_lociStitched	Mark1	C130074G19Rik	C130074G19Rik	326
chr2	30863707	30865502	2_Pbx1mb_peak_9864_lociStitched	Prrx2	Asb6,Ptges	Prrx2	326
chr14	54059014	54063009	2_TAP_Pax7_MB_peak_11466_lociStitched			Dad1	327
chr15	77325657	77344014	3_Pbx1mb_peak_6349_lociStitched		Rbfox2	Rbfox2	327
chr9	43668814	43685005	3_Pbx1mb_peak_18120_lociStitched			Pvrl1	328
chr9	45797120	45800930	2_TAP_Pax7_MB_peak_35480_lociStitched	Cep164	Bace1	Cep164	328
chr1	133959451	133991553	9_Pbx1mb_peak_872_lociStitched		Prelp,Fmod	Prelp	329
chr2	113639336	113648376	2_TAP_Pax7_MB_peak_21466_lociStitched	Fmn1		4930533B01Rik	329
chr13	104621213	104622516	2_TAP_Pax7_MB_peak_10196_lociStitched			Cwc27	331
chr16	92778018	92788900	5_Pbx1mb_peak_7438_lociStitched	Runx1	Runx1	Runx1	332
chr5	53519264	53527637	2_TAP_Pax7_MB_peak_27930_lociStitched		Rbpj	Rbpj	332
chr6	94401830	94407142	2_TAP_Pax7_MB_peak_30635_lociStitched			Slc25a26	333
chr7	99421565	99432632	3_Pbx1mb_peak_16221_lociStitched	Gdpd5	Klhl35,Snord15b	Klhl35	333
chr12	15703457	15704746	2_TAP_Pax7_MB_peak_6981_lociStitched			Trib2	334
chr2	33753572	33760881	4_Pbx1mb_peak_9921_lociStitched	Mvb12b	Nron	Nron	334
chr8	121283264	121289746	2_Pbx1mb_peak_17729_lociStitched			Foxl1	335
chr6	86049663	86053617	2_TAP_Pax7_MB_peak_30532_lociStitched	Add2	Add2,Figla	Add2	337
chr9	102751694	102763858	4_Pbx1mb_peak_18732_lociStitched	Gm5627	Amotl2	Gm5627	337
chr4	8512480	8522356	3_TAP_Pax7_MB_peak_25066_lociStitched		Rab2a	Rab2a	338
chr13	41321389	41340472	4_Pbx1mb_peak_3940_lociStitched	Nedd9		Nedd9	340
chr2	7106423	7121538	3_TAP_Pax7_MB_peak_19691_lociStitched	Celf2	Celf2	Celf2	340
chr2	30760741	30772948	2_Pbx1mb_peak_9862_lociStitched		Ntmt1,1700001O22Rik,Mir3089	1700001O22Rik	341
chr8	35894865	35919426	4_TAP_Pax7_MB_peak_33579_lociStitched		5430403N17Rik	5430403N17Rik	341
chr8	22679091	22683773	2_TAP_Pax7_MB_peak_33338_lociStitched	Ikbkb	A930013F10Rik,Polb,Ikbkb	Ikbkb	342
chr8	68727546	68740448	2_Pbx1mb_peak_16998_lociStitched	Csgalnact1	Csgalnact1	Csgalnact1	342
chr1	51120786	51123230	2_TAP_Pax7_MB_peak_715_lociStitched	Tmeff2		Sdpr	343
chr15	99547651	99554107	2_Pbx1mb_peak_6712_lociStitched		Faim2,Aqp2,Aqp5,Aqp6	Faim2	344
chr3	58245382	58254293	2_TAP_Pax7_MB_peak_23222_lociStitched			1700007F19Rik	344
chr10	83144315	83152863	2_Pbx1mb_peak_2257_lociStitched	Chst11		Chst11	345
chr2	93694621	93703102	2_TAP_Pax7_MB_peak_21169_lociStitched	Ext2		Alx4	345
chr12	76051647	76063004	2_TAP_Pax7_MB_peak_7907_lociStitched	Syne2		Esr2	346
chr17	27200839	27207407	2_Pbx1mb_peak_7789_lociStitched	Lemd2	Ip6k3	Lemd2	346
chr14	68041195	68042361	2_TAP_Pax7_MB_peak_11661_lociStitched		Nefl	Nefl	347
chr3	52176227	52181660	3_Pbx1mb_peak_11365_lociStitched			Maml3	347
chr15	57745705	57761488	4_Pbx1mb_peak_6017_lociStitched	Zhx2		Zhx2	348
chr17	47909705	47914976	2_TAP_Pax7_MB_peak_16547_lociStitched	Foxp4		Foxp4	348
chr1	121351048	121402636	7_Pbx1mb_peak_750_lociStitched, 5_TAP_Pax7_MB_peak_1794_lociStitched		Insig2,Ccdc93	Insig2	349, 80
chr13	109625456	109633456	3_TAP_Pax7_MB_peak_10299_lociStitched	Pde4d		Mir1904	349
chr13	3745056	3746736	2_TAP_Pax7_MB_peak_8538_lociStitched			Calml3	350
chr9	65217927	65219665	2_TAP_Pax7_MB_peak_35806_lociStitched	Parp16	Cilp	Parp16	351
chr1	45576491	45587913	2_TAP_Pax7_MB_peak_644_lociStitched			Col5a2	352
chr7	142084021	142089167	2_Pbx1mb_peak_16475_lociStitched	Dusp8	Mob2	Dusp8	352
chr17	44033718	44035364	2_TAP_Pax7_MB_peak_16501_lociStitched	Rcan2	Enpp5	Enpp5	353
chr7	101786816	101799576	2_TAP_Pax7_MB_peak_32537_lociStitched	Clpb	Phox2a,Inppl1,Folr2	Phox2a	354
chr4	135526317	135538683	2_TAP_Pax7_MB_peak_26919_lociStitched	Stpg1	Nipal3,Grhl3	Stpg1	355
chr11	72332953	72338029	4_TAP_Pax7_MB_peak_6259_lociStitched		Xaf1,Tekt1,Fbxo39	Fbxo39	356
chr15	38457268	38458647	2_Pbx1mb_peak_5808_lociStitched			Azin1	357
chr2	156245842	156247568	2_TAP_Pax7_MB_peak_22177_lociStitched	Phf20		Phf20	357
chr12	90685492	90694493	2_TAP_Pax7_MB_peak_8124_lociStitched		Dio2	Dio2	358
chr18	75342133	75345116	2_Pbx1mb_peak_8969_lociStitched		Smad7,2010010A06Rik	Smad7	358
chr4	133485867	133494658	2_Pbx1mb_peak_13238_lociStitched	Fam46b,Trnp1	1810019J16Rik	Trnp1	359
chr6	54213828	54221613	3_TAP_Pax7_MB_peak_30114_lociStitched	Chn2		Chn2	359
chr2	166400286	166406764	2_TAP_Pax7_MB_peak_22293_lociStitched		5031425F14Rik	5031425F14Rik	360
chr8	91897538	91909967	6_Pbx1mb_peak_17432_lociStitched			Irx3	360
chr12	25098618	25110685	5_Pbx1mb_peak_2851_lociStitched		Id2,Gm17746	Id2	361
chr3	27677838	27680120	2_TAP_Pax7_MB_peak_22719_lociStitched	Fndc3b		Fndc3b	362
chr7	66374841	66377471	3_Pbx1mb_peak_15977_lociStitched	Lrrk1		Lrrk1	362
chr14	76476811	76482692	4_Pbx1mb_peak_5303_lociStitched	Tsc22d1	Tsc22d1,4930444M15Rik	Tsc22d1	364
chr4	124710169	124710284	1_TAP_Pax7_MB_peak_26847_lociStitched		Utp11l,Mir698,Inpp5b,Fhl3,Sf3a3,Mir697	Sf3a3	365
chr14	22725681	22734651	3_TAP_Pax7_MB_peak_10836_lociStitched	1700112E06Rik		4930405A10Rik	366
chr13	98679511	98679701	1_TAP_Pax7_MB_peak_10086_lociStitched		Tmem174,Tmem171	Tmem171	367
chr8	40895470	40896459	2_TAP_Pax7_MB_peak_33656_lociStitched	Slc7a2	Pdgfrl	Pdgfrl	368
chr10	21839403	21844848	2_TAP_Pax7_MB_peak_3436_lociStitched		Sgk1	Sgk1	370
chr1	70079431	70085374	2_TAP_Pax7_MB_peak_1074_lociStitched	Spag16		Spag16	371
chr14	120377112	120381652	2_TAP_Pax7_MB_peak_12566_lociStitched	Mbnl2		Rap2a	372
chr2	175269396	175280985	2_TAP_Pax7_MB_peak_22367_lociStitched	0610010B08Rik,Gm14440,Gm14288		Gm14440	374
chr7	133022681	133035487	2_TAP_Pax7_MB_peak_32913_lociStitched	Ctbp2	Ctbp2	Ctbp2	375
chr5	136382352	136391117	2_TAP_Pax7_MB_peak_29061_lociStitched	Cux1	Mir721	Mir721	376
chr15	64492173	64504201	3_TAP_Pax7_MB_peak_13856_lociStitched			Asap1	377
chr1	168344147	168356214	2_TAP_Pax7_MB_peak_2564_lociStitched	Pbx1		Pbx1	378
chr10	17631999	17633212	2_TAP_Pax7_MB_peak_3349_lociStitched			Cited2	379
chr13	85419424	85431199	3_TAP_Pax7_MB_peak_9842_lociStitched			Rasa1	381
chr8	77805625	77813131	2_TAP_Pax7_MB_peak_34256_lociStitched			Ednra	382
chr7	29484456	29486058	2_TAP_Pax7_MB_peak_31565_lociStitched	Sipa1l3		Sipa1l3	384
chr9	13538230	13545706	2_TAP_Pax7_MB_peak_35045_lociStitched			Maml2	385
chr1	177336583	177341659	4_TAP_Pax7_MB_peak_2738_lociStitched			Akt3	386
chr12	69388546	69393830	4_TAP_Pax7_MB_peak_7763_lociStitched		Nemf,Arf6	Arf6	387
chr9	96771340	96773346	2_TAP_Pax7_MB_peak_36379_lociStitched	C430002N11Rik	Zbtb38,E030011O05Rik	C430002N11Rik	388
chr6	136541676	136541855	1_TAP_Pax7_MB_peak_31180_lociStitched	Atf7ip		Atf7ip	389
chr6	134449363	134462749	5_TAP_Pax7_MB_peak_31147_lociStitched	Lrp6		Bcl2l14	390
chr11	121647375	121647547	1_TAP_Pax7_MB_peak_6791_lociStitched	B3gntl1		B3gntl1	391
chr18	57818916	57821061	2_TAP_Pax7_MB_peak_18156_lociStitched			Slc12a2	392
chr5	31831944	31835990	2_TAP_Pax7_MB_peak_27604_lociStitched	Bre		Bre	394
chr12	52338334	52351059	3_TAP_Pax7_MB_peak_7507_lociStitched			Arhgap5	395
chr10	83129773	83134423	2_TAP_Pax7_MB_peak_4466_lociStitched	Chst11		Chst11	397
chr1	128398491	128400144	2_TAP_Pax7_MB_peak_1913_lociStitched	Dars	Mcm6	Dars	398
chr12	71472090	71483767	2_TAP_Pax7_MB_peak_7797_lociStitched			4930404H11Rik	399
chr2	163458199	163464501	2_TAP_Pax7_MB_peak_22273_lociStitched		2310001K24Rik,Gdap1l1,R3hdml,3230401D17Rik,Fitm2	2310001K24Rik	400
chr3	41600524	41602063	2_TAP_Pax7_MB_peak_22952_lociStitched	Phf17		Phf17	401
chr10	39170088	39172063	2_TAP_Pax7_MB_peak_3853_lociStitched		Tube1,Wisp3,Fam229b	Wisp3	402
chr6	146205292	146214738	2_TAP_Pax7_MB_peak_31313_lociStitched	Itpr2		Sspn	405
chr9	23188306	23194935	2_TAP_Pax7_MB_peak_35150_lociStitched		Bmper	Bmper	406
chr10	12884850	12890740	2_TAP_Pax7_MB_peak_3234_lociStitched		Utrn,B230208H11Rik	Utrn	407
chr6	121165473	121177484	2_TAP_Pax7_MB_peak_31033_lociStitched		Pex26,Tuba8,Mical3	Pex26	408
chr16	92552999	92553145	1_TAP_Pax7_MB_peak_15951_lociStitched			Clic6	409
chr2	140093550	140106028	4_TAP_Pax7_MB_peak_21922_lociStitched		Tasp1	Tasp1	410
chr16	43437516	43438724	2_TAP_Pax7_MB_peak_14895_lociStitched	Zbtb20	Gm15713	Gm15713	411
chr17	78279442	78291966	2_TAP_Pax7_MB_peak_17002_lociStitched	Crim1		Crim1	412
chr4	41494702	41500690	2_TAP_Pax7_MB_peak_25602_lociStitched	AI464131	Kif24,1110017D15Rik,Nudt2,1700066J24Rik	AI464131	413
chr3	131478938	131485608	2_TAP_Pax7_MB_peak_24323_lociStitched			Papss1	414
chr13	60260378	60277232	3_TAP_Pax7_MB_peak_9498_lociStitched			Gm5084	415
chr2	113689733	113691932	3_TAP_Pax7_MB_peak_21468_lociStitched	4930533B01Rik,Fmn1		4930533B01Rik	416
chr15	99147800	99157550	2_TAP_Pax7_MB_peak_14267_lociStitched	Spats2	Dnajc22	Spats2	418
chr14	120323285	120324354	2_TAP_Pax7_MB_peak_12562_lociStitched	Mbnl2	Mbnl2	Mbnl2	419
chr9	62818533	62818710	1_TAP_Pax7_MB_peak_35761_lociStitched		Fem1b,Gm10653,Cln6,Calml4	Fem1b	421
chr10	43632318	43638212	2_TAP_Pax7_MB_peak_3916_lociStitched		F830002L21Rik	F830002L21Rik	423
chr5	36165855	36174669	2_TAP_Pax7_MB_peak_27638_lociStitched, 2_TAP_Pax3_MB_peak_825_lociStitched	Sorcs2	Psapl1	Psapl1	426, 14
chr1	136229072	136229201	1_TAP_Pax7_MB_peak_1990_lociStitched	5730559C18Rik	Gpr25	5730559C18Rik	427
chr7	118510697	118514835	2_TAP_Pax7_MB_peak_32738_lociStitched		Coq7,Itpripl2	Coq7	429
chr9	49792863	49794310	2_TAP_Pax7_MB_peak_35544_lociStitched	Ncam1		Ncam1	430
chr5	91095523	91111168	3_TAP_Pax7_MB_peak_28484_lociStitched		Ereg,Areg	Ereg	432
chr5	149206433	149216717	4_TAP_Pax7_MB_peak_29172_lociStitched	Uspl1	5730422E09Rik,Alox5ap,Uspl1	Uspl1	433
chr1	119902566	119903610	2_TAP_Pax7_MB_peak_1771_lociStitched		Tmem177	Tmem177	434
chr17	79745315	79749062	3_TAP_Pax7_MB_peak_17034_lociStitched		Cyp1b1	Cyp1b1	435
