CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr6	72365026	72383529	4_Myog_60hr_MT_peak_32966_lociStitched, 2_MyoD_2d_MT_peak_12529_lociStitched	Vamp5	Ggcx,0610030E20Rik,Usp39,Vamp5,Tmem150a,Vamp8,Rnf181	Vamp5	315, 262
chr2	158088263	158114104	5_MyoD_2d_MT_peak_9330_lociStitched	2010009K17Rik	Tgm2	2010009K17Rik	316
chr6	86463104	86480368	3_Myog_60hr_MT_peak_33138_lociStitched, 2_MyoD_2d_MT_peak_12587_lociStitched	C87436	1600020E01Rik,2310040G24Rik,Pcbp1	2310040G24Rik	316, 494
chr15	55508188	55526953	4_Pbx1mt_peak_5808_lociStitched	Col14a1	Mrpl13,Mtbp	Mrpl13	317
chr17	24544829	24567374	5_Myog_60hr_MT_peak_17502_lociStitched	Pkd1	2610019E17Rik,Traf7,Rab26	Pkd1	318
chr8	54609333	54610994	2_Pbx1mt_peak_15715_lociStitched	Spata4		Spata4	318
chr4	143278313	143289234	3_Pbx1mt_peak_11950_lociStitched, 3_MyoD_2d_MT_peak_11191_lociStitched	Pdpn		Pdpn	319, 326
chr6	72200640	72280681	18_Myog_60hr_MT_peak_32950_lociStitched	Atoh8	Sftpb	Atoh8	319
chr16	15984833	15992357	2_Pbx1mt_peak_6555_lociStitched	2310008H04Rik		Cebpd	320
chr2	4557068	4575543	2_MyoD_2d_MT_peak_8330_lociStitched, 5_Myog_60hr_MT_peak_21753_lociStitched	Frmd4a		Frmd4a	320, 357
chr7	83807050	83816046	2_Pbx1mt_peak_14678_lociStitched, 2_MyoD_2d_MT_peak_13430_lociStitched		1700026D08Rik	1700026D08Rik	321, 452
chr13	52106130	52139541	6_Myog_60hr_MT_peak_10969_lociStitched	4921525O09Rik		4921525O09Rik	323
chr16	45930235	45936763	2_Pbx1mt_peak_6810_lociStitched, 2_MyoD_2d_MT_peak_6416_lociStitched			Plcxd2	323, 524
chr1	14772968	14775486	3_Pbx1mt_peak_45_lociStitched		Msc	Msc	324
chr15	91690664	91703447	3_Pbx1mt_peak_6340_lociStitched	Lrrk2		Lrrk2	326
chr14	58502832	58538602	7_MyoD_2d_MT_peak_5030_lociStitched			Fgf9	327
chr2	33041687	33057837	3_Pbx1mt_peak_8830_lociStitched, 3_MyoD_2d_MT_peak_8554_lociStitched	Garnl3		Garnl3	327, 576
chr2	156192142	156203027	2_Pbx1mt_peak_9745_lociStitched	Phf20	Romo1,Nfs1,Rbm39	Phf20	328
chr2	60870515	60877236	3_Pbx1mt_peak_9050_lociStitched	Rbms1		Rbms1	329
chr17	63678078	63685218	3_Pbx1mt_peak_7408_lociStitched			Fbxl17	330
chr17	72965961	72971033	2_Pbx1mt_peak_7478_lociStitched		Lbh	Lbh	332
chr5	36121270	36134109	4_MyoD_2d_MT_peak_11511_lociStitched	Sorcs2		Psapl1	332
chr15	103155754	103186123	8_Myog_60hr_MT_peak_15607_lociStitched	Smug1	D930007P13Rik,Cbx5	Smug1	333
chr12	95747037	95769359	5_Pbx1mt_peak_3158_lociStitched	Flrt2		Flrt2	334
chr18	69770632	69785193	3_Pbx1mt_peak_8169_lociStitched			Ccdc68	335
chr2	28519004	28539554	12_Myog_60hr_MT_peak_22175_lociStitched, 6_MyoD_2d_MT_peak_8483_lociStitched	Ralgds	Cel,Gbgt1,Gtf3c5	Ralgds	335, 226
chr5	121807309	121851776	7_Myog_60hr_MT_peak_31411_lociStitched	Fam109a,Atxn2,Sh2b3		Sh2b3	336
chr8	79222537	79227532	2_Pbx1mt_peak_15970_lociStitched	1700011L22Rik		1700011L22Rik	336
chr10	23220435	23246803	5_Pbx1mt_peak_1705_lociStitched	Eya4		Eya4	338
chr4	125114719	125124992	7_Myog_60hr_MT_peak_28478_lociStitched, 3_MyoD_2d_MT_peak_10971_lociStitched	Zc3h12a	Snip1,Dnali1,Meaf6	Zc3h12a	338, 318
chr9	6454651	6456771	3_Pbx1mt_peak_18085_lociStitched			Ddi1	339
chr1	106618085	106630537	3_Pbx1mt_peak_742_lociStitched	Bcl2		Bcl2	340
chr11	79778036	79800655	8_Myog_60hr_MT_peak_6665_lociStitched, 5_MyoD_2d_MT_peak_2682_lociStitched			Mir365-2	341, 362
chr2	20939365	20953077	3_MyoD_2d_MT_peak_8417_lociStitched, 3_Pbx1mt_peak_8795_lociStitched	Arhgap21	Gm13375	Arhgap21	341, 362
chr19	17011225	17024800	2_Pbx1mt_peak_8334_lociStitched, 4_MyoD_2d_MT_peak_7992_lociStitched	Prune2		Prune2	342, 297
chr19	34445722	34451297	2_Pbx1mt_peak_8477_lociStitched		Ch25h	Ch25h	343
chr1	162093915	162114205	8_Pbx1mt_peak_1122_lociStitched	Dnm3		2810442N19Rik	344
chr2	148510395	148522384	2_MyoD_2d_MT_peak_9239_lociStitched, 3_Pbx1mt_peak_9691_lociStitched			Cd93	344, 102
chr2	125318256	125323612	2_MyoD_2d_MT_peak_9100_lociStitched, 2_Pbx1mt_peak_9511_lociStitched	Fbn1		Dut	345, 259
chr4	106907725	106966758	10_Myog_60hr_MT_peak_28046_lociStitched	Ssbp3		Ssbp3	345
chr14	101841392	101862336	4_Pbx1mt_peak_4984_lociStitched	Lmo7		Lmo7	346
chr1	132004014	132010973	2_MyoD_2d_MT_peak_690_lociStitched	Elk4	Slc45a3	Elk4	347
chr2	174322145	174335741	3_Pbx1mt_peak_9823_lociStitched	Gnas	Gnas,Nespas	Gnas	348
chr18	66166783	66187049	3_Pbx1mt_peak_8119_lociStitched	Ccbe1	Mir694	Mir694	349
chr4	83957206	84001980	8_Myog_60hr_MT_peak_27789_lociStitched			Ccdc171	349
chr10	70419365	70428889	2_MyoD_2d_MT_peak_1682_lociStitched, 4_Pbx1mt_peak_2115_lociStitched		Fam13c	Fam13c	350, 105
chr10	98496372	98508793	2_Pbx1mt_peak_2377_lociStitched			Gm8633	351
chr2	132006618	132055791	11_Myog_60hr_MT_peak_23930_lociStitched	Slc23a2,Rassf2		Rassf2	353
chr1	71755552	71767415	2_Pbx1mt_peak_488_lociStitched, 2_MyoD_2d_MT_peak_297_lociStitched			Apol7d	354, 219
chr10	93271149	93287892	6_Myog_60hr_MT_peak_4519_lociStitched	Elk3	Gm17745	Elk3	355
chr10	111689563	111706069	3_Pbx1mt_peak_2462_lociStitched			4933440J02Rik	355
chr13	12868749	12920504	25_Pbx1mt_peak_3383_lociStitched			Prl2c3	358
chr15	24299658	24303609	3_Pbx1mt_peak_5283_lociStitched				361
chr5	24383528	24409786	8_Myog_60hr_MT_peak_29959_lociStitched	Atg9b,Nos3,Abcb8	Slc4a2,Agap3,Fastk,Kcnh2,Tmub1,Asic3,Cdk5	Abcb8	361
chr2	72278310	72289427	2_MyoD_2d_MT_peak_8779_lociStitched	B230120H23Rik		B230120H23Rik	364
chr3	104295046	104306632	5_Pbx1mt_peak_10637_lociStitched			Magi3	365
chr9	56502072	56508988	2_MyoD_2d_MT_peak_15067_lociStitched, 3_Myog_60hr_MT_peak_40437_lociStitched			Hmg20a	365, 975
chr2	120144488	120148287	5_Myog_60hr_MT_peak_23672_lociStitched, 3_Pbx1mt_peak_9474_lociStitched	Ehd4		Ehd4	366, 331
chr12	104054148	104067818	3_Pbx1mt_peak_3210_lociStitched		Serpina5,Serpina9,Serpina4-ps1,Serpina3a,Serpina12	Serpina12	367
chr11	62217834	62234325	3_MyoD_2d_MT_peak_2489_lociStitched	Specc1	Ttc19,Adora2b,Zswim7	Adora2b	368
chr2	30429163	30445649	3_Myog_60hr_MT_peak_22291_lociStitched	Ppp2r4	Crat,Dolpp1,Ier5l	Ppp2r4	369
chr2	49911277	49942472	5_Pbx1mt_peak_8940_lociStitched	Lypd6b		Lypd6b	369
chr6	90757639	90765109	3_MyoD_2d_MT_peak_12646_lociStitched, 5_Myog_60hr_MT_peak_33319_lociStitched	Iqsec1	Iqsec1	Iqsec1	369, 690
chr3	55096111	55116305	3_MyoD_2d_MT_peak_9723_lociStitched, 6_Myog_60hr_MT_peak_25462_lociStitched	Spg20	4931419H13Rik,Ccdc169,Ccna1	Spg20	371, 203
chr8	128464089	128465834	2_Pbx1mt_peak_18059_lociStitched	Nrp1		Mir1903	372
chr16	25250401	25263959	5_Pbx1mt_peak_6640_lociStitched		Tprg	Tprg	373
chr3	116189332	116195176	3_Pbx1mt_peak_10698_lociStitched			Gpr88	374
chr3	37834648	37845961	3_Pbx1mt_peak_10071_lociStitched, 3_MyoD_2d_MT_peak_9630_lociStitched			Gm20755	375, 525
chr15	67354746	67359188	5_Pbx1mt_peak_6155_lociStitched	1700012I11Rik		1700012I11Rik	377
chr8	24970125	24982023	3_Myog_60hr_MT_peak_37592_lociStitched	Adam9	Adam32,Tm2d2,Adam9	Adam32	377
chr2	160848369	160865620	4_Pbx1mt_peak_9771_lociStitched	Zhx3	Emilin3,Lpin3	Zhx3	378
chr12	79347750	79359057	5_Pbx1mt_peak_2945_lociStitched	Rad51b		Rad51b	379
chr3	121370506	121380017	3_Myog_60hr_MT_peak_26447_lociStitched		Cnn3	Cnn3	379
chr9	67581974	67586720	2_Pbx1mt_peak_18524_lociStitched		Tln2	Tln2	383
chr2	122348598	122379655	9_Myog_60hr_MT_peak_23731_lociStitched	Shf	Slc28a2,Duoxa1,Duoxa2,Duox1	Shf	386
chr6	17473239	17481558	3_Pbx1mt_peak_13741_lociStitched	Met		Met	387
chr15	64224162	64243001	4_Myog_60hr_MT_peak_14101_lociStitched	Asap1		Asap1	388
chr17	79364769	79373245	2_Pbx1mt_peak_7534_lociStitched		Cdc42ep3	Cdc42ep3	389
chr15	56820355	56832895	2_MyoD_2d_MT_peak_5582_lociStitched			Has2	390
chr3	130940576	130951698	2_Pbx1mt_peak_10858_lociStitched			Lef1	390
chr2	128295072	128324857	6_Myog_60hr_MT_peak_23817_lociStitched	Gm14005		Gm14005	391
chr10	37407618	37422858	3_Pbx1mt_peak_1836_lociStitched			Marcks	392
chr7	36095219	36100082	5_MyoD_2d_MT_peak_13170_lociStitched			Zfp507	392
chr2	163587569	163608300	3_Myog_60hr_MT_peak_24458_lociStitched	Ttpal	Hnf4a,Ttpal,0610039K10Rik,Serinc3,0610008F07Rik	Ttpal	394
chr19	57189427	57204677	4_Myog_60hr_MT_peak_21658_lociStitched	Ablim1		Ablim1	395
chr18	56899197	56909361	3_Pbx1mt_peak_8015_lociStitched	March3	Gm10536	March3	396
chr19	47219799	47233472	3_Myog_60hr_MT_peak_21428_lociStitched, 2_MyoD_2d_MT_peak_8187_lociStitched	Neurl1a		Neurl1a	397, 459
chr5	151203075	151219127	3_Pbx1mt_peak_13644_lociStitched		Stard13	Stard13	397
chr13	70789043	70798660	3_Pbx1mt_peak_4032_lociStitched	Adamts16		Adamts16	400
chr18	57405322	57414920	3_Pbx1mt_peak_8031_lociStitched			Prrc1	401
chr8	106614880	106641217	6_Myog_60hr_MT_peak_38831_lociStitched	Cdh1	1110028F18Rik,Tango6	Cdh1	402
chr5	102623991	102636108	3_Pbx1mt_peak_13402_lociStitched	Arhgap24		Arhgap24	404
chr15	62392472	62402182	2_Pbx1mt_peak_6002_lociStitched			H2afy3	405
chr12	79471900	79489264	4_Pbx1mt_peak_2952_lociStitched	Rad51b		Rad51b	410
chr15	96284232	96297472	3_Myog_60hr_MT_peak_15225_lociStitched	Arid2	E330033B04Rik	Arid2	411
chr8	68902916	68915045	3_Pbx1mt_peak_15781_lociStitched, 2_MyoD_2d_MT_peak_14150_lociStitched	Lpl		Lpl	411, 594
chr1	43211370	43224513	3_MyoD_2d_MT_peak_153_lociStitched, 3_Pbx1mt_peak_202_lociStitched		Fhl2	Fhl2	412, 147
chr14	20935601	20945280	3_Pbx1mt_peak_4542_lociStitched	Vcl		Vcl	412
chr19	9953112	9966753	4_Myog_60hr_MT_peak_20768_lociStitched		Fth1,Best1	Fth1	412
chr5	35598445	35628877	6_Myog_60hr_MT_peak_30231_lociStitched, 4_MyoD_2d_MT_peak_11491_lociStitched	Acox3	Trmt44,4931431C16Rik	4931431C16Rik	413, 177
chr2	148567880	148580895	2_Pbx1mt_peak_9693_lociStitched			Nxt1	414
chr1	170655450	170665626	5_MyoD_2d_MT_peak_1000_lociStitched, 5_Myog_60hr_MT_peak_2257_lociStitched	Olfml2b		Olfml2b	415, 776
chr2	38823019	38829829	2_Pbx1mt_peak_8867_lociStitched	Nr6a1	Mir181b-2,Mir181a-2,Nr6a1	Mir181a-2	415
chr3	84296769	84333696	5_Myog_60hr_MT_peak_25720_lociStitched	Trim2	Trim2,4930565D16Rik	Trim2	415
chr12	8805054	8829540	5_Myog_60hr_MT_peak_8565_lociStitched		Sdc1	Sdc1	416
chr14	14514881	14520512	4_Pbx1mt_peak_4497_lociStitched			Il3ra	416
chr2	12697305	12709547	3_Pbx1mt_peak_8723_lociStitched			Pter	417
chr11	19829214	19851602	5_Myog_60hr_MT_peak_5322_lociStitched			Spred2	418
chr14	74996543	75011441	5_MyoD_2d_MT_peak_5160_lociStitched	Mir466f-3	Gm4278,5031414D18Rik,Lrch1	5031414D18Rik	418
chr2	117730846	117732053	2_Pbx1mt_peak_9441_lociStitched			4930412B13Rik	419
chr7	145182594	145222617	12_Myog_60hr_MT_peak_37277_lociStitched	1810010D01Rik		1810010D01Rik	419
chr14	40948662	40963232	6_Myog_60hr_MT_peak_12396_lociStitched, 3_MyoD_2d_MT_peak_4922_lociStitched	Tspan14		Tspan14	421, 468
chr3	116904335	116915258	2_Pbx1mt_peak_10701_lociStitched		Frrs1	Frrs1	421
chr6	120145401	120155199	2_MyoD_2d_MT_peak_12830_lociStitched	Ninj2		Ninj2	421
chr4	48660983	48667538	2_Pbx1mt_peak_11247_lociStitched, 2_MyoD_2d_MT_peak_10559_lociStitched	Tmeff1,Murc		Murc	423, 585
chr4	123225952	123239839	5_MyoD_2d_MT_peak_10948_lociStitched, 4_Myog_60hr_MT_peak_28409_lociStitched	Heyl	Nt5c1a,Pabpc4,Hpcal4	Heyl	423, 791
chr17	35691965	35731773	6_Myog_60hr_MT_peak_18115_lociStitched	Ddr1	4833427F10Rik,Gtf2h4,Ddr1,Vars2,Sfta2,Dpcr1	Ddr1	424
chr7	67385082	67391026	2_Pbx1mt_peak_14570_lociStitched		Mef2a	Mef2a	424
chr10	13832811	13850437	3_Pbx1mt_peak_1569_lociStitched	Aig1		Aig1	425
chr15	31232709	31276719	11_Myog_60hr_MT_peak_13576_lociStitched	Dap		Dap	427
chr15	52999116	53004953	4_Pbx1mt_peak_5728_lociStitched			Med30	427
chr11	68308949	68321744	2_MyoD_2d_MT_peak_2534_lociStitched	Ntn1		Ntn1	428
chr4	76296508	76306364	2_Pbx1mt_peak_11468_lociStitched	Ptprd		Ptprd	428
chr15	67403266	67434557	10_Pbx1mt_peak_6165_lociStitched			1700012I11Rik	430
chr4	57601263	57611557	3_MyoD_2d_MT_peak_10606_lociStitched, 3_Pbx1mt_peak_11328_lociStitched	Palm2		Palm2	430, 359
chr5	121609736	121634999	6_Myog_60hr_MT_peak_31395_lociStitched	Acad12,Acad10	Aldh2,Brap	Acad12	430
chr13	28651855	28673953	6_Pbx1mt_peak_3557_lociStitched	2610307P16Rik		2610307P16Rik	431
chr15	77905401	77917298	3_Myog_60hr_MT_peak_14514_lociStitched	Txn2	Foxred2	Txn2	431
chr9	94681235	94701745	3_MyoD_2d_MT_peak_15440_lociStitched	Slc9a9		Slc9a9	431
chr1	194658588	194672047	3_Pbx1mt_peak_1483_lociStitched	Plxna2		Plxna2	432
chr11	51911577	51918242	3_MyoD_2d_MT_peak_2363_lociStitched		Cdkn2aipnl	Cdkn2aipnl	432
chr7	72538391	72542086	2_Myog_60hr_MT_peak_35594_lociStitched, 2_Pbx1mt_peak_14594_lociStitched			Mctp2	433, 634
chr19	24720590	24731064	3_Pbx1mt_peak_8390_lociStitched	Pgm5	Tmem252	Tmem252	434
chr1	163380093	163391624	2_Pbx1mt_peak_1164_lociStitched	Gorab		Gorab	435
chr17	25749653	25761999	5_Myog_60hr_MT_peak_17570_lociStitched	Msln	Haghl,Ccdc78,Gng13,Metrn,Rpusd1,Mslnl,Fbxl16,Chtf18,Fam173a,Narfl	Msln	436
chr12	79598472	79606647	3_Pbx1mt_peak_2962_lociStitched, 3_MyoD_2d_MT_peak_3576_lociStitched	Rad51b		Rad51b	437, 417
chr13	28603971	28614368	4_Pbx1mt_peak_3550_lociStitched	2610307P16Rik		2610307P16Rik	438
chr16	21293021	21322850	7_Myog_60hr_MT_peak_16058_lociStitched, 4_MyoD_2d_MT_peak_6185_lociStitched	Gm16863		Gm16863	438, 328
chr12	73837975	73847024	3_Pbx1mt_peak_2907_lociStitched			Hif1a	439
chr10	61327659	61366252	10_Myog_60hr_MT_peak_3612_lociStitched, 4_MyoD_2d_MT_peak_1606_lociStitched	Pald1	Prf1	Pald1	441, 425
chr2	135525769	135541456	4_Pbx1mt_peak_9594_lociStitched		9630028H03Rik	9630028H03Rik	441
chr17	15343145	15381013	7_Myog_60hr_MT_peak_17372_lociStitched	Dll1,Gm10510	Fam120b	Gm10510	442
chr19	29885724	29900536	3_Pbx1mt_peak_8432_lociStitched		Il33	Il33	443
chr7	109576406	109588385	2_Myog_60hr_MT_peak_36240_lociStitched	St5	St5	St5	443
chr3	79231178	79250201	3_Pbx1mt_peak_10358_lociStitched, 2_Myog_60hr_MT_peak_25665_lociStitched	4921511C10Rik		4921511C10Rik	444, 396
chr15	76446664	76465381	9_Myog_60hr_MT_peak_14388_lociStitched	Bop1,Scx,Mroh1	Hsf1,Dgat1	Scx	445
chr17	45611203	45627022	3_Myog_60hr_MT_peak_18240_lociStitched, 2_MyoD_2d_MT_peak_7028_lociStitched		Gm7325,Slc29a1,Slc35b2,Hsp90ab1,Capn11	Gm7325	446, 395
chr2	115631349	115650463	3_Pbx1mt_peak_9397_lociStitched	Mir1951,BC052040		Mir1951	447
chr1	53713531	53734264	5_Pbx1mt_peak_301_lociStitched		Dnahc7a	Dnahc7a	448
chr1	176789387	176801196	2_Pbx1mt_peak_1298_lociStitched	Cep170	Hmga2-ps1,Sdccag8,Mir350	Cep170	449
chr15	58810309	58817579	5_Pbx1mt_peak_5922_lociStitched, 3_MyoD_2d_MT_peak_5606_lociStitched	Tmem65		Tmem65	450, 628
chr10	79841405	79858652	4_Myog_60hr_MT_peak_4019_lociStitched	E130317F20Rik,Ptbp1,Bc1	Prtn3,Palm,Cfd,Elane,9130017N09Rik,BC005764,Ptbp1	Ptbp1	453
chr13	33074151	33097071	4_Pbx1mt_peak_3656_lociStitched	Serpinb1b	Serpinb9b	Serpinb1b	453
chr18	47230667	47243053	2_Pbx1mt_peak_7951_lociStitched			Sema6a	454
chr6	34866745	34895876	4_Myog_60hr_MT_peak_32514_lociStitched	Wdr91,3110062M04Rik,Tmem140	Stra8,3110062M04Rik	3110062M04Rik	455
chr17	15807337	15841690	7_Myog_60hr_MT_peak_17391_lociStitched	Rgmb		Rgmb	456
chr18	37918168	37928060	3_Pbx1mt_peak_7863_lociStitched	Diap1	Hdac3,Rell2,Fchsd1	Diap1	457
chr19	4540353	4548815	3_Pbx1mt_peak_8267_lociStitched	Pcx	Pcx,2010003K11Rik	Pcx	458
chr13	23355938	23372827	3_Pbx1mt_peak_3477_lociStitched	Zfp322a	Zfp322a	Zfp322a	460
chr14	69808786	69831397	8_Myog_60hr_MT_peak_12896_lociStitched		Rhobtb2,Tnfrsf10b,Pebp4	Rhobtb2	460
chr12	54850699	54859847	2_Pbx1mt_peak_2828_lociStitched	Cfl2		Cfl2	461
chr15	3417780	3449683	6_Pbx1mt_peak_5074_lociStitched	Ghr		Ghr	462
chr6	107459252	107474439	3_Myog_60hr_MT_peak_33573_lociStitched			Lrrn1	462
chr10	19043956	19046291	2_Pbx1mt_peak_1656_lociStitched		Tnfaip3	Tnfaip3	463
chr15	102100203	102105721	2_Myog_60hr_MT_peak_15559_lociStitched	Tenc1	Eif4b,Igfbp6,Soat2,Spryd3	Tenc1	463
chr4	95462478	95483819	2_Pbx1mt_peak_11660_lociStitched, 4_MyoD_2d_MT_peak_10782_lociStitched			Fggy	465, 440
chr13	63273031	63288066	5_Myog_60hr_MT_peak_11241_lociStitched	2010111I01Rik	Mir27b,Mir23b,Mir3074-1,Gm16907,Mir24-1	Gm16907	466
chr15	57198923	57205664	2_Pbx1mt_peak_5883_lociStitched			Slc22a22	466
chr12	73472402	73480607	2_Pbx1mt_peak_2896_lociStitched, 3_MyoD_2d_MT_peak_3535_lociStitched			D830013O20Rik	467, 517
chr4	84452712	84457901	2_MyoD_2d_MT_peak_10743_lociStitched, 2_Myog_60hr_MT_peak_27807_lociStitched	Bnc2		Bnc2	467, 851
chr15	77215323	77220409	2_Pbx1mt_peak_6236_lociStitched	Rbfox2		Rbfox2	468
chr12	10513502	10515013	2_Pbx1mt_peak_2643_lociStitched			Rdh14	469
chr17	5959804	5978768	3_Myog_60hr_MT_peak_17038_lociStitched	Synj2	Synj2	Synj2	469
chr5	53509583	53516804	4_Myog_60hr_MT_peak_30477_lociStitched, 2_MyoD_2d_MT_peak_11573_lociStitched		Rbpj	Rbpj	470, 578
chr15	55385625	55392044	3_Pbx1mt_peak_5800_lociStitched	Col14a1		Col14a1	471
chr3	81356321	81388089	5_Pbx1mt_peak_10379_lociStitched			Pdgfc	472
chr1	167269923	167290215	4_Myog_60hr_MT_peak_2229_lociStitched	Uck2	Tmco1	Uck2	473
chr13	52234092	52236403	3_MyoD_2d_MT_peak_4280_lociStitched			4921525O09Rik	473
chr4	43968732	43980071	3_MyoD_2d_MT_peak_10518_lociStitched, 5_Myog_60hr_MT_peak_27283_lociStitched	Glipr2	Clta,Ccin	Ccin	474, 717
chr6	30575011	30580360	2_Pbx1mt_peak_13796_lociStitched, 3_MyoD_2d_MT_peak_12289_lociStitched	Cpa4	Cpa2,Cpa5	Cpa4	474, 627
chr15	25826519	25848103	3_MyoD_2d_MT_peak_5401_lociStitched	Fam134b		Fam134b	475
chr15	55356037	55371231	6_Pbx1mt_peak_5796_lociStitched	Col14a1		Col14a1	476
chr9	116314807	116319733	2_Pbx1mt_peak_18886_lociStitched			Tgfbr2	477
chr14	99495546	99500324	3_Pbx1mt_peak_4961_lociStitched			Klf5	478
chr1	43714919	43722762	3_Pbx1mt_peak_214_lociStitched, 2_MyoD_2d_MT_peak_161_lociStitched		1500015O10Rik	1500015O10Rik	479, 631
chr7	89559220	89563917	2_Myog_60hr_MT_peak_35926_lociStitched, 2_Pbx1mt_peak_14710_lociStitched		Prss23	Prss23	479, 406
chr1	135732001	135741495	2_MyoD_2d_MT_peak_771_lociStitched	Csrp1	Phlda3	Csrp1	480
chr19	44377725	44388876	3_Myog_60hr_MT_peak_21289_lociStitched		Scd4,Scd1	Scd1	480
chr2	17975899	17984910	2_Pbx1mt_peak_8758_lociStitched		Gm17762,H2afb1	H2afb1	480
chr5	151127099	151136344	2_MyoD_2d_MT_peak_12191_lociStitched, 2_Pbx1mt_peak_13638_lociStitched	Stard13		Stard13	481, 352
chr8	36658023	36671570	3_Pbx1mt_peak_15573_lociStitched	Dlc1	Dlc1	Dlc1	481
chr13	113547608	113551599	2_Pbx1mt_peak_4407_lociStitched		4921509O07Rik	4921509O07Rik	483
chr13	60347879	60365238	3_Myog_60hr_MT_peak_11209_lociStitched, 3_MyoD_2d_MT_peak_4348_lociStitched			Gm5084	484, 223
chr16	93515559	93525257	2_MyoD_2d_MT_peak_6575_lociStitched			1700029J03Rik	484
chr11	96400053	96414281	4_Myog_60hr_MT_peak_7084_lociStitched		Hoxb1,Hoxb2	Hoxb1	485
chr14	45824094	45830732	2_Pbx1mt_peak_4685_lociStitched			Ddhd1	486
chr5	138694175	138707684	3_MyoD_2d_MT_peak_12067_lociStitched		Fam20c	Fam20c	486
chr12	119386620	119390394	3_Pbx1mt_peak_3267_lociStitched			Macc1	487
chr4	83375766	83380495	3_Pbx1mt_peak_11558_lociStitched	Gm11413	Snapc3	Gm11413	488
chr8	128383288	128400630	3_MyoD_2d_MT_peak_14723_lociStitched	Nrp1	Mir1903	Mir1903	489
chr15	79323676	79335503	4_Myog_60hr_MT_peak_14636_lociStitched	Pla2g6	Mir1943,Maff,Baiap2l2	Pla2g6	490
chr17	44588088	44600157	2_Pbx1mt_peak_7309_lociStitched	Runx2		Runx2	490
chr15	63166524	63170802	2_Pbx1mt_peak_6048_lociStitched			Gm20740	491
chr8	19784559	19785239	1_Myog_60hr_MT_peak_37538_lociStitched	Gm21119		Gm21119	491
chr2	61246845	61248218	3_Pbx1mt_peak_9062_lociStitched			Gm13582	492
chr11	11871606	11885160	4_MyoD_2d_MT_peak_2218_lociStitched	Ddc,1700042O10Rik		1700042O10Rik	493
chr4	117120483	117130858	2_Myog_60hr_MT_peak_28189_lociStitched	Btbd19,Plk3,Tctex1d4	Ptch2,Rps8,Snord55,Snord38a	Btbd19	493
chr18	42737030	42744948	2_Pbx1mt_peak_7905_lociStitched	Ppp2r2b		Ppp2r2b	495
chr15	102399633	102402485	2_MyoD_2d_MT_peak_6041_lociStitched		Sp1,Amhr2,Aaas,Sp7	Sp1	496
chr17	79454790	79463601	2_MyoD_2d_MT_peak_7245_lociStitched, 2_Myog_60hr_MT_peak_18880_lociStitched		4930429F11Rik,Gm10494	4930429F11Rik	497, 915
chr10	59570887	59578759	2_MyoD_2d_MT_peak_1568_lociStitched	Mcu		Mcu	498
chr12	113124492	113148895	7_Myog_60hr_MT_peak_10145_lociStitched	Mta1,Crip2	4930427A07Rik,Tex22,Crip1,Tmem121	Crip2	499
chr6	97869603	97885950	5_Pbx1mt_peak_14137_lociStitched	Mitf	Mitf	Mitf	499
chr1	184082832	184086995	3_Pbx1mt_peak_1356_lociStitched		Dusp10,1700056E22Rik	Dusp10	500
chr3	109273585	109286872	3_Pbx1mt_peak_10675_lociStitched			Vav3	501
chr13	52065353	52080305	4_Myog_60hr_MT_peak_10964_lociStitched		4921525O09Rik	4921525O09Rik	502
chr16	86015360	86035109	3_Pbx1mt_peak_6963_lociStitched			Adamts5	502
chr3	94985623	94989686	2_MyoD_2d_MT_peak_9943_lociStitched	Pi4kb	Zfp687,Rfx5	Pi4kb	502
chr2	6872215	6877466	3_Myog_60hr_MT_peak_21796_lociStitched, 3_MyoD_2d_MT_peak_8349_lociStitched	Celf2	Celf2	Celf2	503, 267
chr13	5870424	5873066	3_Pbx1mt_peak_3313_lociStitched		Klf6,1700016G22Rik	Klf6	504
chr10	68184000	68192909	3_Pbx1mt_peak_2071_lociStitched	Arid5b		Arid5b	505
chr2	117595117	117605849	3_Pbx1mt_peak_9428_lociStitched			4930412B13Rik	506
chr12	33175938	33182302	2_Myog_60hr_MT_peak_8827_lociStitched, 2_MyoD_2d_MT_peak_3382_lociStitched	Atxn7l1	F730043M19Rik	Atxn7l1	509, 237
chr8	128263351	128273382	2_Pbx1mt_peak_18055_lociStitched, 2_MyoD_2d_MT_peak_14720_lociStitched			Nrp1	509, 601
chr11	112974951	112979692	2_Myog_60hr_MT_peak_7802_lociStitched, 2_MyoD_2d_MT_peak_3048_lociStitched			Sox9	510, 340
chr18	43400740	43411443	5_Pbx1mt_peak_7913_lociStitched		Dpysl3	Dpysl3	510
chr18	23444305	23454469	4_Pbx1mt_peak_7778_lociStitched	Dtna		Dtna	511
chr12	70719283	70732879	3_Pbx1mt_peak_2859_lociStitched			Frmd6	512
chr3	98374220	98378523	2_Myog_60hr_MT_peak_26146_lociStitched		Zfp697,Phgdh	Zfp697	512
chr3	104667018	104675496	2_MyoD_2d_MT_peak_10056_lociStitched, 4_Myog_60hr_MT_peak_26289_lociStitched		Slc16a1	Slc16a1	516, 954
