GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Gng13	NM_022422	chr17:25749653-25761999	436
Metrn	NM_133719	chr17:25749653-25761999	436
Rpusd1	NM_028009	chr17:25749653-25761999	436
Mslnl	NM_177822	chr17:25749653-25761999	436
Fbxl16	NM_001164225	chr17:25749653-25761999	436
Chtf18	NM_145409	chr17:25749653-25761999	436
Fam173a	NM_145410	chr17:25749653-25761999	436
Narfl	NM_026238	chr17:25749653-25761999	436
Gm16863	NR_046162	chr16:21293021-21322850	438
Pald1	NM_013753	chr10:61327659-61366252	441
Prf1	NM_011073	chr10:61327659-61366252	441
9630028H03Rik	NR_015544	chr2:135525769-135541456	441
Dll1	NM_007865	chr17:15343145-15381013	442
Gm10510	NR_033511	chr17:15343145-15381013	442
Fam120b	NR_033586	chr17:15343145-15381013	442
Il33	NM_133775	chr19:29885724-29900536	443
St5	NM_029811	chr7:109576406-109588385	443
4921511C10Rik	NR_045502	chr3:79231178-79250201	444
Bop1	NM_013481	chr15:76446664-76465381	445
Scx	NM_198885	chr15:76446664-76465381	445
Mroh1	NM_175457	chr15:76446664-76465381	445
Hsf1	NM_008296	chr15:76446664-76465381	445
Dgat1	NM_010046	chr15:76446664-76465381	445
Gm7325	NM_001177468	chr17:45611203-45627022	446
Slc29a1	NM_001199115	chr17:45611203-45627022	446
Slc35b2	NM_028662	chr17:45611203-45627022	446
Hsp90ab1	NM_008302	chr17:45611203-45627022	446
Capn11	NM_001013767	chr17:45611203-45627022	446
Mir1951	NR_035476	chr2:115631349-115650463	447
Dnahc7a	NM_001252070	chr1:53713531-53734264	448
Cep170	NM_001099637	chr1:176789387-176801196	449
Hmga2-ps1	NR_037996	chr1:176789387-176801196	449
Sdccag8	NM_029756	chr1:176789387-176801196	449
Mir350	NR_029775	chr1:176789387-176801196	449
Tmem65	NM_175212	chr15:58810309-58817579	450
E130317F20Rik	NR_029447	chr10:79841405-79858652	453
Ptbp1	NM_008956	chr10:79841405-79858652	453
Bc1	NR_038088	chr10:79841405-79858652	453
Prtn3	NM_011178	chr10:79841405-79858652	453
Palm	NM_023128	chr10:79841405-79858652	453
Cfd	NM_013459	chr10:79841405-79858652	453
Elane	NM_015779	chr10:79841405-79858652	453
9130017N09Rik	NM_030218	chr10:79841405-79858652	453
BC005764	NM_001170935	chr10:79841405-79858652	453
Serpinb1b	NM_173052	chr13:33074151-33097071	453
Serpinb9b	NM_011452	chr13:33074151-33097071	453
Wdr91	NM_001013366	chr6:34866745-34895876	455
3110062M04Rik	NM_199145	chr6:34866745-34895876	455
Tmem140	NM_197986	chr6:34866745-34895876	455
Stra8	NM_009292	chr6:34866745-34895876	455
Rgmb	NM_178615	chr17:15807337-15841690	456
Hdac3	NM_010411	chr18:37918168-37928060	457
Rell2	NM_153793	chr18:37918168-37928060	457
Fchsd1	NM_175684	chr18:37918168-37928060	457
Pcx	NM_001162946	chr19:4540353-4548815	458
2010003K11Rik	NM_027237	chr19:4540353-4548815	458
Zfp322a	NM_172586	chr13:23355938-23372827	460
Rhobtb2	NM_153514	chr14:69808786-69831397	460
Tnfrsf10b	NM_020275	chr14:69808786-69831397	460
Pebp4	NM_028526	chr14:69808786-69831397	460
Cfl2	NM_007688	chr12:54850699-54859847	461
Ghr	NM_001048178	chr15:3417780-3449683	462
Tnfaip3	NM_009397	chr10:19043956-19046291	463
Tenc1	NM_153533	chr15:102100203-102105721	463
Eif4b	NM_145625	chr15:102100203-102105721	463
Igfbp6	NM_008344	chr15:102100203-102105721	463
Soat2	NM_146064	chr15:102100203-102105721	463
Spryd3	NM_001033277	chr15:102100203-102105721	463
2010111I01Rik	NM_028079	chr13:63273031-63288066	466
Mir27b	NR_029531	chr13:63273031-63288066	466
Mir23b	NR_029530	chr13:63273031-63288066	466
Mir3074-1	NR_037235	chr13:63273031-63288066	466
Gm16907	NR_045794	chr13:63273031-63288066	466
Mir24-1	NR_029575	chr13:63273031-63288066	466
Bnc2	NM_172870	chr4:84452712-84457901	467
Rbfox2	NM_175387	chr15:77215323-77220409	468
Synj2	NM_001113353	chr17:5959804-5978768	469
Rbpj	NM_001080928	chr5:53509583-53516804	470
Uck2	NM_030724	chr1:167269923-167290215	473
Tmco1	NM_001039483	chr1:167269923-167290215	473
Glipr2	NM_027450	chr4:43968732-43980071	474
Clta	NM_001080384	chr4:43968732-43980071	474
Ccin	NM_001002787	chr4:43968732-43980071	474
Cpa4	NM_027926	chr6:30575011-30580360	474
Cpa2	NM_001024698	chr6:30575011-30580360	474
Cpa5	NM_144537	chr6:30575011-30580360	474
Fam134b	NM_001034851	chr15:25826519-25848103,chr15:25869190-25877199	475,683
1500015O10Rik	NM_024283	chr1:43714919-43722762	479
Csrp1	NM_007791	chr1:135732001-135741495	480
Phlda3	NM_013750	chr1:135732001-135741495	480
Scd1	NM_009127	chr19:44377725-44388876	480
Gm17762	NR_028378	chr2:17975899-17984910	480
H2afb1	NM_026627	chr2:17975899-17984910	480
Dlc1	NM_001194941	chr8:36658023-36671570	481
4921509O07Rik	NR_045501	chr13:113485258-113491526,chr13:113547608-113551599	576,483
Hoxb1	NM_008266	chr11:96400053-96414281	485
Hoxb2	NM_134032	chr11:96400053-96414281	485
Fam20c	NM_030565	chr5:138694175-138707684	486
Gm11413	NR_045450	chr4:83375766-83380495	488
Snapc3	NM_029949	chr4:83375766-83380495	488
Mir1903	NR_035436	chr8:128383288-128400630	489
Pla2g6	NM_016915	chr15:79323676-79335503,chr15:79357430-79392077	490,547
Mir1943	NR_035464	chr15:79357430-79392077,chr15:79323676-79335503	490,547
Maff	NM_010755	chr15:79357430-79392077,chr15:79323676-79335503	490,547
Baiap2l2	NM_177580	chr15:79323676-79335503	490
Runx2	NR_073425	chr17:44588088-44600157	490
Gm21119	NM_001270553	chr8:19784559-19785239	491
Ddc	NM_016672	chr11:11871606-11885160	493
1700042O10Rik	NR_045178	chr11:11871606-11885160	493
Btbd19	NR_024078	chr4:117120483-117130858	493
Plk3	NM_013807	chr4:117120483-117130858	493
Tctex1d4	NM_175030	chr4:117120483-117130858	493
Ptch2	NM_008958	chr4:117120483-117130858	493
Rps8	NM_009098	chr4:117120483-117130858	493
Snord55	NR_030704	chr4:117120483-117130858	493
Snord38a	NR_028524	chr4:117120483-117130858	493
Ppp2r2b	NM_028392	chr18:42737030-42744948	495
Sp1	NM_013672	chr15:102399633-102402485	496
Amhr2	NM_144547	chr15:102399633-102402485	496
Aaas	NM_153416	chr15:102399633-102402485	496
Sp7	NM_130458	chr15:102399633-102402485	496
4930429F11Rik	NR_033463	chr17:79454790-79463601	497
Gm10494	NR_033462	chr17:79454790-79463601	497
Mcu	NM_001033259	chr10:59570887-59578759	498
Tex22	NM_029381	chr12:113059002-113071798,chr12:113124492-113148895	813,499
Mta1	NM_054081	chr12:113124492-113148895,chr12:113059002-113071798	813,499
Crip2	NM_024223	chr12:113124492-113148895	499
4930427A07Rik	NM_134041	chr12:113124492-113148895	499
Crip1	NM_007763	chr12:113124492-113148895	499
Tmem121	NM_153776	chr12:113124492-113148895	499
Mitf	NM_001113198	chr6:97869603-97885950	499
Dusp10	NM_022019	chr1:184082832-184086995	500
1700056E22Rik	NM_028516	chr1:184082832-184086995	500
Pi4kb	NM_175356	chr3:94985623-94989686	502
Rfx5	NM_017395	chr3:94985623-94989686	502
Celf2	NM_001110231	chr2:6872215-6877466	503
Arid5b	NM_023598	chr10:68184000-68192909	505
Atxn7l1	NM_028139	chr12:33175938-33182302	509
F730043M19Rik	NR_015602	chr12:33175938-33182302	509
Dpysl3	NM_001136086	chr18:43400740-43411443	510
Dtna	NM_207650	chr18:23444305-23454469	511
Zfp697	NM_172863	chr3:98374220-98378523	512
Phgdh	NM_016966	chr3:98374220-98378523	512
Slc16a1	NM_009196	chr3:104667018-104675496	516
Tex35	NM_028540	chr1:157062474-157101823	522
Rab31	NM_133685	chr17:65648847-65666799	525
Txndc2	NM_153519	chr17:65648847-65666799	525
Vapa	NM_013933	chr17:65648847-65666799	525
Acoxl	NM_028765	chr2:127845594-127850685	525
Bub1	NM_009772	chr2:127845594-127850685	525
Usp6nl	NM_001080548	chr2:6366575-6379992	527
Ptp4a2	NM_008974	chr4:129827274-129830127	528
Vegfa	NM_009505	chr17:45994628-46036814	532
Gas2	NM_008087	chr7:51818367-51832110	532
Fancf	NM_001115087	chr7:51818367-51832110	532
Myof	NM_001099634	chr19:37954786-37956379	533
Itgb5	NM_001145884	chr16:33878225-33889429	534
AI429214	NM_001039220	chr8:36961712-36973739	536
Slc9a1	NM_016981	chr4:133378244-133407805	538
Mir5122	NR_039582	chr4:133378244-133407805	538
Wdtc1	NM_199306	chr4:133378244-133407805	538
Il2	NM_008366	chr3:37128345-37129629	539
Il34	NM_029646	chr8:110789160-110797419	539
Snord111	NR_028559	chr8:110789160-110797419	539
Cog4	NM_133973	chr8:110789160-110797419	539
Sf3b3	NM_133953	chr8:110789160-110797419	539
Dab2ip	NM_001114125	chr2:35651578-35682288	540
Plekha5	NM_144920	chr6:140484131-140490502	542
Fmn1	NM_010230	chr2:113440452-113444819	543
Gfod1	NM_001033399	chr13:43262134-43269383	546
Lpp	NM_001145954	chr16:24909003-24913892	546
Has2	NM_008216	chr15:56654925-56670477	547
Has2as	NR_002874	chr15:56654925-56670477	547
Tmem184b	NM_172608	chr15:79357430-79392077	547
Csnk1e	NM_013767	chr15:79357430-79392077	547
Lekr1	NM_001037923	chr3:65633705-65643176	548
Cacna2d1	NM_001110844	chr5:16056881-16064199	549
Abcg2	NM_011920	chr6:58593949-58609696	550
Itgb1	NM_010578	chr8:128646568-128655079	553
1700112E06Rik	NM_028275	chr14:22813314-22823284,chr14:22887183-22919240	568,554
Snx24	NM_029394	chr18:53264218-53268798	555
Tbc1d4	NM_001081278	chr14:101561574-101587936	556
Psd3	NM_030263	chr8:67931110-67950933	556
2310020H05Rik	NR_045495	chr13:99125052-99129940	557
Snx1	NM_019727	chr9:66116186-66121708	558
Fam96a	NM_026635	chr9:66116186-66121708	558
Dapk2	NM_010019	chr9:66116186-66121708	558
Snx22	NM_001025612	chr9:66116186-66121708	558
Chka	NM_001271496	chr19:3823893-3840007	559
Stam	NM_011484	chr2:14136972-14145772	559
Tmem236	NM_001081310	chr2:14136972-14145772	559
Tanc1	NM_198294	chr2:59670475-59685667	560
Vac14	NM_146216	chr8:110649305-110679394	561
Mtss1l	NM_198625	chr8:110649305-110679394	561
4930592A05Rik	NR_045070	chr15:33693143-33702488	562
Tspyl5	NM_001085421	chr15:33693143-33702488	562
Dnalc4	NM_017470	chr15:79730309-79765668	562
Sun2	NM_001205346	chr15:79730309-79765668	562
Gm16576	NR_045069	chr15:79730309-79765668	562
Josd1	NM_028792	chr15:79730309-79765668	562
Nptxr	NM_030689	chr15:79730309-79765668	562
Gtpbp1	NM_013818	chr15:79730309-79765668	562
Palld	NM_001081390	chr8:61796654-61804106	563
Acvr1	NM_007394	chr2:58505548-58510371	564
Camk1g	NM_144817	chr1:193381976-193407738	565
Gm6116	NR_045866	chr5:74897304-74904082	565
Glrb	NM_010298	chr3:80874149-80885558	566
Id3	NM_008321	chr4:136135366-136148563,chr4:136110606-136120478	1014,566
E2f2	NM_177733	chr4:136135366-136148563	566
Tcf7l1	NM_009332	chr6:72734625-72749171	567
Tmem206	NM_025864	chr1:191251459-191299836	568
Nenf	NM_025424	chr1:191251459-191299836	568
Lgals3	NM_001145953	chr14:47352392-47367279	572
Ywhaz	NM_001253807	chr15:36773058-36783693	572
Zhx2	NM_199449	chr15:57780293-57809349	574
Mypn	NM_182992	chr10:63124117-63128614	575
Atoh7	NM_016864	chr10:63124117-63128614	575
Piezo1	NM_001037298	chr8:122537203-122556371	575
Cdt1	NM_026014	chr8:122537203-122556371	575
Aprt	NM_009698	chr8:122537203-122556371	575
1700031P21Rik	NR_045910	chr12:52635243-52636735	577
Zfp366	NM_001004149	chr13:99177080-99194433,chr13:99225437-99239346	1006,577
Rpgrip1l	NM_173431	chr8:91206850-91218759	577
S100a10	NM_009112	chr3:93562405-93579646	578
S100a11	NM_016740	chr3:93562405-93579646	578
Loxl2	NM_033325	chr14:69657046-69665793	581
R3hcc1	NM_001146012	chr14:69657046-69665793	581
Gm5803	NM_001165971	chr15:22733055-22739908	581
Sik1	NM_010831	chr17:31821762-31846791	582
App	NM_007471	chr16:85137447-85148907	583
Tmpo	NM_001080129	chr10:91177250-91183730	584
Commd10	NM_178377	chr18:47065271-47066456	584
Trps1	NM_032000	chr15:50691081-50698411	589
Tbc1d1	NM_019636	chr5:64322539-64337165	591
Plxdc1	NM_028199	chr11:97971323-97980907	592
Cacnb1	NM_031173	chr11:97971323-97980907,chr11:98050282-98061748	592,740
Rpl19	NM_001159483	chr11:97971323-97980907,chr11:98050282-98061748	592,740
Arl5c	NM_207231	chr11:97971323-97980907	592
Vipr2	NM_009511	chr12:116109612-116118749	593
Alox5ap	NM_009663	chr5:149228985-149267864	593
5730422E09Rik	NR_015478	chr5:149228985-149267864	593
Uspl1	NM_001013378	chr5:149228985-149267864	593
Cd200	NM_010818	chr16:45364778-45371300	594
Tiam2	NM_001122998	chr17:3410371-3419891	594
Hmgcll1	NM_173731	chr9:76023563-76026290	597
Tbc1d23	NM_026254	chr16:57241892-57251830	599
Tmem30c	NM_027651	chr16:57241892-57251830	599
Hecw2	NM_172655	chr1:54128951-54136743	600
AU016765	NR_045899	chr17:64548561-64559481	602
Man2a1	NM_008549	chr17:64548561-64559481	602
Slc44a1	NM_001159633	chr4:53478627-53504094	602
Gm5039	NR_003647	chr12:88293133-88297883	603
Pltp	NM_011125	chr2:164850208-164874809	603
Acot8	NM_133240	chr2:164850208-164874809	603
Zfp335	NM_199027	chr2:164850208-164874809	603
Spata25	NM_029370	chr2:164850208-164874809	603
Pcif1	NM_146129	chr2:164850208-164874809	603
Neurl2	NM_001082974	chr2:164850208-164874809	603
Zswim3	NM_178375	chr2:164850208-164874809	603
Ctsa	NM_008906	chr2:164850208-164874809	603
Zswim1	NM_028028	chr2:164850208-164874809	603
Cdh23	NM_023370	chr10:60374190-60389858	604
Gm17455	NM_001164374	chr10:60374190-60389858	604
4632428N05Rik	NM_001159572	chr10:60374190-60389858	604
Erp27	NM_026983	chr6:136903965-136911991	604
Art4	NM_026639	chr6:136903965-136911991	604
Mgp	NM_008597	chr6:136903965-136911991	604
Pde6h	NM_023898	chr6:136903965-136911991	604
Arhgdib	NM_007486	chr6:136903965-136911991	604
Cdk14	NM_011074	chr5:4993198-5006007	605
Eef1a1	NM_010106	chr9:78500476-78514341	605
Itga5	NM_010577	chr15:103388613-103394093	606
Zfp385a	NM_013866	chr15:103388613-103394093	606
Gtsf1	NM_028797	chr15:103388613-103394093	606
Nek6	NM_021606	chr2:38531127-38547123	607
Palmd	NM_023245	chr3:116929092-116937196	607
4930455H04Rik	NR_040596	chr3:116929092-116937196	607
Adc	NM_172875	chr4:128970006-128981545	609
Ak2	NM_001033966	chr4:128970006-128981545,chr4:129033444-129049253	609,897
1700012D14Rik	NR_015573	chr7:111156119-111159079	609
Sdc4	NM_011521	chr2:164418454-164438591	611
Matn4	NM_013592	chr2:164418454-164438591	611
Dbndd2	NM_026797	chr2:164418454-164438591	611
Rbpjl	NM_009036	chr2:164418454-164438591	611
Sys1	NM_025575	chr2:164418454-164438591	611
Trp53tg5	NM_001271575	chr2:164418454-164438591	611
Galc	NM_008079	chr12:98280655-98283833	614
Gpr65	NM_008152	chr12:98280655-98283833	614
Cep112	NM_029586	chr11:108752385-108758310	615
Chn2	NM_023543	chr6:54277448-54279194	616
9130019P16Rik	NR_033635	chr6:54277448-54279194	616
Prr15	NM_030024	chr6:54277448-54279194	616
Pepd	NM_008820	chr7:34969086-34988657	616
Efhd1	NM_028889	chr1:87270959-87274048	617
Ski	NM_011385	chr4:155216181-155246980	617
2610002J02Rik	NM_001190445	chr4:155216181-155246980	617
Glis2	NM_031184	chr16:4586621-4606881,chr16:4642179-4661882	811,619
Vasn	NM_139307	chr16:4642179-4661882,chr16:4586621-4606881	811,619
Pam16	NM_025571	chr16:4586621-4606881,chr16:4642179-4661882	811,619
Coro7	NM_030205	chr16:4642179-4661882	619
Dnaja3	NM_023646	chr16:4642179-4661882	619
Cplx2	NM_009946	chr13:54301189-54322667	622
Pdcl3	NM_026850	chr1:38979976-38992956	624
Nms	NM_001011684	chr1:38979976-38992956	624
Nid2	NM_008695	chr14:19737580-19748442	625
Gm16039	NR_033518	chr6:8347236-8353092	627
Gm20125	NR_038020	chr10:17034826-17038992	628
Il6st	NM_010560	chr13:112425170-112447514	629
Plcb1	NM_001145830	chr2:135361814-135373172	630
Mir3963	NR_039540	chr2:135361814-135373172	630
Kremen1	NM_032396	chr11:5242152-5251419	631
Mir3079	NR_037240	chr11:5242152-5251419	631
Dtx2	NM_023742	chr5:136002496-136021738	633
Zp3	NM_011776	chr5:136002496-136021738	633
Srcrb4d	NM_001160366	chr5:136002496-136021738	633
Upk3bl	NM_027158	chr5:136002496-136021738	633
Upk3b	NM_175309	chr5:136002496-136021738	633
Tbc1d2b	NM_194334	chr9:90182750-90204892	634
Adamts7	NM_001003911	chr9:90182750-90204892	634
Uhrf1bp1l	NM_029166	chr10:89764883-89776447	635
Actr6	NM_025914	chr10:89764883-89776447	635
Qpct	NM_027455	chr17:79091759-79094270	635
Epb4.1l4a	NM_013512	chr18:33889339-33910448	635
Tnrc6c	NM_198022	chr11:117729023-117770300	637
Tmc6	NM_145439	chr11:117729023-117770300	637
Tmc8	NM_001195088	chr11:117729023-117770300	637
Syngr2	NM_009304	chr11:117729023-117770300	637
6030468B19Rik	NM_029964	chr11:117729023-117770300	637
Tram2	NM_177409	chr1:21002356-21014806,chr1:21041019-21064356	814,641
Rerg	NM_181988	chr6:137126315-137138874	642
Ubl7	NM_027086	chr9:57856525-57870722	643
Arid3b	NM_019689	chr9:57856525-57870722	643
2310015A10Rik	NR_033514	chr12:80115575-80136821	645
Zfp36l1	NM_007564	chr12:80115575-80136821	645
Spred1	NM_033524	chr2:117140106-117152462	646
Mir674	NR_030440	chr2:117140106-117152462	646
Tle3	NM_009389	chr9:61421706-61443386	649
Arpc2	NM_029711	chr1:74248873-74249865	651
Aamp	NM_001190444	chr1:74248873-74249865	651
Pnkd	NM_025580	chr1:74248873-74249865	651
Gpbar1	NM_174985	chr1:74248873-74249865	651
Aebp1	NM_009636	chr11:5840400-5867419	651
Pgam2	NM_018870	chr11:5840400-5867419	651
Polm	NM_017401	chr11:5840400-5867419	651
Myl7	NM_022879	chr11:5840400-5867419	651
Pold2	NM_008894	chr11:5840400-5867419	651
Fmnl3	NM_011711	chr15:99376290-99399824	654
1700018C11Rik	NM_029324	chr4:63590022-63597057	654
Gulp1	NM_028450	chr1:44580396-44592126	656
Tcf4	NM_013685	chr18:69410349-69415996	657
Nxt1	NM_001110159	chr2:148622361-148639472	659
Gzf1	NM_028986	chr2:148622361-148639472	659
Fam92b	NM_001033980	chr8:120212621-120231426	660
Ralgps1	NM_175211	chr2:33343560-33353707	663
Lyn	NM_001111096	chr4:3766442-3776390	665
Ankrd1	NM_013468	chr19:36111094-36116418	666
Rpp30	NM_019428	chr19:36111094-36116418	666
Lypd6	NR_033304	chr2:50072161-50085024	667
Csnk1g3	NM_152809	chr18:53885339-53903697	671
Gprc5d	NM_053118	chr6:135102909-135113204	673
Gprc5a	NM_181444	chr6:135102909-135113204	673
E2f6	NR_027677	chr12:16836130-16841415,chr12:16850654-16853892	674,886
Greb1	NM_015764	chr12:16836130-16841415,chr12:16850654-16853892	674,886
Sacs	NM_172809	chr14:61155345-61173462	674
Klf9	NM_010638	chr19:23133269-23136751	677
Mir1192	NR_035423	chr19:23133269-23136751	677
Tgfbr1	NM_009370	chr4:47396189-47417783	677
Def6	NM_027185	chr17:28223907-28257300	679
Ppard	NM_011145	chr17:28223907-28257300	679
Zfp523	NM_172617	chr17:28223907-28257300	679
1810013A23Rik	NR_045427	chr17:28223907-28257300	679
Acsl3	NM_028817	chr1:78603020-78611382	680
Utp14b	NM_001136226	chr1:78603020-78611382	680
Fbxo47	NM_001081435	chr11:97888562-97909173	680
B230217C12Rik	NM_001080935	chr11:97888562-97909173	680
Nek10	NM_001195229	chr14:14838434-14864147	681
Trmt61a	NM_177374	chr12:111691637-111705889	682
Ckb	NM_021273	chr12:111691637-111705889	682
Cers6	NM_172856	chr2:69077032-69083309	682
Zfp750	NM_178763	chr11:121502057-121530066	684
Tbcd	NM_029878	chr11:121502057-121530066	684
Pde4b	NM_019840	chr4:102432038-102439648	685
Actb	NM_007393	chr5:142916652-142929667	685
Fscn1	NM_007984	chr5:142916652-142929667	685
Fbxl18	NM_001033312	chr5:142916652-142929667	685
Bmper	NM_028472	chr9:23457295-23465577	686
Me3	NM_181407	chr7:89664295-89667829	688
Pcdh7	NM_001122758	chr5:57755864-57758517	689
4932441J04Rik	NR_015588	chr5:57755864-57758517	689
Utrn	NM_011682	chr10:12689238-12695098	690
Bcar3	NM_013867	chr3:122430674-122440254	691
Cebpb	NM_009883	chr2:167672369-167698089	693
A530013C23Rik	NR_015500	chr2:167672369-167698089	693
Tmem189	NM_145538	chr2:167672369-167698089	693
Ube2v1	NM_023230	chr2:167672369-167698089	693
F13a1	NM_001166391	chr13:37010790-37021922	694
Gnai2	NM_008138	chr9:107611390-107626907	694
Ifrd2	NM_025903	chr9:107611390-107626907	694
Tusc2	NM_019742	chr9:107611390-107626907	694
Nat6	NM_019750	chr9:107611390-107626907	694
Hyal1	NM_008317	chr9:107611390-107626907	694
Slc38a3	NM_001199218	chr9:107611390-107626907	694
Sema3b	NM_001042779	chr9:107611390-107626907	694
Hyal2	NM_010489	chr9:107611390-107626907	694
Hyal3	NM_178020	chr9:107611390-107626907	694
Itga8	NM_001001309	chr2:12325378-12329407	695
E030013I19Rik	NR_040353	chr2:12325378-12329407	695
Rreb1	NM_001039188	chr13:37778333-37801893	697
Nfib	NM_001113210	chr4:82435937-82439018	697
Pak1ip1	NM_026550	chr13:40982827-40994995	699
Tmem14c	NM_025387	chr13:40982827-40994995	699
Tcf7	NM_009331	chr11:52251890-52275027	700
Skp1a	NM_011543	chr11:52251890-52275027	700
Olfr1371	NM_207253	chr11:52251890-52275027	700
Gse1	NM_198671	chr8:120484505-120564819	701
Gins2	NM_178856	chr8:120484505-120564819	701
Arhgap28	NM_172964	chr17:67978961-67996494	705
Creb3l1	NM_011957	chr2:92047692-92067177	706
Akt1	NM_009652	chr12:112651879-112701811	707
Zbtb42	NM_001100460	chr12:112651879-112701811	707
Cep170b	NM_001024602	chr12:112651879-112701811	707
Adssl1	NM_007421	chr12:112651879-112701811	707
Siva1	NM_001161737	chr12:112651879-112701811	707
St3gal4	NM_009178	chr9:35032380-35051586,chr9:35145158-35156670	853,710
Dcps	NM_027030	chr9:35145158-35156670	710
Tirap	NM_001177847	chr9:35145158-35156670	710
4930581F22Rik	NR_029475	chr9:35145158-35156670	710
Pcdh1	NM_029357	chr18:38200134-38212916	711
0610009O20Rik	NM_024179	chr18:38200134-38212916	711
1700086O06Rik	NR_027904	chr18:38200134-38212916	711
Osbpl9	NM_133885	chr4:109126953-109138791	713
Dnajb5	NM_019874	chr4:42945172-42959649	716
N28178	NM_172690	chr4:42945172-42959649	716
1700022I11Rik	NM_026088	chr4:42945172-42959649	716
Vcp	NM_009503	chr4:42945172-42959649	716
Ndst1	NM_008306	chr18:60696916-60733603,chr18:60746941-60757196	788,719
Rps14	NM_020600	chr18:60696916-60733603,chr18:60746941-60757196	788,719
Cd74	NM_010545	chr18:60746941-60757196	719
Trerf1	NM_001097623	chr17:47291567-47306769	720
Krt8	NM_031170	chr15:101996785-102017213	721
Krt18	NM_010664	chr15:101996785-102017213	721
Krt78	NM_212487	chr15:101996785-102017213	721
Slc12a8	NM_001083902	chr16:33580526-33594823	727
Schip1	NM_013928	chr3:68576658-68595754	731
Gm21949	NM_001113419	chr3:68576658-68595754	731
Tgfbi	NM_009369	chr13:56601239-56635111	734
9330111N05Rik	NR_015587	chr13:80939281-80951644	736
Trhr2	NM_133202	chr8:122273286-122324407,chr8:122342490-122345310	781,737
Zc3h18	NM_001029994	chr8:122342490-122345310	737
Neil2	NM_201610	chr14:63154114-63183042	738
Fdft1	NM_010191	chr14:63154114-63183042	738
Ctsb	NM_007798	chr14:63154114-63183042	738
1700027F09Rik	NR_040681	chr5:64505287-64518130	739
C030018K13Rik	NR_045412	chr5:64505287-64518130	739
Stac2	NM_146028	chr11:98050282-98061748	740
Sphk1	NM_001172475	chr11:116513742-116523447	742
Prpsap1	NM_026364	chr11:116513742-116523447	742
Fndc7	NM_177091	chr3:108881164-108886525	743
Prpf38b	NM_025845	chr3:108881164-108886525	743
Stxbp3a	NM_011504	chr3:108881164-108886525	743
Trio	NM_001081302	chr15:28061041-28082759	744
Ank1	NM_001277281	chr8:23133340-23149586	747
Mir486	NR_030254	chr8:23133340-23149586	747
Mir3107	NR_037293	chr8:23133340-23149586	747
Nkx6-3	NM_029002	chr8:23133340-23149586	747
Eif2b2	NM_145445	chr12:85192854-85209092	748
Rps6kl1	NM_146244	chr12:85192854-85209092	748
Pgf	NM_008827	chr12:85192854-85209092	748
Disp1	NM_026866	chr1:183101368-183116688,chr1:183147424-183159476	943,752
Cyr61	NM_010516	chr3:145653495-145666759	754
Acot11	NM_025590	chr4:106828024-106848995	756
Lamc2	NM_008485	chr1:153191410-153211311	760
Thsd4	NM_001040426	chr9:60308276-60312044	764
8430423G03Rik	NR_040686	chr5:148959056-148978573	765
5930430L01Rik	NR_102383	chr5:148959056-148978573	765
Gm15408	NR_040429	chr5:148959056-148978573	765
Katnal1	NM_153572	chr5:148959056-148978573	765
Capg	NM_001271415	chr6:72505981-72513022	766
Tshz3	NM_172298	chr7:36659388-36673255	767
Ahdc1	NM_146155	chr4:133014189-133057925	770
Fgr	NM_010208	chr4:133014189-133057925	770
Pisd-ps3	NR_003518	chrUn_JH584304:34328-49017	772
Dysf	NM_021469	chr6:84002829-84030020	773
Fnbp1	NM_001177650	chr2:30985284-31028637	778
Usp20	NM_028846	chr2:30985284-31028637	778
Tor1b	NM_133673	chr2:30985284-31028637	778
BC005624	NM_144885	chr2:30985284-31028637	778
Tor1a	NM_144884	chr2:30985284-31028637	778
Sertad1	NM_018820	chr7:27481605-27502024	780
Prx	NM_019412	chr7:27481605-27502024	780
Blvrb	NM_144923	chr7:27481605-27502024	780
Hipk4	NM_001033315	chr7:27481605-27502024	780
Sptbn4	NM_032610	chr7:27481605-27502024	780
Sertad3	NM_133210	chr7:27481605-27502024	780
Zfpm1	NM_009569	chr8:122273286-122324407	781
G630071F17Rik	NR_045401	chr18:60696916-60733603	788
Ccdc124	NM_026964	chr8:70863094-70884988	798
Slc5a5	NM_053248	chr8:70863094-70884988	798
Kcnn1	NM_032397	chr8:70863094-70884988	798
Snora68	NR_002901	chr8:70863094-70884988	798
Rpl18a	NM_029751	chr8:70863094-70884988	798
Mir1969	NR_035495	chr8:70863094-70884988	798
Map1s	NM_173013	chr8:70863094-70884988	798
Arrdc2	NM_027560	chr8:70863094-70884988	798
Syn3	NM_013722	chr10:86100341-86126845	800
4930486F22Rik	NR_038024	chr10:86100341-86126845	800
Hdac4	NM_207225	chr1:92098595-92100799,chr1:92169222-92185149	801,918
Nfil3	NM_017373	chr13:52978410-52986627	804
Auh	NM_016709	chr13:52978410-52986627	804
Id1	NM_010495	chr2:152726818-152741613	806
Cox4i2	NM_053091	chr2:152726818-152741613	806
Mcts2	NM_025543	chr2:152726818-152741613	806
Epb4.1l2	NM_001199265	chr10:25521771-25534268	809
Smlr1	NM_001195596	chr10:25521771-25534268	809
Tfap4	NM_031182	chr16:4586621-4606881	811
