CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr7	19332049	19342426	3_Mef2Da2_5d_peak_7912_lociStitched		Mir343,Ercc2,Ppp1r13l,Cd3eap,Rtn2,Fosb,Ercc1	Ercc1	411
chr16	11507328	11527244	3_Mef2Da2_5d_peak_3734_lociStitched	Snx29		Snx29	412
chr18	64699879	64721510	5_Mef2Da2_5d_peak_4700_lociStitched		Atp8b1	Atp8b1	413
chr2	31189690	31191941	2_Mef2Da2_5d_peak_5193_lociStitched	Gpr107	Fnbp1,D330023K18Rik	Gpr107	414
chr4	138063512	138078274	2_Myf6_5d.nodup_peak_9334_lociStitched, 4_Mef2Da2_5d_peak_6823_lociStitched	Eif4g3		Eif4g3	415, 102
chr12	24963367	24971156	3_Mef2Da2_5d_peak_1986_lociStitched		Kidins220	Kidins220	416
chr16	11612700	11629396	4_Myf6_5d.nodup_peak_4825_lociStitched	Snx29		Gm9961	418
chr2	113971623	113985250	2_Mef2Da2_5d_peak_5525_lociStitched, 2_Myf6_5d.nodup_peak_7394_lociStitched		A530058N18Rik,Gjd2	A530058N18Rik	418, 391
chr19	9987369	9998043	3_Myf6_5d.nodup_peak_6434_lociStitched	Best1	Rab3il1,Fth1,Fads3	Best1	422
chr4	95158765	95161586	2_Mef2Da2_5d_peak_6616_lociStitched			Jun	422
chr16	18751367	18774235	3_Myf6_5d.nodup_peak_4868_lociStitched		Cdc45,Ufd1l,Cldn5	Cldn5	424
chr16	11012755	11025175	2_Mef2Da2_5d_peak_3730_lociStitched	Gm4262	Litaf,Snn	Gm4262	425
chr6	120955454	120964491	4_Myf6_5d.nodup_peak_10944_lociStitched	Mical3	Bid	Bid	425
chr1	91095395	91099134	2_Mef2Da2_5d_peak_331_lociStitched	Lrrfip1	Rbm44	Lrrfip1	426
chr4	141738133	141751613	3_Myf6_5d.nodup_peak_9378_lociStitched	Agmat	Dnajc16,Casp9,Ddi2	Agmat	426
chr18	23511692	23517191	2_Mef2Da2_5d_peak_4507_lociStitched, 2_Myf6_5d.nodup_peak_5957_lociStitched	Dtna		Dtna	427, 596
chr2	27459865	27471564	2_Myf6_5d.nodup_peak_6881_lociStitched	Brd3	Wdr5,Vav2,Brd3	Brd3	427
chr3	41574856	41589895	3_Myf6_5d.nodup_peak_8011_lociStitched	Phf17		Phf17	428
chr15	63957553	63960898	2_Mef2Da2_5d_peak_3440_lociStitched, 2_Myf6_5d.nodup_peak_4422_lociStitched	Fam49b	Gsdmcl-ps,Gsdmc4	Gsdmcl-ps	429, 805
chr8	45872131	45878032	2_Myf6_5d.nodup_peak_12073_lociStitched		Pdlim3	Pdlim3	429
chr2	113618428	113623363	2_Mef2Da2_5d_peak_5522_lociStitched	Fmn1		4930533B01Rik	431
chr9	114111281	114114450	2_Mef2Da2_5d_peak_9326_lociStitched			Susd5	433
chr16	30397111	30400872	3_Myf6_5d.nodup_peak_4971_lociStitched	Mir1195	Atp13a3	Atp13a3	434
chr11	116100422	116104367	2_Mef2Da2_5d_peak_1896_lociStitched		Wbp2,Trim65,Unc13d,Mrpl38,Trim47	Trim47	435
chr11	62637001	62642229	2_Mef2Da2_5d_peak_1567_lociStitched	Fam211a	Snord65,Snord49a,Mmgt2,2410006H16Rik,Snord49b	Fam211a	436
chr5	43080274	43094677	3_Myf6_5d.nodup_peak_9742_lociStitched, 2_Mef2Da2_5d_peak_7041_lociStitched			Cpeb2	436, 484
chr12	79828948	79840673	2_Mef2Da2_5d_peak_2133_lociStitched			Zfp36l1	437
chr5	24817181	24825666	2_Myf6_5d.nodup_peak_9592_lociStitched	Rheb		Rheb	438
chr5	35060261	35074231	2_Mef2Da2_5d_peak_7008_lociStitched, 3_Myf6_5d.nodup_peak_9671_lociStitched	Dok7	Mir3097,Hgfac,Lrpap1	Dok7	439, 648
chr8	31117508	31121574	3_Myf6_5d.nodup_peak_12022_lociStitched, 3_Mef2Da2_5d_peak_8456_lociStitched	Rnf122	Mak16,Dusp26,Mir1186,Tti2	Rnf122	439, 352
chr14	70930733	70934837	3_Mef2Da2_5d_peak_3063_lociStitched	Gfra2		Gfra2	440
chr14	54997415	55005760	4_Mef2Da2_5d_peak_2984_lociStitched		Mir208b,D830015G02Rik,Myh7,Mir208a,Ngdn,Gm10364,Myh6	Myh7	441
chr16	24561584	24569937	2_Mef2Da2_5d_peak_3803_lociStitched	Lpp	A730098P11Rik	A730098P11Rik	443
chr19	32169689	32179745	2_Mef2Da2_5d_peak_4958_lociStitched	Sgms1		Sgms1	444
chr2	103662203	103670496	2_Mef2Da2_5d_peak_5483_lociStitched	Abtb2		Nat10	445
chr6	67014751	67019320	3_Myf6_5d.nodup_peak_10588_lociStitched	Gng12	E230016M11Rik,Gadd45a	E230016M11Rik	445
chr15	38542772	38544396	2_Mef2Da2_5d_peak_3297_lociStitched		Azin1	Azin1	446
chr10	45262378	45276741	4_Mef2Da2_5d_peak_1006_lociStitched		Popdc3	Popdc3	447
chr9	22765683	22786712	2_Myf6_5d.nodup_peak_12715_lociStitched, 5_Mef2Da2_5d_peak_8925_lociStitched	Bbs9		Bbs9	447, 214
chr2	179972952	179985000	2_Myf6_5d.nodup_peak_7853_lociStitched	4921531C22Rik,Taf4a	Lsm14b	4921531C22Rik	448
chr11	59138672	59149659	3_Mef2Da2_5d_peak_1554_lociStitched		Guk1,Iba57,Obscn,Gjc2	Obscn	449
chr13	46282700	46286124	3_Mef2Da2_5d_peak_2520_lociStitched	Stmnd1		Stmnd1	450
chr18	52558755	52571226	2_Mef2Da2_5d_peak_4626_lociStitched		Lox,Zfp474	Lox	451
chr11	96837278	96840660	3_Myf6_5d.nodup_peak_2378_lociStitched		Nfe2l1,Copz2,Mir152,Cbx1,Gm11517	Nfe2l1	452
chr1	172242358	172246826	2_Mef2Da2_5d_peak_657_lociStitched	Atp1a4	Pea15a,Casq1	Atp1a4	453
chr9	58496907	58501289	3_Myf6_5d.nodup_peak_12953_lociStitched	6030419C18Rik	4930461G14Rik,Cd276	6030419C18Rik	454
chr13	50958036	50961158	3_Myf6_5d.nodup_peak_3527_lociStitched			9430083A17Rik	456
chr3	85846373	85859249	2_Mef2Da2_5d_peak_6047_lociStitched		Glt28d2	Glt28d2	456
chr18	61503815	61510541	2_Myf6_5d.nodup_peak_6161_lociStitched, 2_Mef2Da2_5d_peak_4671_lociStitched	Arhgef37	Csnk1a1,A530050N04Rik	A530050N04Rik	457, 458
chr5	116426774	116443860	5_Myf6_5d.nodup_peak_10072_lociStitched	2410137F16Rik,Srrm4	Hspb8	2410137F16Rik	458
chr8	27264395	27272646	3_Mef2Da2_5d_peak_8451_lociStitched	Eif4ebp1	Gm9731,Adrb3	Eif4ebp1	459
chr12	85958506	85960058	3_Mef2Da2_5d_peak_2188_lociStitched	Ttll5		Tgfb3	460
chr6	67130657	67139003	2_Myf6_5d.nodup_peak_10593_lociStitched			Gadd45a	460
chr10	116261083	116266813	2_Mef2Da2_5d_peak_1304_lociStitched	Ptprr	Ptprb	Ptprb	462
chr17	6102378	6113892	2_Myf6_5d.nodup_peak_5328_lociStitched	Tulp4	Tulp4,Serac1,Gtf2h5	Tulp4	462
chr17	35543388	35549731	2_Mef2Da2_5d_peak_4211_lociStitched		Psors1c2,Pou5f1,Tcf19,Cdsn,Cchcr1,2300002M23Rik	Cdsn	463
chr6	91483444	91487220	2_Myf6_5d.nodup_peak_10749_lociStitched	Tmem43	Xpc,Lsm3,4930471M09Rik,1810044D09Rik,Chchd4	Tmem43	464
chr7	34320123	34327855	2_Mef2Da2_5d_peak_7962_lociStitched		4931406P16Rik	4931406P16Rik	467
chr12	8893196	8897442	2_Myf6_5d.nodup_peak_2708_lociStitched		Laptm4a	Laptm4a	468
chr10	42888346	42892551	2_Mef2Da2_5d_peak_987_lociStitched	Scml4		Scml4	469
chr4	43399017	43402432	3_Myf6_5d.nodup_peak_8720_lociStitched	Rusc2	Tesk1,Fam166b,Rusc2	Rusc2	469
chr17	17592853	17609791	4_Mef2Da2_5d_peak_4126_lociStitched	Lnpep		Lnpep	470
chr9	103430488	103432571	4_Mef2Da2_5d_peak_9279_lociStitched, 2_Myf6_5d.nodup_peak_13247_lociStitched	Bfsp2,5830418P13Rik		5830418P13Rik	471, 628
chr7	44472236	44473470	3_Mef2Da2_5d_peak_7978_lociStitched		Lrrc4b,Emc10,Aspdh,Josd2,Fam71e1	Josd2	472
chr1	153280556	153292516	2_Mef2Da2_5d_peak_550_lociStitched	Lamc1		Lamc1	473
chr1	86470483	86472563	2_Mef2Da2_5d_peak_292_lociStitched		1700019O17Rik	1700019O17Rik	474
chr18	77821831	77825498	2_Myf6_5d.nodup_peak_6296_lociStitched	Pstpip2	Atp5a1	Pstpip2	474
chr11	121085882	121091196	3_Myf6_5d.nodup_peak_2667_lociStitched		Sectm1b,Cd7,Tex19.2,Sectm1a	Sectm1a	476
chr1	128782652	128787647	2_Mef2Da2_5d_peak_405_lociStitched, 2_Myf6_5d.nodup_peak_597_lociStitched			Cxcr4	477, 634
chr9	41078368	41092384	3_Mef2Da2_5d_peak_8981_lociStitched	Ubash3b		Ubash3b	478
chr1	131051289	131063236	2_Myf6_5d.nodup_peak_608_lociStitched	Mapkapk2	Il10	Il10	480
chr13	51313432	51314808	3_Mef2Da2_5d_peak_2560_lociStitched, 2_Myf6_5d.nodup_peak_3531_lociStitched			S1pr3	480, 708
chr13	9121299	9134827	3_Myf6_5d.nodup_peak_3250_lociStitched	Larp4b		Larp4b	481
chr9	123294672	123305281	3_Mef2Da2_5d_peak_9373_lociStitched		Tmem158	Tmem158	482
chr2	113944054	113952702	2_Mef2Da2_5d_peak_5524_lociStitched			A530058N18Rik	483
chr17	86980994	86988918	2_Myf6_5d.nodup_peak_5866_lociStitched	Rhoq	Cript,Pigf,Atp6v1e2	Rhoq	485
chr10	68956690	68965841	3_Myf6_5d.nodup_peak_1398_lociStitched, 3_Mef2Da2_5d_peak_1105_lociStitched			Tmem26	486, 485
chr1	135590880	135594335	2_Mef2Da2_5d_peak_471_lociStitched		Nav1	Nav1	487
chr12	8509690	8511276	2_Mef2Da2_5d_peak_1942_lociStitched		Rhob,Slc7a15	Rhob	488
chr12	81233045	81245327	4_Myf6_5d.nodup_peak_2977_lociStitched	Slc8a3		Mir3067	488
chr18	68794251	68806630	3_Myf6_5d.nodup_peak_6246_lociStitched			4930546C10Rik	489
chr6	29935902	29941274	2_Mef2Da2_5d_peak_7448_lociStitched	Strip2	1700023L04Rik	Strip2	489
chr2	155903323	155906148	2_Myf6_5d.nodup_peak_7662_lociStitched	Uqcc	Gdf5,Uqcc	Uqcc	490
chr8	124658598	124669087	2_Myf6_5d.nodup_peak_12593_lociStitched	2310022B05Rik		2310022B05Rik	492
chr3	27503414	27505888	2_Mef2Da2_5d_peak_5861_lociStitched, 2_Myf6_5d.nodup_peak_7939_lociStitched	Fndc3b		Mir3092	493, 711
chr16	96088175	96092195	3_Myf6_5d.nodup_peak_5282_lociStitched		Brwd1,Hmgn1	Brwd1	494
chr6	66977417	66987933	3_Myf6_5d.nodup_peak_10586_lociStitched	Gng12	E230016M11Rik,Gadd45a	E230016M11Rik	495
chr19	57155658	57163614	2_Mef2Da2_5d_peak_5076_lociStitched	Ablim1	Ablim1	Ablim1	497
chr18	68578229	68599774	3_Mef2Da2_5d_peak_4747_lociStitched			Mc2r	498
chr6	101318688	101326659	2_Myf6_5d.nodup_peak_10835_lociStitched	Pdzrn3		Pdzrn3	500
chr11	117119878	117127843	3_Myf6_5d.nodup_peak_2584_lociStitched	Sec14l1	2810008D09Rik	Sec14l1	501
chr9	65113514	65116306	2_Mef2Da2_5d_peak_9118_lociStitched	Igdcc4	Igdcc3	Igdcc4	501
chr5	30993144	30995280	2_Mef2Da2_5d_peak_6977_lociStitched, 2_Myf6_5d.nodup_peak_9626_lociStitched		Abhd1,Cgref1,Tcf23,Preb	Tcf23	502, 827
chr5	36301258	36313668	3_Myf6_5d.nodup_peak_9699_lociStitched	Sorcs2		Sorcs2	504
chr5	115530541	115535797	2_Mef2Da2_5d_peak_7250_lociStitched	Pxn	Sirt4,Rplp0,Gcn1l1	Rplp0	504
chr11	95805670	95809633	3_Myf6_5d.nodup_peak_2371_lociStitched		4833417C18Rik,Phospho1,Gngt2,Abi3	Phospho1	505
chr8	45915031	45917821	3_Mef2Da2_5d_peak_8505_lociStitched	Pdlim3	Ccdc110	Ccdc110	505
chr10	45192804	45217083	3_Mef2Da2_5d_peak_1003_lociStitched			Popdc3	508
chr3	28420279	28431749	3_Mef2Da2_5d_peak_5870_lociStitched	Tnik		Tnik	509
chr2	4531765	4542122	2_Myf6_5d.nodup_peak_6771_lociStitched	Frmd4a	Frmd4a	Frmd4a	510
chr11	102433090	102442052	2_Myf6_5d.nodup_peak_2439_lociStitched, 2_Mef2Da2_5d_peak_1802_lociStitched	Grn,Fam171a2	Rundc3a,Slc25a39,Itga2b	Grn	511, 539
chr14	59572027	59575637	2_Mef2Da2_5d_peak_3005_lociStitched	Cdadc1	Shisa2	Cdadc1	511
chr5	72895737	72905229	2_Mef2Da2_5d_peak_7120_lociStitched		Slain2,Tec	Slain2	513
chr11	108101637	108104506	2_Mef2Da2_5d_peak_1850_lociStitched	Prkca		Cacng5	514
chr18	68219335	68235308	3_Myf6_5d.nodup_peak_6240_lociStitched	Ldlrad4		Fam210a	515
chr16	92555156	92582536	4_Myf6_5d.nodup_peak_5228_lociStitched			Clic6	516
chr17	56261240	56262904	2_Mef2Da2_5d_peak_4287_lociStitched	Fem1a	Uhrf1,Dpp9,Ticam1,Mir7b,Arrdc5,Plin3	Fem1a	516
chr11	12394273	12396532	2_Mef2Da2_5d_peak_1400_lociStitched	Cobl		Cobl	518
chr4	136800189	136812833	2_Myf6_5d.nodup_peak_9313_lociStitched	Ephb2		Ephb2	518
chr8	22489070	22492271	3_Mef2Da2_5d_peak_8435_lociStitched	Slc20a2	Smim19	Smim19	519
chr6	90316370	90319281	2_Mef2Da2_5d_peak_7623_lociStitched	Chst13	Uroc1,Vmn1r54,BC048671	Chst13	520
chr7	81063449	81074798	3_Myf6_5d.nodup_peak_11460_lociStitched	Alpk3	Slc28a1	Alpk3	520
chr1	17041293	17051870	2_Mef2Da2_5d_peak_28_lociStitched	Jph1		Jph1	522
chr8	125341658	125351937	3_Mef2Da2_5d_peak_8858_lociStitched			Sipa1l2	523
chr16	11461747	11469154	2_Myf6_5d.nodup_peak_4817_lociStitched	Snx29		Snx29	524
chr2	167376161	167384048	2_Mef2Da2_5d_peak_5773_lociStitched		Slc9a8,B4galt5	B4galt5	526
chr5	122578866	122585954	2_Mef2Da2_5d_peak_7282_lociStitched	Ift81		Ift81	528
chr5	139076311	139093833	3_Myf6_5d.nodup_peak_10264_lociStitched	Prkar1b		Prkar1b	528
chr1	80219596	80225095	4_Mef2Da2_5d_peak_265_lociStitched		Fam124b	Fam124b	531
chr11	54718769	54727418	3_Myf6_5d.nodup_peak_2008_lociStitched	Cdc42se2		Cdc42se2	531
chr5	122997967	123009402	3_Myf6_5d.nodup_peak_10124_lociStitched	A930024E05Rik	Kdm2b,Morn3,Orai1	Orai1	532
chr9	52261781	52281294	3_Mef2Da2_5d_peak_9038_lociStitched			Zc3h12c	534
chr18	61849979	61852331	2_Myf6_5d.nodup_peak_6177_lociStitched	Ablim3		Ablim3	535
chr13	99805411	99818094	2_Myf6_5d.nodup_peak_3781_lociStitched			Cartpt	536
chr17	45580908	45585579	2_Myf6_5d.nodup_peak_5613_lociStitched	Slc29a1	Nfkbie,Gm7325,Slc35b2,Tmem151b,Hsp90ab1	Slc29a1	537
chr9	108274604	108280378	2_Myf6_5d.nodup_peak_13279_lociStitched		Dag1,Nicn1,Amt,Rhoa,Tcta	Nicn1	538
chr7	132247610	132260963	3_Myf6_5d.nodup_peak_11801_lociStitched	Chst15		Gm10584	539
chr1	92116321	92127660	2_Myf6_5d.nodup_peak_506_lociStitched	Hdac4		Hdac4	540
chr11	22438012	22441406	3_Mef2Da2_5d_peak_1422_lociStitched			Tmem17	540
chr1	12276371	12288106	2_Mef2Da2_5d_peak_12_lociStitched			Gm17644	542
chr2	29671428	29676159	2_Myf6_5d.nodup_peak_6917_lociStitched	Rapgef1		Rapgef1	543
chr9	56094031	56098250	2_Mef2Da2_5d_peak_9049_lociStitched	Pstpip1		Pstpip1	543
chr12	21144789	21156526	2_Mef2Da2_5d_peak_1979_lociStitched	Asap2	Asap2	Asap2	544
chr13	32807656	32819601	2_Myf6_5d.nodup_peak_3366_lociStitched	Wrnip1	Serpinb1a,Mylk4	Wrnip1	545
chr10	41606715	41608713	2_Mef2Da2_5d_peak_973_lociStitched		Ccdc162,5730435O14Rik	Ccdc162	546
chr12	69968351	69977745	3_Myf6_5d.nodup_peak_2892_lociStitched	Gm3086,Sav1		Gm3086	546
chr11	8579806	8584551	2_Mef2Da2_5d_peak_1384_lociStitched	Tns3		Tns3	547
chr10	78218967	78232645	3_Myf6_5d.nodup_peak_1474_lociStitched	Trappc10	D10Jhu81e,Pwp2	Trappc10	548
chr2	156970363	156983075	2_Myf6_5d.nodup_peak_7683_lociStitched	Ndrg3	Ndrg3,Dsn1	Ndrg3	549
chr3	129161811	129166222	3_Mef2Da2_5d_peak_6262_lociStitched		Pitx2	Pitx2	550
chr17	84926340	84944884	3_Mef2Da2_5d_peak_4411_lociStitched, 2_Myf6_5d.nodup_peak_5849_lociStitched	1110020A21Rik	Ppm1b,1110020A21Rik	Ppm1b	551, 753
chr19	53861446	53869688	2_Myf6_5d.nodup_peak_6705_lociStitched	Rbm20	Pdcd4	Pdcd4	552
chr17	35813323	35816000	2_Mef2Da2_5d_peak_4214_lociStitched		Ier3,4833427F10Rik,Nrm,Mdc1,Ppp1r18,Flot1,Tubb5	Ier3	554
chr16	31287833	31291155	3_Mef2Da2_5d_peak_3846_lociStitched		Apod,Ppp1r2,Mir1195	Mir1195	555
chr1	74294143	74295955	2_Myf6_5d.nodup_peak_350_lociStitched	Pnkd,Tmbim1	Pnkd,Aamp,Gpbar1	Tmbim1	556
chr2	38395327	38403467	2_Mef2Da2_5d_peak_5242_lociStitched		Lhx2	Lhx2	559
chr2	166875646	166888132	2_Myf6_5d.nodup_peak_7772_lociStitched	Arfgef2	Cse1l	Cse1l	559
chr12	100528386	100533048	2_Myf6_5d.nodup_peak_3133_lociStitched, 2_Mef2Da2_5d_peak_2259_lociStitched		Ttc7b	Ttc7b	560, 525
chr2	114057498	114060460	2_Myf6_5d.nodup_peak_7395_lociStitched	C130080G10Rik	A530058N18Rik,Gjd2,Actc1	C130080G10Rik	561
chr1	134160439	134161675	2_Mef2Da2_5d_peak_450_lociStitched, 2_Myf6_5d.nodup_peak_662_lociStitched		Chit1,Chi3l1,Mybph	Chi3l1	562, 850
chr7	89641416	89648110	3_Mef2Da2_5d_peak_8147_lociStitched	Me3		Me3	563
chr10	126941064	126957381	3_Myf6_5d.nodup_peak_1737_lociStitched		Avil,Mir546,Ctdsp2,Mir26a-2,Xrcc6bp1	Ctdsp2	564
chr8	83574764	83585124	2_Mef2Da2_5d_peak_8635_lociStitched, 3_Myf6_5d.nodup_peak_12238_lociStitched	Tecr	Olfr370,Ndufb7,Dnajb1,Tecr	Ndufb7	564, 323
chr1	180600727	180607344	2_Myf6_5d.nodup_peak_920_lociStitched, 2_Mef2Da2_5d_peak_708_lociStitched	Parp1	Lin9	Parp1	565, 535
chr8	122229978	122238504	2_Mef2Da2_5d_peak_8826_lociStitched		Zfpm1	Zfpm1	565
chr17	15195034	15214372	4_Myf6_5d.nodup_peak_5418_lociStitched		Gm5091	Gm5091	566
chr13	32764510	32776854	4_Myf6_5d.nodup_peak_3362_lociStitched, 3_Mef2Da2_5d_peak_2435_lociStitched	Mylk4	Wrnip1	Mylk4	567, 541
chr1	74312328	74321707	3_Mef2Da2_5d_peak_232_lociStitched	Pnkd	Tmbim1,Pnkd,Aamp,Gpbar1,Gm216	Tmbim1	569
chr8	105527119	105537437	2_Myf6_5d.nodup_peak_12371_lociStitched	Atp6v0d1	Hsd11b2,Zdhhc1,Agrp	Hsd11b2	569
chr17	83210677	83221474	2_Myf6_5d.nodup_peak_5835_lociStitched	Pkdcc		Pkdcc	570
chr17	12266431	12276223	3_Myf6_5d.nodup_peak_5395_lociStitched	Map3k4	4732491K20Rik	Map3k4	571
chr5	136775770	136784756	2_Mef2Da2_5d_peak_7352_lociStitched	Col26a1		Myl10	571
chr11	88231305	88234150	2_Myf6_5d.nodup_peak_2307_lociStitched		Mrps23	Mrps23	572
chrX	12105341	12112371	2_Mef2Da2_5d_peak_9405_lociStitched	Bcor	Bcor,2900008C10Rik	Bcor	572
chr10	61965223	61969159	2_Myf6_5d.nodup_peak_1359_lociStitched	Col13a1		Col13a1	573
chr10	80836913	80849032	2_Mef2Da2_5d_peak_1161_lociStitched	Lingo3	Plekhj1,Oaz1-ps,Lsm7,Sppl2b,Tmprss9,Mir1982,Jsrp1,Oaz1,Sf3a2,Amh	Lingo3	573
chr11	88394595	88405442	2_Mef2Da2_5d_peak_1706_lociStitched	Msi2	Mir378b	Mir378b	574
chr2	38040998	38083735	5_Myf6_5d.nodup_peak_7031_lociStitched	Dennd1a		Dennd1a	574
chr19	36167630	36179273	2_Myf6_5d.nodup_peak_6580_lociStitched		Ankrd1	Ankrd1	575
chr6	53506588	53509428	3_Mef2Da2_5d_peak_7519_lociStitched			Creb5	577
chr11	54882774	54888217	2_Myf6_5d.nodup_peak_2012_lociStitched		Hint1,Gpx3,Lyrm7	Gpx3	578
chr12	79044695	79055497	2_Myf6_5d.nodup_peak_2950_lociStitched, 2_Mef2Da2_5d_peak_2124_lociStitched	Plekhh1	Tmem229b,Pigh	Plekhh1	579, 194
chr13	97406972	97410831	2_Mef2Da2_5d_peak_2712_lociStitched			Gm5086	579
chr6	28820273	28828806	2_Myf6_5d.nodup_peak_10421_lociStitched	Lrrc4,Snd1		Lrrc4	580
chr7	48836956	48840779	2_Mef2Da2_5d_peak_8003_lociStitched	Csrp3	E2f8,Zdhhc13	Csrp3	580
chr9	67211351	67218368	2_Myf6_5d.nodup_peak_13065_lociStitched	Tln2	Mir190	Mir190	581
chr17	71027150	71039104	2_Mef2Da2_5d_peak_4356_lociStitched	Myom1	Myl12b,Myl12a	Myom1	582
chr3	38221553	38235200	4_Myf6_5d.nodup_peak_7990_lociStitched		5430434I15Rik	5430434I15Rik	582
chr2	167109611	167124199	3_Myf6_5d.nodup_peak_7783_lociStitched	Kcnb1	Snord12,1500012F01Rik,Znfx1	Snord12	583
chr2	77308187	77317238	2_Mef2Da2_5d_peak_5404_lociStitched		Sestd1	Sestd1	584
chr4	53799148	53810711	2_Mef2Da2_5d_peak_6487_lociStitched, 2_Myf6_5d.nodup_peak_8791_lociStitched		Tal2,Tmem38b	Tmem38b	585, 809
chr5	35166154	35169120	2_Myf6_5d.nodup_peak_9672_lociStitched			Lrpap1	585
chr10	84772725	84774993	2_Mef2Da2_5d_peak_1197_lociStitched	Rfx4		Rfx4	586
chr19	32326723	32341373	3_Myf6_5d.nodup_peak_6565_lociStitched	Sgms1	2700046G09Rik	Sgms1	587
chr7	80318768	80320020	3_Mef2Da2_5d_peak_8106_lociStitched	Rccd1	Prc1,Hddc3,Vps33b,Unc45a	Rccd1	588
chr12	71971075	71980462	2_Myf6_5d.nodup_peak_2911_lociStitched	Daam1		Gpr135	589
chr7	128016223	128023764	2_Mef2Da2_5d_peak_8309_lociStitched		Trim72,Fus,Itgam,Pycard	Trim72	589
chr9	15054115	15058112	2_Mef2Da2_5d_peak_8915_lociStitched	Hephl1	Panx1	Panx1	590
chr9	118717551	118725444	3_Mef2Da2_5d_peak_9340_lociStitched	Itga9		Itga9	591
chr18	67745987	67755046	2_Mef2Da2_5d_peak_4739_lociStitched		Ptpn2,Cep192,Seh1l,4930549G23Rik	Seh1l	593
chr4	84015702	84017238	2_Mef2Da2_5d_peak_6577_lociStitched			Ccdc171	594
chr2	113174852	113186608	2_Mef2Da2_5d_peak_5519_lociStitched		Mir1954	Mir1954	595
chr14	46941935	46951197	2_Mef2Da2_5d_peak_2952_lociStitched	Samd4		Samd4	596
chr1	92340763	92344077	2_Myf6_5d.nodup_peak_509_lociStitched			Ndufa10	597
chr11	119496173	119503819	3_Myf6_5d.nodup_peak_2615_lociStitched	Endov	Nptx1,Gm11762	Endov	598
chr1	118479347	118483851	2_Myf6_5d.nodup_peak_560_lociStitched	Clasp1	2900060B14Rik	2900060B14Rik	599
chr13	93975828	93997099	3_Mef2Da2_5d_peak_2694_lociStitched, 2_Myf6_5d.nodup_peak_3721_lociStitched			Lhfpl2	599, 608
chr7	19540882	19552754	3_Myf6_5d.nodup_peak_11141_lociStitched	Ppp1r37	Zfp296,Trappc6a,Nkpd1,Bloc1s3,Gemin7	Ppp1r37	601
chr16	91841335	91848065	2_Myf6_5d.nodup_peak_5221_lociStitched	Itsn1		Atp5o	602
chr19	37910030	37914645	2_Myf6_5d.nodup_peak_6593_lociStitched	Myof		Myof	603
chrX	160598755	160604519	2_Mef2Da2_5d_peak_9532_lociStitched	Phka2		Phka2	603
chr4	117830129	117839515	3_Myf6_5d.nodup_peak_9089_lociStitched	Slc6a9	B4galt2,Ccdc24,Atp6v0b	Slc6a9	605
chr9	51239065	51242335	3_Mef2Da2_5d_peak_9030_lociStitched	Pou2af1	Gm684	Pou2af1	605
chr3	135516955	135522251	2_Mef2Da2_5d_peak_6289_lociStitched	Manba		Manba	609
chr19	53711029	53712936	2_Myf6_5d.nodup_peak_6697_lociStitched	Rbm20		Rbm20	610
chr8	25274403	25275089	2_Mef2Da2_5d_peak_8443_lociStitched		5430421F17Rik	5430421F17Rik	612
chr16	3956537	3959560	2_Mef2Da2_5d_peak_3700_lociStitched	Nlrc3	Cluap1,1700037C18Rik,Slx4	Nlrc3	613
chr9	123754440	123763170	2_Myf6_5d.nodup_peak_13414_lociStitched		Cxcr6,Lztfl1,Ccr9	Ccr9	614
chr2	173452196	173464718	2_Mef2Da2_5d_peak_5796_lociStitched			1700021F07Rik	615
chr1	131344632	131359815	4_Myf6_5d.nodup_peak_617_lociStitched	Srgap2		Ikbke	616
chr11	12429098	12434922	2_Mef2Da2_5d_peak_1402_lociStitched	Cobl		Cobl	616
chr2	173286207	173290200	2_Myf6_5d.nodup_peak_7840_lociStitched		Pmepa1	Pmepa1	617
chr1	132263876	132268237	2_Myf6_5d.nodup_peak_637_lociStitched		Nuak2,Klhdc8a	Klhdc8a	618
chr15	58870059	58876436	2_Mef2Da2_5d_peak_3385_lociStitched	Trmt12	Rnf139,Tmem65	Trmt12	618
chr11	54351832	54353395	2_Mef2Da2_5d_peak_1529_lociStitched	Acsl6	4930404A10Rik	4930404A10Rik	619
chr4	49584395	49587190	2_Myf6_5d.nodup_peak_8777_lociStitched	Tmem246	Rnf20,Aldob	Tmem246	619
chr15	83265384	83273325	2_Myf6_5d.nodup_peak_4602_lociStitched		A4galt	A4galt	621
chr13	102669996	102674409	2_Mef2Da2_5d_peak_2762_lociStitched		Cd180	Cd180	622
chr2	27096099	27112855	3_Myf6_5d.nodup_peak_6874_lociStitched, 3_Mef2Da2_5d_peak_5164_lociStitched	Adamtsl2,Fam163b	Tmem8c,Gm13399	Adamtsl2	622, 442
chr3	19261107	19268361	3_Mef2Da2_5d_peak_5834_lociStitched	Pde7a		Pde7a	623
chr17	37018355	37039611	3_Myf6_5d.nodup_peak_5588_lociStitched	Mog	H2-M5,Zfp57,2410137M14Rik,Olfr90,Gabbr1	Mog	626
chr10	69611441	69629071	3_Myf6_5d.nodup_peak_1411_lociStitched	Ank3		Ank3	627
chr9	40458654	40469746	4_Myf6_5d.nodup_peak_12799_lociStitched		Gramd1b	Gramd1b	635
